genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[88]OKcFaaoOIIHDefqGaaGcqccJqDDuaDEssMyucvnLraavHFANtDtwEFPAJQOMRrgMfNHruAIlGHhhEMowIGnavxEL",14629.9,14630.4,1370,153,24,0, 112
"[95]drPuKFbRIMmAoGBPfzRMqPyPnujxlvujDakvKsxeaoNrNiucHKcRmcQeaeeddlBIOImcqjcLwiHcwfeojiPssHFBcDpEjHR",2.47806e+07,197400,1273,345,116,3, 113
"[61]hHreEeKIePQDiHJmoHdEDxEmKqxDsqvJjMOhnBozKcqcHrFcGEDenPhdJnNwt",940608,24619.6,1875,209,24,0, 114
"[105]LIGRMFDaebwnHJcHwKssHaPHKQqsBmkoLhfQhLbrtamMfvtAxKmNmuAINGdmOOcoPhQQOfEPCBxIFdIJICyDpirijbhPtMnCzEGfApxKs",1.01542e+07,1.83657e+06,2771,223,6,2, 115
"[75]hdOwycNczkcHMiQsJfQfPPHAoGoCicIItzPImiotejcwgpbaHPRcHAmdoKbsesrhKMOFnHEmIFH",157936,24619.6,1501,206,45,3, 116
"[83]bfFhKwIyPBjMvEyEpOIPCHJEDGFxECIkaFKcBhbzHvNlNyxiNPnstKzmHKcRogMRByPxLjyAmnEMGgeItLM",2.49983e+11,4.16086e+06,1339,371,18,3, 117
"[100]chKclcRwgIleNoMypiPfqBdsIunaOchNELxwPdyBIroOlHjCcLcwcCsyEOgOasfpziczKOmaPfNNgPvaAtIHHdvHxQKuHfIguHcO",2.49437e+10,2.29548e+06,1067,534,212,3, 118
"[97]goGxaspqsLucdkKQhsKFFlmcEcpncbBNkKcwwMGCcbQsIOcInvcccDbnLnLLkcICatiJkixnFJmbMcccHpvHLLymHcKbPiNHv",2.3005e+07,11706.1,544,275,47,3, 119
"[89]sFNsprMGKPHbNynpqBLKchsozwwrdczNAxIgcRcDkydPdIgeoFsFsQdeDLDPbpoxKrlHBoOJHHwHmcKQCJMBgRkir",5.22334e+08,752564,1165,357,87,3, 12
"[75]kGiOIMlxIgeaBKmldgAOLKcHqtOlNAAPjRerwLxMeuouagmkHJKGtdLrzrKRAEisMGOrxbwEmFr",1572.46,1694.43,1769,101,2,0, 120
"[87]ctxtdaPzoxigjQIpDtkrObRahfcFsfemjttgHPJDchcpakPlBzbPHcFziAbFcHAynncmfvuIMcNDfKcoHpqxppD",4.82792e+06,26519.3,680,365,158,3, 121
"[70]zGacfxMpNsFNcIeFvcHKczbprBcQoqkyAMfcmoFrDbBbiaOKEDcJlLOyNCKQLlbvnxBjKO",1693.83,806.346,1669,103,3,2, 122
"[72]HhlexoKBmxbAOMxdIzQppbNcHrHkNjKAPDLlLbHsIehaKancHuvfaBFmgnncczocvupldAMG",246724,183256,1507,176,9,2, 123
"[95]KOICsKIOcFldIynCnnjxcuvtoeaqiRJPmqfiMAzuGKuuoxPkDrBLokccHcROvpcOvnMdwoaNIvccmEbjdQLHNOeHBPeorOP",35703.1,867.994,2132,157,16,1, 124
"[67]IxIHOcmKcAaoHqjwQmCtNnbDqhnqOGAbNGmrcwintIgxaIgDLylEEfABjLikLylxEAG",55774.8,6457.65,1874,228,81,1, 125
"[80]wydHeucIrgEIDxjmbxBaugxbKcaHKJRHANvHHhfjcbRIhcofbNBldMIOcCOaviiLOmcfHQIbPmPbQOGi",1.10099e+10,101100,1053,673,362,2, 126
"[86]OHcQzoIDcmeKcPIlcoKQrPBgbLNxwccICoMLFRFeIbEEHtsdRcOccImcKmHHHallcuzcalauxczeMJHRvMgMuv",117307,33145.5,845,179,22,2, 127
"[72]IMKOtneLpJKcbnsfKlfMcOcnehlrcHNcQFPGhjvIHbdifcQcIilLfHkscMtEBRKqElxnzPqy",51778.5,3071.29,1938,167,21,1, 128
"[112]PfibusPwgcnLoKcyIAHqMGcOwPEPpaQEzlHJRdLPABdnjoECmqKtNOkkPdwaKvQFivjpxbHzOdIKmKdkvIpbxOhmyhnbOKqIxGgepNHeFOKmgOjp",28565.4,2280.77,1659,140,2,0, 129
"[104]labRwplgEcbNnIwavfRmqutHNlBeBJORPOtxFQpigfMznozkmAfrdRfKcLPKcJtGszPaKICRBezzKnajceRuaDCuORBrBfHQlKcbmcnR",1.84059e+07,15759.6,3728,257,32,0, 13
"[76]IFuEpIoHQODuvkaguNcHHpBDCRKcPcfnIOJgcDbnPcRQcIkfdeNlcOhfuHKBMCRHLhoMMPcfHLMC",447221,6458.12,1215,291,116,0, 130
"[64]FRrHBdlIrvQdIxKHMLOkHulbHEIHPDIAtedBjeHoiJFyzPENcqJhOGMAOrMBFmLH",648583,108903,1628,241,61,3, 131
"[62]zMhzPOFsHMINcKcivILHIpLoGpffbyyyMBjQEfscQIqkRQREErcKnopHieHHxf",75091.9,2850.73,2085,196,45,3, 132
"[96]frbPsDlLcIvaRwNzlLOLoxdQzrIaIKveLIIRbAHyIEopjgeQlGKKmtFafwHofMKcRoRKNyyMLAbgxcqqBehNmGjACALokfJm",7.01703e+07,18286.2,2142,248,5,0, 133
"[92]coCfPjHcOCFbanaphtOiHavablcyvIyPKcpagzreMpPGvsPFIkvraHbaxMeHhahcHHaIruiaPmNcIftAfKcNcaMiueNf",4.16996e+07,265768,786,253,17,1, 134
"[97]zcRcNPekwHQcHAmbjcbAPecPQHndbKcAREcFCPnlNphNeFlQrEkMrHOoMQnahJKwcqtNkdokfbicyJPenBcGjjFlzofGpGzJt",2280.47,695.073,1593,113,9,0, 135
"[95]IKcHKcwcocIINlcncMRcCccKcvcHLcNcFcIMtrHBckccciOHceHbdMGcpbcaHkqlfFbonIcIzcDRsEPLywmJKmiDELQzmch",4.17909e+08,447221,368,395,128,2, 136
"[73]kpBPGQkfPvsfpPOPuJswcHnKNzqRikhhcIBBcrRPKcPRpgcNlONclyHcimARnbEcoHmHKRiir",4.16086e+06,44625.4,984,264,59,0, 137
"[99]ufDvzAIFgrKgPjHssFqJaAiGKOECiBNOiAbGrLPtorfexPmDKqwgzbOJyIAJabFBmaJdaQPketRQtJacKugyMcLKRCJAJLiOcal",1572.46,805.596,2644,101,2,0, 138
"[49]sEgIEIIHLJDrfoyJwcRGvQAODJKdtgGfbkxAHPBKcoHoRztQK",7.0017e+06,6.03429e+06,3858,216,4,2, 139
"[57]HHtMGMAIBcPcIoLLsbKoaqnOjvrbcjarbdwKHnHlcIPqagjEfPqLdrHMg",5.20054e+06,157936,2037,241,33,1, 14
"[80]KPKHNHOfBwicnLcxKfmcgcIjcNeRFieccOayHjPnLkFcHofmwcRmbflJbssNqgPyMehcoIIssPKbviyH",1.3671e+07,126362,1345,494,273,0, 140
"[85]cgKcttbOJNzyiIeOfKcLhcjapcNePGhccHNtHicclcttavQrcjccfscHjOcHPcEofJBnOLyQocOcIMREccIoO",3.87118e+07,24619.6,698,279,44,2, 141
"[78]HlseMLsgOJbeygIuiPehorFGjiGFlbQuaxdwBgcKgIormxMeaHoIQrxnhHHxdqblCuccPygfDEJHHD",1.01321e+06,136114,1862,217,31,1, 142
"[85]HMcqoncFgMycMcQsueHKcRxBIDccIHpgfRzlfeddmsPFBalKomletHdixrKcHmocHLHlcEcpefjhdLIxficMO",7.5421e+06,873213,1180,369,156,0, 143
"[103]oGtxcpgzmeEcbcJdecMydcJsyBtOclJrHPKOcIKkccQPaqxHcyHCcEufHDfaPeectKclkRsjEkpinycwyNtOmMbcEQgspcLcdQahKca",2.88163e+08,6.03429e+06,485,338,76,1, 144
"[102]IhaalhzcoMHICjiActnniAznHADfKadAjbmiohzHDEPvwxnyPyPwgRBIctMdxLOAlLlvxcuutRMxkFjuHLKemcHKfrKcecylfhcnIR",21217.1,5167.05,2371,197,63,0, 145
"[99]oKnmdljRJAHtzcgkcdaBwlKOAwIemcQlpcBMhlcbvHsPcenKQgcvgfIPcddrQcfcbchtNHmevfcaNQycNckPydLxeKcpdlOcIHR",3.58596e+06,1.70498e+06,1246,236,33,1, 146
"[99]HBjeObpDRRcPsEcseOQoHlPcDLaxMykfgppjBpsKKEPeaMIwIQLeHtwAIKcFtxfFdzzQPoDxfPnQvmcnFfADccpecehHHyvfvic",1.98265e+07,246725,880,284,58,3, 147
"[78]vOmycHiaKcIPgHOpcHickaaIwanagcHdMcFHDEgwJHGHHIgxcqclkRGIDRrcLaLtmnjGeNIJAGrPPm",2.47265e+06,265767,1580,224,26,1, 148
"[81]vmreaEIIFOHjicFPpoHKckgqcJqlNrdvJxazOHjcOgrbikqDxJRmkIEznbPrasJPQhGHFyDjrBzDFBqdl",2.29548e+06,51778.7,1352,223,26,0, 149
"[81]ceOiNrQjcracQItcPKqvzOcPbaEEibqIvHgHqhRJyRrccgFeIMBIFsHuHNItKoaHQdtNJpOxMDMrRHtol",1.4694e+06,8694.51,867,207,16,0, 15
"[78]OwoxLDyAIlHihkbzKcaHHPDuhQKpzKMIfQhIFRPkFHlidccFfRclxdoaAOfkEzKcHMARscHDiNBuIw",1.17821e+07,8.12421e+06,1134,255,36,1, 150
"[93]ONHKruEAlaNlQozMhbscsGkobDAkEqRGzhpIbbFOgKINhcHpKLpMmJuQEOJHKQqIQOQDhFjKQcdBbIDMMyptteOsQAntp",1.38213e+12,3.32902e+06,957,398,22,0, 151
"[67]xrpcqAEcHjFPwQCeFowvaRvpfLzQxNcPIQzHpHncydochdocHGkcBcKclqGpkIsyorC",2850.3,412.872,2210,123,16,0, 152
"[94]oHaFmcpAEEcIcNcQccKLPynccEPGKcHRPkIGIOJhrlAgxhMzrEvEQOzmuFwuDbBMqBfcxiEFcjAKcHjDcJdpHsHgivpKha",1.47262e+07,108903,836,287,65,0, 153
"[99]tjcbIjKcapRfxHxwhhcEkcGvumPxywHOfccKcRGPdPQeupfdbOuIuaOBDcKefBfuFKyzyNiwaxEcoFfkcORMONKFINyMrHCiblG",1.26638e+06,117308,486,210,21,0, 154
"[101]bfnzcOhNdIKcCzyHdAKqCjFAkbnlwnenwHAoHRainqKquddDfCeQfarokpbahjsiMhLHguCFCJwpalqdyQNcOohoHQqnidncQqHQG",698641,9365.36,914,199,18,1, 155
"[69]fAFceKIiecIQENHmIweINiGzxGlGmIfhczgPpMLxHGKzmcQHaKgjEbqvsdPpkcdumuyBu",126361,24619.6,2215,166,8,0, 156
"[91]bAcmcgcIHBckMOyDanpwxKcxcqcOhczfHaKAQuNnBrEHiDCFiGoLqsHvyArmvjQnahzogCKnfhyetbFoKvDerFLyBlM",7492.79,3838.47,1939,123,3,0, 157
"[98]LztgcIdLOQwuDcdtAgcMpcHgcCcNcqccdCdoHIhpdqPbmpdecfHCccdMzHHRcFQefQcLpfwftzKFhngKcKlccQCulKjcsccaOe",1.97832e+06,1.4694e+06,561,235,40,0, 158
"[68]hPGIHNsteBcsnHBEinIHhckbHlprwDrqtnERLitLqAvKcvPopQkeicxpQmciOKgbiMcI",21217.1,21218.1,1912,162,28,3, 159
"[84]qGkiciFJvHtIjlvecIiEGDRopilarzKPGwwGlPqxnKcALocHMjHHHnbfRcOeaQIOiIqnsJACrbFpoMyRbtNk",108902,16976.4,2044,185,29,1, 16
"[69]esIgRLKciuMeQQzwyfLIsdHHrMczHJOGHaKbdBIHNxcQIjOcKQchBQdIPaoozMduHMobf",810646,108903,1195,211,28,3, 160
"[98]dpzIFdHiGKcOMKPHmnHCFQQPpwBgaILJuwHLaIhzfqcsxiLGPrdwocAzoOvzuzhRkruOOIkCmNiwupDKGqEMAmHOLszClbbCLa",75091.9,12608.7,3801,186,35,2, 161
"[99]aIlHKLhaKoIPDMkevdpyQyNNbNxzumccmvKkQsyimptALfolzypepoPEsaPcDKcMBMRLffkKxbtAdOQHnvLcHwFHLdgcosFRcMD",38458.7,1007.37,753,183,41,1, 162
"[90]AcblnhAeJbcnHcPcxvJoAcbcPHgfPqBmvweAvblarzbuwuHcsrcFbzHPciPJhbwKcoAvFeqrkHkqsxQsGKLmpIuNiI",752563,415177,745,214,32,3, 163
"[45]KcjjzfocIOImocIxrOepPHILsMHwHHHletJDefxdQJhmc",7492.79,3837.78,2281,160,40,1, 164
"[76]aoEfNPRvKLmPENJBrKcjIoQvKsiOGHIHknlOPJPelNdBaaHHHkncJAQIPehxcICKIiCOkwEJEfGu",518919,146620,1295,183,6,2, 165
"[94]eitwNPbwcAlzrAykNrcjjPRubgmIFIaHQQQsEcvstJHOcBKcIhhcNcRtcgRuezukiPijmkysyQxweJsMFFOwNjiLNjHJHH",3.37298e+12,6.06073e+08,875,924,536,2, 166
"[80]bepBkIRrBsogkashwHoxHHxHNeoQJPIOGheEDawqOutOKjmOaoODjcbdsHIgtBBFrCEIAnPmKHOBmLIq",5.28075e+13,752563,2135,470,45,1, 167
"[86]NKcQHgAtnFwbNbdKKPbEtMcuIcQCdcjcRMbjdlxwtztnPDIONQNjyfHwFjePJhjKAJblswcnpAQfcnuuQrnPBw",1.36412e+06,1.36412e+06,777,226,36,0, 168
"[101]FCAOGmzDEewPJPfBkmBsbatJsEHIbIMGEbggmbiQzIFaLRehAfkcmAAyyxPHFpCJOAkKxqARasCkHzcwKcHQHocHixaqgFurjkMnH",2.29548e+06,8071.55,2406,309,112,3, 169
"[93]xpzmeHhQwAvruwcKcgcnPfGivBpEdgcamDArrgcLHzzDvzOMPOyAtwOKsIiiffbxNKcicgAIrpPAipeDocIbybbKHLcOx",1.26638e+06,357814,690,228,39,1, 17
"[103]wCucAhKgpqhtwyuPEHDoQAhOaNiNnDBczvxJkkAkicamdolIJycqvgzOyFEtgIHDomcnDmhHLlDKGPcILIwKFdHFOCHqvjIJftBByas",136114,2647.07,2117,176,17,1, 170
"[54]QcecbffdfcefaIOQetitgNckKsHwtIHBdKdhHNeLQpcadJHLNsvlHI",2.66349e+06,80887.9,1479,328,129,0, 171
"[83]eKOIPcRnINKcHeqaJpbFvHwIpgHQjfsMdFCpmfxGkvHRlkfrJntqQrzqneolRebDssxuaQQwdnowOmdQpHQ",197400,35703.2,3827,227,63,1, 172
"[75]wldOdOiborBcOEchvfdeJaOcEBJOfRloaAzfHQHJRPazyKRIlpthoKONPcdsHaicfdyHDssEfgE",229046,2850.77,1907,201,35,2, 173
"[66]tAkiNpIyzlCByyKFItkmcastpuwxicobHwgsHDGJKcjbdLaPncQqjcPmNcGnrNxIgR",1.98265e+07,1.01542e+07,2086,232,6,2, 174
"[87]MKbcKcImHoFcAgdnFfHaeBldzOpCccHjfQcIvucQImRcqRcHePfiAeNwKdrcfzuFfNxLclmlfNIdznArIyJPhpt",4.18824e+09,19697.6,1051,449,151,2, 175
"[101]ocCBcwcHMfaJhHrhKcPcGBHimCcjcIoIbARIQpcvyxcCKQgoJAiFyouPjEyEQhpBHPEoKqdhOAHiOedIbHDcKcgzROegMcHzceHgb",2.47265e+06,30770.5,1562,285,87,3, 176
"[71]ubFbOAEoNCcNaHfuHAQIfsoPGmIDfEuHKciHAdRutiafreRylLvuIbiHgcvOvOnLthMHLcK",16975.4,9365.66,1609,142,11,0, 177
"[91]KcncImjcRsdCbrNbJvFjzlIveMOiuCfozNcQbAIsNdfameBeLJhgnHxdihcxipbEQGgijeKbvhMNMHxvmJHHpHksHlb",4.16996e+07,332176,1981,241,5,2, 178
"[71]weDGRHQNEDGfHcdkxKnFcguCweEzIjnoEeGHvPQgHLaxMcJKcRKcRIGyckiEcIIqGPsOqEd",2.47806e+07,648584,1986,235,6,0, 179
"[91]AchghakeHpfdocrmcQaacfccbcbokIKcqafcbcjbIocQLQGLoofIALuvoelbnAdHDceHjHvwhutkxocJQdyuPocMxPp",1.17821e+07,3307.86,506,323,104,3, 18
"[89]AMKLLLBPibuKsfDmoINQfpeoGjsnHjImjLtKcHnQpHqffenjpgGHzCcaMaIkRcIIReiQzzbQAxFQseDQQyuBGigby",24618.6,15760.1,2046,171,35,1, 180
"[108]cMiQDccILfPkORcdJaibkmbfxbbyIEcKBxccKcrCbnocvccHcHcycMePIfncczPIHhCcNRdfiqQpGRgMxiAohQvAlofiMnEQjnmFFFgxrEBn",698641,18286.5,632,240,59,3, 181
"[77]HByaGwQoQcjeLkLbbunIebifxrFFgvHKcncKqsqwRFypANLRveOcRcHDfcIQhoekHoCQGFpubnsRk",308374,308375,1554,198,28,0, 182
"[89]FqmwcqpwaHJnNtCLkCuBoxNpOKyhLPxDjQvxdzcKHrOHzoIMIwcqiJPtsmzcmINEbHNIuwdoGkcQraICFCfuuqPPz",246724,101100,1490,193,26,1, 183
"[100]oyyKyAjnmvmfsbEzOmIseKcPdyHLmcwlHOGpccyQNcIncHkfgLcQfQQFgPlqGqJcfdokwiCRKczBJzHRJwcfdIdRKwIsQtzGnndP",246724,38459.2,1208,173,6,0, 184
"[76]woHthjQbEMskQbkidmcMqPMkNcIfwcRmzGHNCBfLkhuAuEjaNKcIHlodtfIrQBDevniHHcHytaHo",3.09049e+06,75092.4,1127,246,45,0, 185
"[85]vPIasialBQkecnvmcJdoHhocEPQngfNGebbePzyFvBcHKcmcDfIBcfqccRAzifbrosHiczOEocJbqoeniBNBK",1.09619e+08,87131.2,1023,269,20,1, 186
"[104]jMcnofgAmujlxOQKcKocImNcDeefaIcOIHRaLKQrlzEOGJRyxPaLBKMAqBoBzueGnoirQHItpjzFNzNosGgzejRDtAhFRhqwedhFCxnr",2.48348e+08,1.26915e+07,1619,295,35,3, 187
"[90]EKuwPDePHQLjiANzferxvABLEmvInAePyKHAigcLqpyDCoHfMDbImEfegmmjwLQKBHHshENQyFescsKvzMINtwwkws",51778.5,1355.97,2012,165,19,2, 188
"[82]pQFmcbtPcInawvtLDIwyldnNLukGvAmjegvBbERdKiaHDwnLbemvwKyPPBhjQDMctpOLtvDtbBztzhsJdg",1693.83,1460.17,2736,103,3,2, 189
"[77]rCcAIKcHrqweuxLnwAHAerFatPpPdyhyllfiwAbdKyLAFkpKafEdJFiuuDkcexEQwrjKymsLMjoEN",3837.47,1694.47,1687,131,20,1, 19
"[79]PhKwOfavCbBEPjlahGpCnOfKcryocKIytnxMnmhfmQdOpaoMAOHouLjcHQyCfMcIKcRsPssIFyOAeHk",810646,136115,1545,192,9,2, 190
"[96]bFvjynIvFolcwjDhzkwjKLzOvLlzHdORPyoFHoihCdwFzriunGIKHOesKcpGRcaHoKCmcfqzKNCCpfceRDhdvkgvrRdRvdtM",332175,80888.6,1111,259,88,1, 191
"[73]irgyDuvJgMydRLopjFlRlIOideHtyIoGKcrrnNcpeIIHHKoQHqdArnrDtFJHMKnspEjbfMtDy",2.47265e+06,1.36412e+06,2253,223,25,2, 192
"[72]DfFomIQgvMezHPfPHmiIoNcxNwdKRiHlMGHoMOgCrndxHlLKcFdQcIqJKhnalwbzHtcmGtMx",1.98265e+07,170126,1672,256,30,1, 193
"[55]APpOrxIMMxzuimNOHmMsHzAIHJybIKcRIyIyddnxuBBNPRRJPHpxOBQ",385429,9365.55,1609,208,35,1, 194
"[91]NpGbPumplIPnKEDJoouRRpPqBALOIEcHNnfBctunchcyIDcuAvIlhoLLexwHOlfexdpcvsHoeHiJHbhPsKcNcHhiOQt",4.16996e+07,183257,1024,372,136,3, 195
"[96]LRGEkHdxxvfhAuIazgcLhjNdMefwkEAQccfNAKcNcHOfmtMqsHcOwDbnIFmcHbQiBbanaBewsxcPxccqIjcqBgIgtmclwROh",5994.84,1084.8,1381,149,32,1, 196
"[62]fwvrpRpukcyulcIoHNxzaPhKcofbJiqcxhimFwyuHKcoccbRjvxluLxykzppmo",385429,415177,1932,191,18,0, 197
"[84]KOupvxmHMkmIoIospoEvMyDrysFyLyatciabizPFjLLjewcRlyumKccCcHHcioQPchNccbNHNcRcifcPGQto",3.33631e+07,13582.2,880,727,494,0, 198
"[53]mrIpabkPqIOcxKcjMGHhNqleIPmvLHOdMLuHOPjjcHzOcJHoalgOH",332175,51779.5,2106,215,44,1, 199
"[96]cCIJFwniDMIqoBbzCAsrMefjRBzvfqyvqFpggbNdicddmHlDrgqiPrHDwCBBuEHbOoeFJpoNfLHnEyylpPPdQdHNJJbexyKx",212635,26519,1970,202,37,1, 2
"[97]BwfOIerAKjDblMkEkbrycnNKpcvgcwicIleejfmHpaCOcJQFcKclcNcpccpcjNcHqthcfDGazHpBhGdlexvjcxIwdAMBsDdOM",1.36412e+06,24619.1,456,358,168,1, 20
"[78]ePpeNOmgdHkckctHoAieLbpFkfNENIBcPxhgfnKrwhOHmrvxdLgebEPloIMHaMAHodHHEaIMegNECR",101099,444.907,1870,231,76,3, 200
"[68]cmprtoGtQuPrmczdLHHkMcIgjicBnIaOQQButnKnfMyaAKcOILhcOehPHpAghcHHsKtP",357813,4453.69,1026,251,79,1, 21
"[97]BwIvloHEeQjKckiccchdsubdFRtFMbycxIjNyuGgxLKvodcQcjIEwcEqblyMcnNsgwtndIeHeAPQFJHOAJvafKcAoQccBcfGO",385429,6956.6,488,183,10,2, 22
"[74]cumcmcoPGuwHmbcIzMyjKcLadjcRuLaispuwyHRAbMHyRsEEnMNmcQIjHhvcPbsAemhgfkssfA",385429,2281.06,1343,327,154,1, 23
"[95]INLlexiIeggLscCcOKheQiopfpbbsfsOHEHFfJPMdaeOzkHBbHKcfAqcHEczoHmbFCdipsDBwPrcyoeGrnpqxBvCcyFQfsI",7.04778e+09,2.31058e+09,1188,347,42,0, 24
"[99]zhmsGtmNEIHrDsAHutdHOjfzKcoRKqAKmbnPIanroPgximhriKIzdiOFQbAkFHqpccdefhukAkKyitmMPrFqdoQFDRHnfDrJyjj",93855.4,5995.4,1535,178,24,0, 25
"[77]wscEQydJjcmkcroGJtxdgycnzKcncbAPbALxbimyHPqgHJMchHayHpqHFNlczMvPxFopecacdIdxB",752563,26519.3,1169,289,107,3, 26
"[88]cHPpNlQfOgdoavIHscHebBNImPIqHqrpMEILbPDwNznwuGzNLckwhsKuNjukbfCnukaoahaJhqRECfwjKAPobrcK",1.17821e+07,9365.47,796,228,9,1, 27
"[80]BlFNpKczBQcMnEKIoDQmPORIlxpnfdNHObGHKNHIIQPHHJqkjKrbkfPCckfmNMhsyagfkBrzbQbcyeEd",1.47584e+08,265768,1518,267,14,1, 28
"[101]IDabHHIPcafERnewoJLaktmMytacOcHLawuggmtptaQbfodaiccHmcpMnuPvDycQfoMICcMtzcOeypesMOMbAvpftpuxHdKcocxOy",698641,14630.5,1902,204,23,1, 29
"[80]xtxNINLdjdcEbHQIILkHslMlKAfHvotsbQKcNcOcOFoyOncHyOILaAhqxLznhOtczHHoQeQmMhuaLhwb",170125,8694.71,1736,206,44,1, 3
"[77]qvxceBGxhteQDKzAFPnpKFwhIOxNHPwQKgGBcQHDIORRzDehgbRbmEpaGEdFnQECBIlccEIDRrzCk",183256,41428,2306,187,24,1, 30
"[85]umOolHfNyaOuIcKsofzvaOEyvDqgtaNhfwDozNbFOGHDCRfOgseHPcHpRIIsMmAQPbftEBteHgcKRcPNHrMwQ",3.86273e+06,136115,1097,222,18,1, 31
"[98]aBHofyocfKdrcevkIxuOAaPaMnzjHuejmLInaKcQcBcHkdupLsHFtPcxCcwpxxHfLFqRbEdqGRoppxImOMmwRowqtfvJwapgsH",481738,21217.7,475,199,23,2, 32
"[74]GKcMqPcuHNoQcIkecmcLcIKnfhPCPOixgcNawQHMHbKooiILmphHImhfuHQGcyeosAeKHJiHzP",698641,157936,1494,209,28,0, 33
"[100]mRDLwbNyimtwhxggFKcaQALucQEPkcOHbgawaIQptOegpyoPaAtMjQIgyLzhKHQacOlncHsoewwHOssNLHxHIOuFHCkCbOvqJOAa",3.33631e+07,1.17564e+06,1379,494,261,0, 34
"[96]NdEKceRhcARHAhLNuBNkPMcymHpeikAOefPPdsOcsrfoPesxccNcIKQAmaKiccDmzBtAmzGKihhBcwIEcEclwecfNuKzbpKM",64716.6,1694.66,465,177,28,1, 35
"[95]wcdPwQcRMjvlAcgcoccGKcmcfPqRbccbcjNcHAcIciBMDcHDcccccQdcccpBcCcNcCMfiMHcHoKPlrdHOcichPcNOAqsxyG",6.50002e+06,1.4694e+06,354,471,260,2, 36
"[70]xIgcopifgKociHyPFoqcPvPdCaktgvMnFQbAKEwNleOOFpQajtkbwLbNoakHoagKoKcfbw",2117.07,1460.35,1709,115,12,1, 37
"[85]cApaoLEcKehAPfGnulnyInfwnIzIcOdAnraQhEoPGjddapNntHmzcKcRrQCAFeMEOEfjnNFAhOqENKeRuamtI",212635,93856,1021,198,33,1, 38
"[99]RMwImcbwavEtlIxbcLtoIeJpLmeAOkDKgshnifkMwDHpwdKNlrdMhFrIxFlwgcFuDoRrOdCeLDajdLcxHNbGzPcJhchQzmKfKck",6955.92,1168.96,1595,132,13,1, 39
