genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[97]HcnccccuPDcOHMbdsOPfKcucfraQchvicscdccnccBonsdcPLeccOchcssjjxyccnoOccPwHsLAaHLnJckcoHxhcesrzcncer",2.97804e+12,25268.3,202,800,290,3, 18
"[77]nJKmHPKvfCieELxryDoCLRgIzKoJDzBtjrPRglPexyzwealLAIiFmqMzkfQtuJggyMlHfHlHQcHom",3.65977e+13,2.97405e+11,6426,305,0,1, 180
"[104]cccJGfLccczypcccCcPHccccccyyhAcpccxcrvwbbcgLftcjcamNcccQccuzccccExHcccJQyncHcHcKccLccRHNcshdafbHaPPDcmbc",2.53355e+06,6.30253e+06,127,144,0,1, 181
"[101]cxkcAcsetdEtIocEcRcvcEkcuMcnAOtKcKcocpfctcczbccLkccscfLcIcwHHxAcnectpcMtcicingcLuccHsaxnHQekQOlccJOcG",3.29472e+11,51744.3,186,259,0,2, 182
"[93]eLBQGPFkGFzjxinrdgJjvGmQcAtBnBrEKMaMNHldHKubbPMJbuAHkeiodQEzxkJwHjHdHDkGHHlwklmPgQhxBbuxoImzg",1.16894e+19,5.35181e+12,1074,518,136,0, 183
"[97]cczbcHcxtfcogrKccckcDbcjcbxcaccuyoHocHzgPcccqfQcclcccccidccycHcHLbpRtFexxrccyJcHoFcRDJccLbHccQNNG",6.09763e+08,6.3674e+06,195,188,12,0, 184
"[97]cAKcvuHJcMrtccebcccccecHcocHMctbsbccMwCcOcGvCcnccyhFLpMQycHccpccRvccjOcQcycpGRcFpskpccgstcLcMKciz",2.71685e+09,5.66766e+07,142,189,0,0, 185
"[98]AcHcQiuNlpLJcmKcmcscpcffiiLcochsDccJxcKjlpuzcpIqcctdccOcJHBocBHQHcHcAjvmcHAcxzcMnLcmHuNctchfHHcOcG",5.37263e+11,1.10688e+07,287,235,0,0, 186
"[80]kHNfpDgbupcuHnJxtcMJCIJemLgfKPlwkHsvlqfHLAQRBoGdBKsRRAwHsrcHHdifHHvdxBnKOFRicoHA",1.01896e+14,2.42186e+09,1174,467,152,2, 187
"[100]EdaKccAvykhLvaHcQciuayBNcmcaKxccccgcHHacvccccHlQcccbfccccIcJcqcIuxntDLKcbFaQQHjFccdscsticccgbhiiccFn",1.20582e+11,6.3674e+06,301,334,112,0, 188
"[97]vpccacoJpzHpccdcaeAcPrvcjcJpckdLbFidgcjccKaHFbNuHHBiccHDcHGsxcDcrOcvocaHcNQszHxHNctcbDctfkcccHllA",1.24385e+10,1.00808e+06,330,229,2,1, 189
"[89]wccRclcOvPBCbzJjGvqOcaMPLrEkefgDaBmRGQGdlvRNccxKstLzchcchwprcMNskOGJoHimknAHlEcnbafAFHHAH",2.17574e+07,2.06437e+06,512,147,0,0, 19
"[99]RpHGmsrccLpcxLcwKiKnAcKpccyecpcafncHOzcchcsfwMqQccGcccoHrccccIHcOccycccLcicMmcccHctcHcnccCIcecojzqK",1.12279e+10,216991,160,230,4,2, 190
"[102]cPcacbcNNzJHRcyAlpxtykgNeePqzcffHfbjcgDxhfelvHxmlrmzNHykdcMclHcPOxcccQccREHxcbcpcccqAccpQOOHcCccJcKcRG",4.30257e+09,1.60028e+07,282,193,0,0, 191
"[81]HMAHEaNepsECcHcicccJnecpcRrBDyHtjfiDiLLcjnjQmurEclhQuMQocxhyLKcGtocHfJHxfHbgHHcAG",1.7089e+10,2.16172e+06,429,205,0,0, 192
"[79]KcoxnHNrxauJmfFuGBLQcCFLveHJKcqcHCxppNwaqhaQOyQehnDDElcswzGkorsyoNcweOoPHHkHCIs",1.13062e+19,4.26164e+12,2407,1114,335,3, 193
"[100]KHcQccNhFxvcoJeMccccycwcbmwccncccbceOccBccuccHcccHLDbBccJFtyPxcrbcHcacgcfcccccqcnQcckcsuBPcmadcccLcG",2.54718e+10,1.06246e+07,131,234,0,2, 194
"[99]zQCEpcjjKhpbcrjhpFzNfEdccccceicfvoccfcstczssccBccHnKccNccJcnHcHHlcOMekcaKccHczccBcHyHzAqOcHdemcCrPG",2.0078e+12,4.02187e+07,171,1029,526,3, 195
"[105]hcNHFxsEltdAatcapzhtFtLrxeeHHDcdyyzjcedJlrKccHRuRvMbIQEceczbaaocFLdLgmOtmwcKAJbeJHPyPaHMpaoFLILvcINsObHba",4.62482e+20,1.22469e+07,431,559,145,0, 196
"[43]IDmzEHHOHHBcDtytHKqrrvAFkevneuwjgHJzBuJJHHH",1.27767e+30,7.53489e+17,7891,745,68,2, 197
"[102]HwHcqccuhHNbuHhcdwcqplLdGocPBwJJvafHAgoHvuMuHwciiccchvcOHxfHMzcNLcgHBcJHrDoeHFazcfwiHdNJfgbncBcccIjHcH",5.39353e+10,2.29311e+08,323,216,1,0, 198
"[97]LcyFcfJccDcxglcdxcccgxcHncEchQccqwcRGHcscvczgHNtQzcfNcscMEucMcMecvHmcMDcgcoqMBQcccccjucaccmcJcFzs",4.94919e+09,604150,172,220,2,1, 199
"[103]rHccccNplcPcOFctBFrNeRHmHccoccccDdnccGAKccNccicDccgccccsccgcEacPcvLccHcLfEczgcPhzPcccNlcJbccDcxucccccco",3.86531e+07,700853,107,152,0,0, 2
"[99]KccnnHRctHopFAcNBcMhEcHcoscHcLctJqccOrbElhKrzanOGHpEFFrcHOBycAcvcfdeBccNdfcJccoPEiPAHBccHqcccbeHcPm",1.32767e+09,2.3753e+14,313,373,0,3, 20
"[104]xctDNIqaccccsccccccccccuCcciHDcQcccRcceacccDcIcccHwazccDcjcrnccKcucKcHnrocctcycicFcccDxdbcaaBcforzccccpC",7.14922e+16,1.37796e+10,141,452,73,1, 200
"[96]aPcRccMqceHeIcDcccKcMAcNccNcHAzccQMeNfgIlfRCdcPscEHHAHwOHHzPMHPFzcfHgccHhcfBOGccicAQcuDclcsMiNuA",1.27425e+28,1.77282e+07,289,767,135,2, 21
"[89]sQeRlAnmCbxHHgcjNeHMpoqcFbchmacvcMMvcaEchaOcceguscecKcjpuvIxcIxcPmDdloBccHkcNGiodIBcaaLFH",4.75224e+13,1.30393e+07,409,283,9,0, 22
"[99]jPMbLcGHKPFsucQjcLHnadLvaccccJwrHkcHDccuHpcgwvHEcfqceboaccxcrEEBMcqmcOcxHcCecGakqvMDCpqreOIwoIdAjoy",4.94919e+09,877933,307,218,0,1, 23
"[104]aooPubclJcEKcohcgvvxyzPFMAivLncHFRHzRKiicHciHdqbAtccHqgbGcdOFeyAkFPssIqgkFRyFHiuayoFmFxzawIxmHBRrLrOEaDG",8.36975e+19,4.26164e+12,361,523,75,2, 24
"[95]qcQbQbhsGLKvMctcJPozcppawxzlHccuHfcqcccfbcecptkBHKccrpcRycckHLfQAcKBccPRcyBcccyJOdEcHcHJRckcxbc",2.38173e+21,195463,194,1072,198,3, 25
"[95]pvQRazucMLygNMthgRyHDyqiCteMpAbFPpxAtfnNpzwJuslAJPqDrcuMCOpJjHcnblLDaoaeKcHwHvcJcHbaPdHHOFHGHRH",3.77631e+13,1.05988e+09,1024,279,7,0, 26
"[98]ibyAsvORtjboALKsPJHHjHhHJHlHEEQpwhHJFAmltMfwOddyEEuHrQzrALhHcHDzIGBsIqiLzdKBJOJPpowBJflFoqEMrydzJH",2.67498e+13,3.46314e+10,1598,287,18,0, 27
"[97]ccQcycccBNczxQMcsbpkncecercclclpIcHNcIFcDcuFrkxfccKccpcccGMbccjplEctoucOHApccEfIkocNccOHMLcNchcRG",6.78741e+10,1.96397e+07,158,277,60,0, 28
"[89]cdIvOwuiNkFOfnacEHLoNGpcbnaQecaMcGgcIPmHdnftozcKcxNcxzQtcuoclsHajccRLMAHOtFAPENlccKctnNLF",1.91704e+10,195872,297,212,6,0, 29
