genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[102]AcjjIucwFcEjcojOcvngdCcpEccNLFtOecmcsddcvccwhczvccccccCcOccccHiccQHcmjcPNcMGHcDdcecKcPEHIlcHcRcpcOlOiG",2.8332e+13,52207,142,520,157,0, 114
"[103]nJOEHtccDcycgccxFcIncccccmccKccrIHcccbcncccHmcccccHzcdNcccqvscmPcARccqerrcccocccgcOcccccJHDCcscccFKccPG",4.9352e+09,21290.6,104,459,244,3, 115
"[99]HOfvBicccHcRNJiLsmvendKbqcoFcDjLNcupcCcwchcKrNuwGenccepneubcxcAfcyNjfbkevmMcKmcnLKHFnHLawxlcchydHJc",5.59219e+11,39975.3,383,384,67,0, 116
"[102]mcyLcIHpchcHDfIHynccIKcLHfHgcRcIqIMQFHrkzOzwrPRajzFnLclPcKcyqacqrCbRiOcvcIOovnALfcjkuEyHoBbRJHENmfuhPG",2.47295e+24,6.48222e+21,480,711,59,2, 117
"[97]cBHFcxuMpManHKcxFdgcPeCsfBHMuBxjgKcfwcvczmxFczJRydceJLihvnrOjpnKcaHJvQIlfcdaFReCcFpKRKeGMFbzeCvJG",2.40155e+17,1.30218e+06,487,645,176,0, 118
"[99]ngccHcccLccBmcwcczcOHHcccccHcciccccFiccccKcccDccHccfccEcbcKLcQHccccccceccrcOcccctccnccAwJNczchccccO",13044.3,760.675,66,127,17,2, 119
"[104]cJPwMcccgKcOgljccHanccDLrcQccHvcccccgwccebscHcwczjcnrJocchPccbcccccNcJcHCccxcpcbCgFccvdadecdcccccbgcHRcx",3.33096e+22,4.61821e+07,186,649,47,2, 12
"[102]pdbcdecxLvfOfOOHylBccINhCjxMrqQfccccIPcccgcMucMGePcJeovPbvtIflcOHcxtcHkkADccDLvAPccFRCrcoclcLNNcHJdcch",1.4354e+15,1.28367e+07,366,555,146,0, 120
"[89]olKiDcOjfnvDsQcslQmOhAsjamObcEuntcnIOncpcQderQzkcyHfhjKkcccRLhcicyocGpeHgDMOHdfEBlpBDvPaH",1.70023e+14,3.13716e+06,561,386,18,1, 121
"[76]sMGQfoHnHHkHfEgQAiHEDauaMQCbdfdgCidzoKBNLHJpegztKHAPHHDBsRimdrpaKQqbzgkiQpiJ",1.44276e+12,2.43189e+07,1066,348,23,2, 122
"[98]cqaccQIPPplcFcdDyMaQlcQucmIlwhCccycMciccccdDckaknfecJchhcNPHcvOlmcictucHwcvacnblcPrchccRoNhnRCrplG",4.30024e+06,1.40769e+06,427,226,47,0, 123
"[106]icHHcDcePnnbQJbrDaOnQCpKyzwNJcspccvBcHfEKnHuDIHcicuNpgcCCocrtiFDHDuycLfycLpDgczNOqQQAHAPMcHNwFJczKcqeccOct",1.31757e+13,6.39581e+06,287,422,131,3, 124
"[92]KcyqcQQDCeMcBHEHjaPELAwHCcHcJaAHDnLaQBfzkkiQtrcJPRHMnvodErmAJGHHmFfDRBRzrKKBnLekjClrbcBeHGtc",6.60619e+08,1.17771e+07,1537,250,12,0, 125
"[96]RLQmxrdrAaBsJKcHHHcImvaHBHpznEcNEFtcBczpcEtcEjcHMGNwzQJHDfDmDgFExjOekcofGFMcDHJJChcgcccOuPBGQcpR",1.10527e+11,1.15897e+10,324,307,9,0, 126
"[107]cumJpcdcscnjczoGHkccchcgcPJHoOjceKrPtcyccJvcgnFHtcJrxHnnHucKHNcnscsecCccLHLccHslcssDcKcwyNcIHcMlMcLcAcctHcs",9.34364e+12,3.51759e+16,219,605,255,0, 127
"[66]AwghgEtDtQwgJxHPuHhcLPJfRQJQyOAPtixiHQbonHHQocHhfkJAtcMivheHhonwli",4.31179e+08,3.17653e+07,3893,253,20,0, 128
"[96]hqccrucLyBHmoEcMaxbDdcreJHcvcJOrccoccbJHscccLwbcdeEsOxHucNoscKccRcchnHccNGccPaccczcmRcOcijzcrAjv",1.83684e+08,1825.24,147,280,57,0, 129
"[99]PAGtgvpzxcswDcvbhHMicHLdQPHkiAPhQPKKoBHPNpcvJrgqcCwfjlIycnpjKKtECaGKknBEDGRrQdEcudFRiHfgcqidrOFxpdG",3.08144e+12,244039,404,342,5,0, 13
"[101]adccvKAIFfHBacNKcxtcbbcxcccccRccjbIHLcncJlbrccvcdgtHscLsjucwcOcjIxccnCckccmccHHmJLqcOctQccqbrdcjcMHAM",2.37273e+08,20067.8,162,316,90,0, 130
"[95]xElKDEycsJpfcQJgvAfbxcvHEsdkzvdJeNHciNftftcKHzKcHQJJjaHBBcoNFNvezdOcGHpctCvfncbjIwGPkJoKQknxuGI",6.86573e+08,3.05674e+06,410,208,12,3, 131
"[100]brBHpcckCcJpAQAfJuaiePcGHKoJBihcNHQcnHdFHAyOccpzHdmRcOzjxmmjzahQMlbELPkeOxkNkcMnlcuexuzdcutwscDixdNF",6.4362e+17,6.30557e+12,437,504,109,3, 132
"[88]ncHlBCcspRuLmfgoKwefwOGfccvaoMPctucoclEcDcLOekiHcRNcHHzgwpgplcvaRKmwJblsccjFhKlMMaKcgfvn",7.95216e+15,394323,344,529,104,2, 133
"[94]ApmLpckncNvjatcQctIQeaoICLArepwLcPzJxqkhrPoJHkxLqpHIifeRyyhrcspdRHyPgwvHMviarIybKcMwzcHjOcxxMv",8.2381e+26,2.55184e+18,495,680,83,3, 134
"[103]cccccccKpcctccHRcckceIcHycccccccccJcEccOcQnFccccNcHcxccschcwccnacIchlcrccccchccQINFAhccmAcccccDcccckHNG",1.22255e+17,51764.8,73,483,104,3, 135
"[96]LoccHccicccpcffrccecLcwzDcccLruqcfccbHzgsccceDcIcnccPMccdQxaCccocJbcycHHpczKcIBHscHcQcFcxbhzcpcG",5.08318e+09,15593.1,149,394,143,1, 136
"[105]MJzcHdOEDwLylBcFRftfHHdrzblbgnlQckQjHwJPFroxNGlaHzhsaejfjymcEtneOypAFKmPJcHwrkerJpsxcqRhjdfjCGfPMtfywDClL",7.28204e+17,2.00647e+13,1084,607,125,0, 137
"[78]xNpinHicgDCICtJCuHbJDncPhQHPOyJiceDIfKPBlqnJFicOGrcOcmxHlwecKcHsbOlQcMOHtcHRcH",2.08659e+09,1.60507e+08,687,312,71,1, 138
"[100]ceHcpavOcrJcccHicdcsMGFHclcjvmcycspccdvOxcfccLcBbwxOcJzcxHOHncCcawKcndfCddcqccAMrJjcxHecaHcHKicccpaB",1.98929e+11,985891,261,311,9,2, 139
"[97]BccPcccccccMkBzIccQfcccdcnBckocqjclcsicFxbcOKccMMzseQGgcmcMcxzLLcIHuIdAfvHcHqcccHQcGgcopcabQzQccR",3.67946e+17,3.94852e+06,258,627,153,0, 14
"[101]cccapskLscctcLcexPnPccscwBLcLRtHchcKHcHyKmreAJtfMcbcKlJyMdcyHcchzocHcHycRHccclqmDcCcCcPccccczcgoubcAG",2.82182e+10,27992.7,170,282,0,0, 140
"[94]cHjQMHrBkczfglHHdDcvJgKcjawyMcpHujHHcJkcvmPKBwadfMulccOlscAMcBnbcBBocGynceFkvujwtcbccxMREkgnNi",2.24091e+29,3.41039e+24,321,951,192,1, 141
"[100]ickJzsNlQcgcaHxHucohcqnBJHCjBOoRMgJpFbjrGRfnrcOaABbcicccFCDKMEMFGofwDQJxxFwozgyQKNLnAPJipJMyEcyKaHHF",1.10492e+08,316510,2628,208,0,1, 142
"[88]McHicDxtwaHxcccgxcHxfQcccfcJkccHAlcaschohmcvscJwcfccaxbcffHQbigcvccMHBJpccfQkcccNcAoMpHG",1.10492e+08,66698,427,210,2,1, 143
"[97]cuccOOcrHvrcwcRccCdEcaucPccOstcucccucjcchFcclcPccizeHcKcBaMNcaIdgoIBcrcRhccvwccHicHuqccgccLacoccG",429447,79633.2,137,239,87,0, 144
"[104]HwtLkDmiIcdPLcOfKsmdeAKyQiszQcfyfcoMLpQdGIIlcnEmvdupfLdHjMwrbbwHBeHQcfcdwdHNcIEOccbKcjcchcQlgICvlvOffnro",2.59817e+10,1.00944e+07,432,246,15,3, 145
"[99]qcccfcwccJcceHcscccccKhccocJxwcccMHrFhPkccocfdKccmcccbfcccHcfccHbcclccccccHHcnlCjcJcryHPjBccccPAcRJ",1.14704e+11,2164.7,99,336,50,1, 146
"[98]DepmDcHHlHyEDrfJcKEAhQRPHgbEDobihfPBtFRNonMRCLfHzovGhEdFPFEclxgwoFKJzHqrfmpbyfxCLBEwnfQJewEsveMwlL",2.81958e+26,2.47721e+07,1198,809,125,1, 147
"[90]ysbbOMuPMEMcyDwQcfCczFnvkcfHaxlHOchHlMgJiccKcHeOaDcdAJavFfmHRcQQMccLuPfbuHElOupFzfvbJAdgMG",4.32918e+11,112394,296,319,5,0, 148
"[99]iocHQxJjHHxycQfoiCbasbKHiKHglaHfhKHAeHHsznioPOGkHQulCcplaiMqOPLxAHHhDcLHaJBaeowKczPioQCwvkpdpylaHJw",2.87407e+12,9.28117e+07,649,341,8,2, 149
"[103]bcacEzsdcBcixccctcMtHcEffEcuzHizccccNJtwFKfccdjchcarcccKMGwccEQHccHtcfcaEcNrukccAJctccctcPkbcxcuNEccHeP",2.15092e+09,57069,143,235,28,3, 15
"[98]eccgdloccvHNJJqccbccHpfniQpcRNsbcicbNgicccyPzDcHczrccObgEcNcuJBLoObDcciKHKcNqHFniBHccQclgEHudacccf",1.54753e+15,158634,204,480,74,2, 150
"[88]idgnmckcJpgkaJPemKHMPcbpPcHwJooHAdNccHBvDbMGPwEhoKkccPdChHHHNJKQDAyoddgFeNHKfqBMcDvhrBkf",4.2132e+23,9.03001e+10,622,730,206,3, 151
"[104]oalsOvfhjDnANuvufjdcFNAnPfecebgclyDsmfhxOPHhFOIgddMuFHQoccHevPbcdccjcAwcRoxAtpiHldgcCecNulapzHkDzzRGsmxa",2.29855e+11,1.74176e+09,1163,285,33,3, 152
"[101]HoicHJMNJKRxqRbLKRkIjOePgOGLffgDiCdgefRsrMydIJJtfFaGytujdruCajMtCrtxGgcrMGvtehcOgHHHHozHpdacadmcHrPHH",5.29138e+16,1.2931e+11,2502,535,88,2, 153
"[80]cLcHplOdGIKHxcFpcbricffwdcscPkMBgcDPAJMKstjrKHHPffKpcbswHHhmscKdDefvBloMNIHLINbB",6.80785e+14,2.46241e+08,919,372,43,3, 154
"[103]zDccczcKccccRJcDccmjccccJNiclccdccccJBccDcicrccMcKnMwccjQcccgcccDEcLcccofHcccsacchchcQcKcccwcmieccHHmMG",3.38483e+19,6126.32,102,907,385,2, 155
"[92]HvaOHkHajljLzHzOnMRPpztDfQdGgKvORMaHvnzOcLJMHBOKrHwtcKRyJmHEBllHhCbdbqxwRfuoBjErcHJQsEommelk",9.82467e+19,3.62556e+06,899,518,1,1, 156
"[98]RcfcocHcLQeGcpbzcxcjHcggcnccPEobcajHADOctKEjisjrFfccgjEmcRncPfmLccNhgeBQNcCcRmsKHcKccPObccJcOcuyHk",20067.1,6026.3,180,121,6,2, 157
"[102]KcCmalpirODBqExpEbjFPcbfsgrMCRmFlFjvHJvaRujMQFnKQwdkxAIHBIpQQMwdwcqbFgeexDzfwanKimdIqkelMNJhtoNcHncIHb",9.3186e+10,1.90288e+10,1397,445,149,0, 158
"[97]nccjmKcgfeRbjyzBjzHgceqGwqtcadxhqygyochIebcyPMmxLKLqltcnCkwczpONAjPcvfJuitJLHHLofmcDcczcngPQHgcbn",2.32571e+14,1.4239e+09,424,607,223,2, 159
"[93]ocwcvExcoccgkcoJcCcHmcyvrAHazusrcHEcwaQcgcnccctyNcHccgcccsxfccAfnsKccFcOwKcRecnHtcjByHBcJFife",1.99778e+07,869.409,218,231,34,0, 16
"[96]ccIHcLcncccccOFzclaccKKcccncacccOGzHcdyayMgeHcccHccqcycIpccbQkgcdcscCcmcIiBcckcxcKwcccccOLcycacH",4.19396e+15,153036,101,404,0,1, 160
"[108]gahBcchcHEaArwcqzxcytzEkjrcAncHfLwmwAwcwPdcctehvPfcEworPKegobcBtczHzasMBRHburdcFNucEFdkKcOOiccJhcxKDAhHltjwK",1.00944e+07,494.803,293,259,70,0, 161
"[91]oIcNHDfofcbPObpmcRccRjccpPcucdNIFccOovDcxKccAcOPxAPHOcGcccsccrrxxcHgfuccdcaccHwdcgcctccDcuA",3.31964e+08,257168,172,198,9,3, 162
"[51]njcdohLQkcmKnhabolembgcvcofoHHHJRcHMHdPeaPKoPtHKqzG",9.16181e+10,1.83931e+09,1693,313,20,2, 163
"[98]NzapAfclcQQMvfHHJMbONcPBFeKNLhniMuhblcNanPRtEbKcrencHwpNcHnuoaEeelpnKcMrlclNJKQQMwyHHiHMQLHtctacnc",1.21345e+17,2.01276e+07,400,497,36,0, 164
"[103]mcOJeFpedQaAcvLHlDKPlgMsgzdzJmwdlcxFfNnChEzCdcMunhaLhNlaMqfBQKLAcwfHuxrboEOcAHMMNotHjpriHszoJvFaNrdEkKh",1.90627e+21,216991,581,514,42,3, 165
"[95]zcIcKcccqccocIkvhcyHuKqccccagcLcMesbwccccccAscccKcOIcxucHcPJPcbccccccbprrcjcccKccckicHicccHEOcG",1.23406e+09,14218.3,133,277,34,2, 166
"[92]IFccBxxLHaIstHxchbmdnHcOHMlcOQcufxQOsviazbKdpfccqPjcLdpGQacmFiccbAHwkcccOAudfccpbAatvcdHOQQF",7.33699e+10,1.70319e+07,585,266,25,3, 167
"[98]cOwccccPcGhcwdHcCccNLcbcRmxcBrkutjIybltbHNcQcsdcccpLncdAEicDcsaarhIywLucdcciccHHFEczccRcHxcnccoLcm",5.47507e+09,57069,255,237,21,3, 168
"[96]clecEcwjyICcBtkcxpQcFtcycucccMsoMcpcGiccOciccnxmzzczccccmNNDcKcccncHHcQpIiccHcRfcOFcFcFczHcyEDcO",3.35143e+11,237199,162,335,24,0, 169
"[73]cCcnHjcwJjfstoHuxeptosccidOljecwcHcHKcRPdbaFIbscdcILcoauacccfIyfnvHpmMcGE",6.78371e+25,1.21671e+19,721,672,4,1, 17
"[91]cvQyNnuMnjbDjHFeJbFheIFpbLHOAxHrMfmdeslbhJQcdBrFczcHplPQLgchucMIMgAycrHNHLgjycbDlxoOKfFopcG",2.45833e+09,9.37438e+08,1342,281,30,2, 170
"[97]MohHNobdlEexpOBhsPlltyHPHMGofnPfiCcJOAKbclcMRhcHHCLJMimNvzldgiigzJqBHvsPufcjikMnxAicgohOiglslhBjq",3.38955e+08,2.8699e+06,837,254,26,2, 171
"[94]OrehqccJcHynhlOGegHcedkcHwcqCluocicicfHHAEQpczcnodrtcFKcccLbzcJvxcwcEQJjgcgPcNHhHHckrfopccCveH",467701,686142,259,166,13,0, 172
"[102]tzcQKcCceeOcxkCcbcOcRgcKcKycqccONDcPdbOwcKlchhcBiIRccctcHfcKhcDcFcsccccBcNAcIHcjQHKOcHcyKcMclcHxatbrzb",1.60507e+08,15404.3,203,360,178,3, 173
"[101]IgccDccFcccHtcccMJcctccccvcvsLFwccLcwccKcccbpLcccamcctpccccccccoCccavcmncIcHcccccNscciKccaccjccccHccs",1.28777e+06,78.2428,74,169,11,1, 174
"[88]wdmqeKoRcbnaqlsHQngMGfdafBMcJwclCjmQoxLfjGKDIHcHfHKpffiNHcKchLJrKeBtOBnacHehmhHJycLeuHHv",1.38191e+16,1.81429e+07,508,558,200,3, 175
"[92]lcdccoilcuJceHqccDcHHucHsccNctesFccncJcpcxHoJHOncvgcNsEdvRchKecdFccccMGczHrccKcfQtcPxrtfcLcH",3.99648e+15,1.00595e+15,227,500,79,0, 176
"[98]ccccHcpcfPceisHcOcAJcccxctcccccceccccBMcobKcccctccHccLccQGPcccAccccycwcdccwcocHPccccxcccccccccccPG",360.616,105.404,66,69,0,0, 177
"[98]NLcQngbbcOOchFKciFccgdhcnHbeFhcHOcHHCdlEEcnluucvsOcciCcicPblFFrscnzcBccMvsCcFtnccHdcExEcJKMtBniPcG",10511.5,216.799,197,114,10,1, 178
"[95]vKHswwfHoCHkfwvJmrwHtEdfHhccLLsHHHMHcHCclLxRQctHieHRzoQAFEJtuwHsluOfkawzwvsbEOHbJsofAKcescjLtFQ",7.23336e+12,316008,565,407,60,0, 179
"[81]KBJQHOrHopRLbCcHoziyOaLHkiDcKEcMeKscOggmcRCaGjILfmawMCAAKcMiCnExPJrctBcHHxDtxOGyn",8.0218e+08,2.40155e+08,1535,272,34,2, 18
"[101]hDMcwGGaazCcwBccKDfccEEcLwwcIcicHnQyyKcPacHcQcgcRcJocsuzQpcaGpccwccisMHibcubcvcsHHLcOsHgfIgcvzicrPccJ",2.55628e+11,3.1977e+10,164,346,51,1, 180
"[97]NcFcIccccBcwHaKnwCcltcecBfBcbILoafgcvoxdciczCccAhccOyMvbcqcchecaKctcycxbjcxnccuvHmcKcbRAoccGcCdIx",3.62095e+20,1.05555e+06,200,589,133,3, 181
"[67]HuycJncHKcHHqPIfRuQrBFEpDDtlmOqdOGPozABFnoOlbnmnHoKzotsGNwLBHzzIsfk",3.68935e+19,1.83298e+12,1286,584,61,2, 182
"[83]HwbecnfEpKldBdPpQpHHJMfdfHhoeNHOdGPHDciwbcMIlcHlxaHHwdHHJxbRJmnBcPsPKMDfOdKmKkahHfP",4.63297e+14,7.9887e+11,1337,634,242,2, 183
"[93]bytcLJcChjptLiydHqxpOgzacHcrcsccHHKcMLcRngcvJQhgdfOtLdJcGxPPxacQyRmqoomncJHbowzIcGegchcgcOPCm",1.83931e+09,2.7872e+07,331,263,13,0, 184
"[96]cfcKcBccBccucvxbcBcJmcrAcpEcMczlcPhcvHcxMctHnHwcoHcbicHMcJEcnahcctcxJcBcoccHbPcNmcOocQcFfuwLcbrH",7.22366e+11,3286.4,202,372,52,0, 185
"[101]wcvgcHcQcRrcHbcRcJkcbHzycjlJcoRPccMFHOccsxccCccicjcccEQcFHFHjckwqccczKciHpdcCPxJcpcKzoccccFcncscccMcG",1.48932e+12,590063,163,327,57,3, 186
"[99]ccccscHcccDccLcffvJqccIccccwrcccKcccdceocJHcsccMcccccucccceccccfcccsccRchccccPcccNqRcccccOcRccLcIBG",4.15239e+13,10512.2,85,447,83,2, 187
"[95]BccPcxLsHcteNJcQfCccFesHQBccjcOQmJbDfccHzcvpbRrNciQccAcHrkMaRccciHRcfcMczncriKccMGcacffccclccyv",8.54154e+07,7147.55,176,294,82,2, 188
"[104]pQAsvwcqqcNszceccvlHiryclPLuHHfvNpIcNwykobccHKcAJMAwooLfoxcNcDHKpnJOcfePQihrQbvyczcmcFcHDcyilHAtyKxcxeoG",1.51745e+11,67030.1,309,392,144,3, 189
"[97]fmKccHoFiazccLpgRctuHErceDcchnHhCcuEQccctDOicLrccsdRclebxfczeirPcFGcQbrcxQcgPsfcdcnextcHJmbcHfclc",237198,903.448,234,229,90,1, 19
"[87]oruccenQcRtnaNckcjcbEitccuvcOgbAHIjJaccHIEOEcodwcOvCccnKcswbfcHPPjfHorvHHIcpctPHaoIFOcG",8.1396e+10,1.66223e+07,319,275,33,3, 190
"[105]xeJmHcMcncxmxCceKcufcccJhcschscKgbxccFHPQOcHscHPnPbdsfHswcHAccHHazNcJfHgaznkCefDdmGrNDcgBlmzacocacceqmcch",4.33499e+12,1.19775e+07,270,429,88,0, 191
"[98]jcoHkcefkppaidBHkPcdecFpkKNPeINaQLHPlmyLcICzldkzLdKfnKtwAgJBHlaBINDHiROQREPGcKlNoejiahbaDfazKobozn",8.86261e+11,1.02348e+09,745,298,33,3, 192
"[99]wpBxyQsAgcAHcqcIvcHPJeBcKDLDJgncbHMkPEQxMwRebtvqcybJmclcoOBvlytxjfgcKHKHrAcrKchQBukcdcfPROdCKOwdgMG",5.5772e+09,3.88482e+16,312,273,10,0, 193
"[105]fcycRbPidaRgclcLPfHnaaxQHbcvNruJDecdlKfNGxvnxvDQdHrtLciapvuzcpeeEgPcPHAocqmaaHBQdbHRPerBcBHPKocFKfycOQBcM",825066,122506,1781,153,0,1, 194
"[94]eHsKbeQyeMGPcmnccOfsrNzzmcccpdgJoccoFoJfiJmcjcHHzczcQxpsOIHrpjHcxcccHdowwvycvjtbxcHHocHxNHQJew",2.45833e+09,9.26873e+06,257,263,12,2, 195
"[99]mKysneQnpejdiMaAicccffmdczpGNcpHpsHHoyrJfPwcxHbtxHbHqccicccHFhcMJnhMcnFcDccRhpMhcKtyMokcdkvxfwiHLpH",6.24042e+12,2.3791e+10,1103,410,68,2, 196
"[103]ILcRicOcinaauHHRMoqwJkehOwyjpwwKpqhOmAGlnzpiKOIpzOhQBNJOkfctAHIbrwcRnIQtKlQRHMuwftLcNIucbbzcwcKcHHpFhcG",2.11104e+10,6.75221e+08,1902,251,22,3, 197
"[98]DeyxcsxHKcRJqhHycscOsvmuvccmckcbdvOcPsJocQnEGOJdrgPLxKvcJcbEcMpAOagGQodcAPcxcHlHkMvcEiJNccHcHzyckr",9.22916e+14,2.58408e+08,209,432,32,2, 198
"[98]fLcccHQJwuFrHHmncFlcmMGKcjocPcIclEKcPKcKcHKceoccczaIFicccQfccLcIMwevucgcDacFdcHPLuOccbcmcocHqcccIr",8.63715e+17,1.4468e+08,176,519,35,0, 199
"[91]HdmnEadABccMHarBbLONknuEuLKbgLIOzMLErcJBpacQQcetbHHHHarPBKJqMacKasAfrvQiwPMjDNfEMbasdBvixFG",4.32338e+10,1.42288e+14,641,360,73,0, 2
"[96]bxoICcMKdbccHtPGHxacccIPBmcifBcsapMsKcAucxacfdcLdHcHececcafvFHPcKPacbfCIROapOwtfvwxbyKcBfvnjfvHs",1.9549e+25,1.02222e+12,378,725,49,2, 20
"[105]ePGaLPuRccMcetjOccHKcezxcofFcKccccccccQuuwCcOHdFvkNijHcLJckvcfbLncHcxcCcuxcOPkRGaFeHOjcRfgcyecoLobfcetqpc",4.95795e+07,19898.2,181,500,301,1, 200
"[86]KcgrwHynlHwaHmMKoKocccHQRwncHrzgedEnMzxEwLtcJdDuKcOeCHBqgFLgltyRDMAlJldQirGLxlvktmdKOK",5.85094e+06,14144.2,529,263,88,1, 21
"[91]jOmhjHcombvDcwvcFlxccHoyceoNcPzccgcHiyHgcxsAsDyyHqccxCcBKEczEcmcFcuFrheOBKcMOctJlmsFKMcOrzc",6562.02,665.86,233,111,8,0, 22
"[100]cqccpcccccLccLcccccncccMcQxchacPccaQdcccKccccocJcceHccqpccgccFcAccRocbLjHcccdccyccccnHccccKccccycccG",51763.8,12561.2,55,134,8,2, 23
"[102]CPzIClIaHehcHwdcumegcelkcDcpcchjmQcKhiizgNcIFIMQcLQcvlPAkwvOxacgyjiELJeHyHCccgkKQHcKdmFJcbkPccBHcDFRcG",7.86712e+11,1169.52,208,407,86,0, 24
"[101]McaBJneAcDdlccMDcHpckhHyctcLsHaMIwvcPOcenOhccpwcHahyogsHphecHoJcibuHtBCbPmFpdGccKxdceKcgOcicopvgxjOcu",2.21952e+12,2765.27,309,635,305,2, 25
"[100]cRHaHAknLdOiFocdQkHKcMdxogrtwhccFrnQcyHQbCaoxnmpAQDQrosLcJPrzQcMtcLGsPtAHHHJPnuFeHJHHslubvnLhCcmkdBy",5.68386e+07,1.76993e+06,517,201,29,3, 26
"[75]gcwHpPPHswfDOHlHJpoqMqCHvxnccEconNFtgpQaKNuazAjFgJaaOLppskkuhHfHHijJiINMzpD",5.21156e+11,4.53558e+07,826,346,43,1, 27
"[101]PHKNcIRqkPGQltcQBJFfoFakAFAFJssvHgtHeeAMOcanoakfpQHNxAvnJBbHeMMFEdPGHcelhfvxJzKOJpJsOyumcFQhAqqncaijy",1.81753e+18,5.25276e+12,699,435,30,3, 28
"[90]LccQcyKAHOcxceMCRnmcwucyMdoxfjHuqecfcPLdcaNfHMrsccwcbkPvCFwjCbGAiwicBdccgPcCiHcbJHcGycMmPM",332456,5512.23,308,149,0,0, 29
"[98]HpccJdcNOHzccfccFckIocccMjccccMcDccaHcccNcODccqcccccacHrKwyccgOcGOplaccecAcccNccacxcJaccBAKccHfJml",122505,86.8011,101,142,6,2, 3
"[93]tlaClRcQJeOQwoDesdrdBHwfwcHdwwcHyatdPAiKcxnjkMciOJnfMeDbHHodAetlgHHpzocHiQIQzPqoJHJCcfpeavMeH",1.21009e+12,1.17806e+06,938,375,107,3, 30
