"seed","merit_mean","merit_median","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","task_quality_mean","task_quality_median","task_quality_max","task_quality_min","task_quality_sd","coverage_mean","coverage_median","coverage_max","coverage_min","coverage_sd","seed_order"
159,14332997980800,3.29472e+11,308.5,326,52.9330623609582,5.7,0,8.75075754296493,302.8,307,51.739440439279,0.303054916512059,0.294318181818182,0.348863636363636,0.24125,0.040665720145552,0.309532189239332,0.294318181818182,0.370454545454545,0.24125,0.0484975275342573,24
70,556073360000,4.04351e+11,345.31,301,110.775110704143,39.22,42,4.43033619354996,306.09,261,109.337222307036,0.295126948051948,0.296590909090909,0.31125,0.285227272727273,0.0102796857426272,0.336118506493506,0.339285714285714,0.342045454545455,0.319318181818182,0.0080942388782731,25
167,37243646549000,4.04351e+11,331.31,284,66.0663417721272,16.17,15,1.62713728909879,315.14,269,66.7588786513665,0.293548967996289,0.296590909090909,0.371173469387755,0.255625,0.0344816895923534,0.309698840445269,0.315909090909091,0.396683673469388,0.265,0.0395176225608438,26
91,11312710918960,6.09032e+11,294.28,294,15.9184030466487,18.14,31,14.2020200583358,276.14,265,18.9208986055209,0.291660714285714,0.301136363636364,0.348214285714286,0.195625,0.0523622026435676,0.311558441558442,0.336363636363636,0.348214285714286,0.2,0.0563325179665454,27
134,7135303607940,6.09032e+11,338.37,332,28.4280608987783,51.45,48,12.4050942614864,286.92,291,18.0116011997206,0.278506586270872,0.301136363636364,0.344387755102041,0.1925,0.0637075716371406,0.325995779220779,0.355681818181818,0.392857142857143,0.235,0.0667287295470127,28
153,1217028004223000,6.09032e+11,330.56,291,62.361980129375,16.34,14,6.64879422500536,314.22,267,65.0518953675378,0.316928327922078,0.301136363636364,0.401785714285714,0.266875,0.0487391783392176,0.334533198051948,0.330681818181818,0.419642857142857,0.274375,0.0511762675344943,29
51,584087594674.6,621848500000,299.87,305,14.4618306398099,40.24,38,19.7648397132101,259.63,262,8.85421203196934,0.25792224025974,0.301136363636364,0.309948979591837,0.16375,0.0665148187119974,0.302715909090909,0.346590909090909,0.401785714285714,0.175,0.0923267171031691,30
37,27147794084380000,6.747e+11,384.13,389,31.0443329137639,58.21,49,41.6202881277675,325.92,340,72.5455872002028,0.324990306122449,0.302272727272727,0.433673469387755,0.2675,0.0709331839882854,0.393115306122449,0.411363636363636,0.496173469387755,0.2675,0.0865368045478032,31
126,1045714266233063936,6.747e+11,378.48,352,32.187732150776,54.66,86,39.026336613817,323.82,266,71.2062561092135,0.322971219851577,0.302272727272727,0.478316326530612,0.260625,0.0797479027865756,0.385276600185529,0.4,0.511479591836735,0.263125,0.0849907297525373,32
162,31402972130000,9.54476e+11,345.07,314,93.4229283171617,7.92,8,2.8978570975077,337.15,304,95.6013793696186,0.324234589517625,0.306122448979592,0.360227272727273,0.304375,0.0224024672661021,0.332960609925789,0.316326530612245,0.369318181818182,0.306875,0.0243952408522847,33
50,3679361865800000,1.1258e+12,420.21,409,51.1852044199801,59.21,32,50.0664800464585,361,325,88.4225392903046,0.338501252319109,0.307954545454545,0.414540816326531,0.3025,0.0434529436629643,0.406089935064935,0.443181818181818,0.464772727272727,0.305,0.0716596950710119,34
182,21998991080560,1.24719e+12,296.49,277,32.8548983172121,4,4,0,292.49,273,32.8548983172121,0.298795037105751,0.309090909090909,0.358418367346939,0.22,0.0472107123837639,0.302981354359926,0.313636363636364,0.363520408163265,0.2225,0.0481461505970446,35
155,9664716708000,1.87851e+12,333.29,308,63.9397277745127,11.04,6,8.76853880229042,322.25,302,71.0220302996105,0.314348423005566,0.313636363636364,0.343181818181818,0.2725,0.027707765642216,0.327523898423006,0.330681818181818,0.363520408163265,0.273125,0.0351878644187385,36
90,55432543784000,2.68538e+12,352.64,349,68.6963042835801,30.38,27.5,19.9564070367935,322.26,320,66.2846052178701,0.318147217068646,0.317602040816327,0.363636363636364,0.265,0.0375874461616824,0.349480287569573,0.360493970315399,0.396590909090909,0.28125,0.0490013513750047,37
27,3089188707124020224,2.82941e+12,410.34,390,33.9426789535749,64.3,94,39.0871856342725,346.04,296,72.9183741791415,0.352473051948052,0.318181818181818,0.489795918367347,0.28875,0.0730671933255084,0.426431006493507,0.429545454545455,0.543367346938776,0.290625,0.0841177780744134,38
198,3979290800391.84,3.47245e+12,263.13,290,87.1343621696232,30.4,32,19.5256888547504,232.73,258,68.1212310606034,0.254100046382189,0.320454545454545,0.329081632653061,0.08,0.111869786285997,0.289417555658627,0.369897959183673,0.379545454545455,0.08125,0.133753038006815,39
40,99734455981500000,5.23019e+12,445.71,412,45.2077795665009,79.17,119,51.4279048177096,366.54,293,96.625740552783,0.349980890538033,0.325,0.45280612244898,0.32,0.0502903312179996,0.441870987940631,0.463636363636364,0.559948979591837,0.32125,0.0851245903955846,40
154,43441447763238731776,5.23019e+12,405.36,383,31.1053991870521,55.66,82,36.2906950257851,349.7,301,67.3896404231662,0.359441720779221,0.325,0.519132653061224,0.276875,0.0859310297443512,0.422718019480519,0.427272727272727,0.549744897959184,0.280625,0.0891949203657848,41
169,2.58490007912777e+20,5.79412e+12,434.05,406,36.0556178113422,69.09,104,45.1867270670305,364.96,302,81.203687033772,0.377504835343228,0.326136363636364,0.536989795918367,0.301875,0.093547384072156,0.456731586270872,0.454545454545455,0.582908163265306,0.305,0.0943938737797406,42
199,10217376682006.7,6.41886e+12,274.1,280,27.4908616588763,9.05,13,5.23271565549984,265.05,271,22.5846891016499,0.283544979128015,0.327272727272727,0.345663265306122,0.141875,0.0792145014623269,0.294129626623377,0.342045454545455,0.357142857142857,0.141875,0.0847573214915738,43
75,1019377755232420,9.50777e+12,306.76,274,43.930643224763,0,0,0,306.76,274,43.930643224763,0.320383847402597,0.331632653061224,0.398863636363636,0.223125,0.0601580704205528,0.320383847402597,0.331632653061224,0.398863636363636,0.223125,0.0601580704205528,44
28,3578273251016225,1.07105e+13,342.6,336,7.29881684060693,33.66,40,7.58017083573912,308.94,296,14.8751165006897,0.320467764378479,0.332954545454545,0.413265306122449,0.2025,0.0755420764950808,0.356262175324675,0.380681818181818,0.446428571428571,0.21875,0.0840689642539399,45
30,17942669237448,1.07105e+13,284.18,284,9.4563110239574,9.63,9,10.6966009894392,274.55,275,20.1466216432523,0.291621370593692,0.332954545454545,0.350765306122449,0.183125,0.0630452488160946,0.302927724953618,0.332954545454545,0.362244897959184,0.183125,0.0654888012580206,46
121,1818279678479422976,1.07105e+13,401.96,413,32.3122142837533,54.71,37,39.0845483431998,347.25,376,71.2466727913549,0.35801267393321,0.332954545454545,0.479591836734694,0.280625,0.0839180916433164,0.42177913961039,0.432954545454545,0.526785714285714,0.280625,0.0902310620274165,47
84,42982481808900,1.18653e+13,335.15,322,29.6819419305354,16.32,19,9.56517251556527,318.83,300,38.9244424779883,0.313266106215213,0.334090909090909,0.364795918367347,0.236875,0.0501447739346616,0.332191222170686,0.355681818181818,0.399234693877551,0.238125,0.062162643057668,48
184,5085005177841000,1.18653e+13,379.76,370.5,46.72834019926,37.32,60,25.7481508603486,342.44,321,58.1746447598032,0.34892836270872,0.334090909090909,0.415816326530612,0.27875,0.0494933271856682,0.392570674860853,0.402272727272727,0.493622448979592,0.284375,0.0751755522715462,49
116,9932646387136800768,1.44136e+13,480.05,472,49.8930927791684,74.1,76,55.3102361432513,405.95,396,105.10191062089,0.371633256029685,0.33625,0.505102040816326,0.328409090909091,0.0628353042990857,0.456715120593692,0.480681818181818,0.602040816326531,0.339375,0.096826653669417,50
102,96096152208480,1.4562e+13,318.86,337,33.4627849976355,5.6,4,4.68826172262151,313.26,325,33.4946460368118,0.318650649350649,0.336363636363636,0.369318181818182,0.223125,0.0561184001722839,0.325114471243043,0.340909090909091,0.382954545454545,0.223125,0.0607289127391043,51
21,24111846855321,1.61321e+13,293.1,304,12.316942425256,7.9,7,4.92468529477014,285.2,288,9.78454770223814,0.311408882189239,0.3375,0.352040816326531,0.17125,0.0643548391304478,0.320708974953618,0.345454545454545,0.362244897959184,0.17125,0.0683753779305533,52
46,71015264380000,1.61321e+13,377.13,327,67.6698245270013,34.44,21,24.7130276852865,342.69,297,76.9682730123591,0.339542636827458,0.3375,0.363636363636364,0.300625,0.0240577833862695,0.378896521335807,0.361363636363636,0.445454545454545,0.305,0.0524072376474542,53
32,166062976600000,1.78715e+13,390.05,379,70.9441913254939,35.59,20,29.8704593776919,354.46,304,88.9896623209685,0.341250231910946,0.338636363636364,0.381377551020408,0.3125,0.0229164997577867,0.382895640074212,0.361363636363636,0.442602040816327,0.3125,0.0528236513006173,54
95,20049588008000,1.869425e+13,362.42,358,61.7770805134694,34.13,52,19.0844243435649,328.29,306,68.0021234071318,0.326865445269017,0.339030612244898,0.347727272727273,0.27875,0.02744467007957,0.36453413729128,0.396590909090909,0.406818181818182,0.286875,0.0471698401974909,55
31,48229011200000,1.89484e+13,376.85,337,111.048117243987,32.03,23,15.0986352985556,344.82,318,97.12767604831,0.341280681818182,0.339285714285714,0.361363636363636,0.32375,0.0138464645291457,0.371752922077922,0.368622448979592,0.382954545454545,0.36,0.00844369879023892,56
168,289083559160200000,1.97985e+13,430.96,428,36.4458696444661,69.93,68,40.4642890320427,361.03,360,76.831108887802,0.369990120593692,0.339772727272727,0.459183673469388,0.31,0.0611546025392963,0.452389239332096,0.457954545454545,0.545918367346939,0.31,0.085185105523869,57
172,4.81683300139502e+22,2.199235e+13,482.68,446,44.9389889435969,86.8,137,64.9776962511061,395.88,302,109.476834872668,0.391610551948052,0.340653409090909,0.596938775510204,0.328409090909091,0.106534610290859,0.491046103896104,0.498863636363636,0.649234693877551,0.34,0.106667935422083,58
23,1.58121253029e+17,2.39278e+13,485.99,457,46.9339736096133,97.75,123,54.949081112895,388.24,334,101.67954414222,0.372352551020408,0.341875,0.457908163265306,0.339772727272727,0.0446204844263073,0.484505333951763,0.510227272727273,0.599489795918367,0.35,0.0902324512408889,59
175,28006856808240000,2.42981e+13,411.62,431,67.7105813612823,59.74,73,34.9127686404475,351.88,342,74.3218879624504,0.351582838589981,0.342045454545455,0.435227272727273,0.286875,0.0541847752771935,0.418239703153989,0.461363636363636,0.518181818181818,0.298125,0.0838934394567475,60
129,13605703044982700,2.98204e+13,368.79,356,21.7182579244452,39.06,53,23.3042329358268,329.73,303,45.0213989524578,0.337812905844156,0.344318181818182,0.428571428571429,0.253125,0.0603315752909557,0.383351403061225,0.404545454545455,0.474489795918367,0.253125,0.0776849336353064,61
53,2507998650007799808,3.30357e+13,443.8,418,39.8413520520242,86.22,114,46.2010494436757,357.58,304,85.9570223831055,0.372661665120594,0.345454545454545,0.48469387755102,0.317045454545455,0.0693323038708132,0.473343947124304,0.475,0.576530612244898,0.325625,0.082979236311669,62
144,5.15155093228004e+20,3.30357e+13,467.25,440,40.6871222771029,80.81,113,48.4917352116666,386.44,327,89.1733438451494,0.399172077922078,0.345454545454545,0.544642857142857,0.335,0.0853536746233537,0.493019248608534,0.488636363636364,0.618622448979592,0.335,0.0951097865071384,63
183,127619423573200,4.1573541e+13,321.36,335,60.9312445766256,15.42,14,3.91108241495441,305.94,313,59.7531656741365,0.315166210575139,0.31942254174397,0.373863636363636,0.24125,0.0523787443318911,0.331669758812616,0.33957560296846,0.389772727272727,0.25,0.0565406831980964,64
80,9.84587423108621e+21,4.44577e+13,504.19,513,45.9746735285919,77.35,61,59.8047960983368,426.84,452,105.716957729189,0.413571219851577,0.34875,0.576530612244898,0.335227272727273,0.100956462689645,0.503126600185529,0.506818181818182,0.654336734693878,0.35125,0.116720548663414,65
57,32866894440000,4.97582e+13,366.04,349,54.7371902822934,32.2,32,9.72033170652363,333.84,308.5,60.867088186001,0.325971428571429,0.35,0.351136363636364,0.2675,0.0367255213259752,0.360525649350649,0.386363636363636,0.399234693877551,0.281875,0.0500256242782838,66
89,72239839400000,5.51233e+13,394.59,343,93.9809882987839,21.84,20,6.12285006588377,372.75,320,97.2130197664964,0.343341094619666,0.351136363636364,0.363636363636364,0.31625,0.0200405947830366,0.365788010204082,0.381377551020408,0.389772727272727,0.326875,0.0281957309234935,67
59,6624286044800000,6.10668e+13,364.6,329,71.1666134411837,15.66,14,6.66093693169968,348.94,310,69.9869858032062,0.35949512987013,0.352272727272727,0.418367346938776,0.304375,0.0407192519774852,0.37599512987013,0.373863636363636,0.436224489795918,0.315625,0.0427926217505869,68
133,42472907761000,6.76512e+13,331.45,313,65.7230760636835,1.51,2,0.502418393795691,329.94,311,65.3540196069674,0.326518726808905,0.353409090909091,0.355867346938776,0.271875,0.035383709344248,0.328000243506493,0.355681818181818,0.357142857142857,0.273125,0.0355824762413233,69
92,469595904001132,7.49456e+13,291.2,327,115.533544912289,37.9,22,35.9465090815717,253.3,305,83.5763124336076,0.270428246753247,0.354545454545455,0.389030612244898,0.089375,0.136980931427778,0.314139285714286,0.417091836734694,0.476136363636364,0.089375,0.170521920340701,70
195,1.340599856e+15,7.8079e+13,431.49,408,105.968310014234,48.64,34,20.7508159751939,382.85,353,116.891849781987,0.36324633580705,0.355,0.401136363636364,0.336734693877551,0.0234888849632291,0.416304962894249,0.392045454545455,0.463636363636364,0.375,0.0376850385880911,71
63,3.46375679e+14,9.69373e+13,407.43,359,86.7427701991248,37.05,38,13.6569625562431,370.38,315,99.5292739028893,0.357801588589981,0.357386363636364,0.385204081632653,0.333125,0.0188659444724645,0.39929495593692,0.401136363636364,0.443877551020408,0.343125,0.037668356511194,72
200,3.97451936e+14,1.01896e+14,424.2,417,57.2102272413779,86.75,80,33.6432186571999,337.45,303,83.118313507939,0.360943784786642,0.357954545454545,0.38265306122449,0.33875,0.0183823205850119,0.462790839517625,0.481818181818182,0.48469387755102,0.348125,0.0466549360035539,73
39,4.396872636e+15,1.53475e+14,463.44,441,43.8720177264955,100.28,122,45.9343141030887,363.16,319,89.7843341940378,0.366880612244898,0.3625,0.414540816326531,0.335,0.0299149356801847,0.483851716141002,0.501136363636364,0.566326530612245,0.3425,0.0784577995859144,74
186,2.19527747134735e+21,1.53475e+14,482.49,470,39.9670306046563,66.73,92,45.2777857098586,415.76,378,84.9868819348616,0.412344619666048,0.3625,0.563775510204082,0.3375,0.0815811976082002,0.489522495361781,0.493181818181818,0.628826530612245,0.3375,0.101682547174112,75
72,1.3751667695e+16,1.70023e+14,411.37,426,94.1187359915467,29.32,30,13.9558322046825,382.05,376,99.6155615404044,0.373659322820037,0.363636363636364,0.427272727272727,0.34,0.033238322283723,0.406211502782931,0.397727272727273,0.484090909090909,0.3475,0.0503187377519169,76
97,536367102800000,1.70023e+14,391.47,357,65.7430650796007,35.5,52,21.349189183383,355.97,307,82.1098617337735,0.355332513914657,0.363636363636364,0.389030612244898,0.313125,0.0281189622652902,0.39703538961039,0.414772727272727,0.455357142857143,0.316875,0.0514468552744861,77
48,2.79279666e+15,1.88356e+14,443.56,451,78.0910269163397,52.08,48,44.3520534639,391.48,327,104.32055106132,0.369477504638219,0.364772727272727,0.411989795918367,0.34375,0.0239324396641194,0.429743970315399,0.419318181818182,0.5125,0.345,0.064998616398698,78
20,4.07775325732706e+21,2.03391e+14,516.64,521,45.4120350710352,90.5,76,61.9281923690738,426.14,445,107.227787368006,0.421951646567718,0.365625,0.567602040816326,0.346590909090909,0.0877643674661532,0.527436340445269,0.528409090909091,0.664540816326531,0.365625,0.108964447581123,79
103,12069151553115800,2.56089e+14,362.5,386,48.1117176344534,14.39,12,3.30562728043736,348.11,374,50.5358948339363,0.348606029684601,0.368181818181818,0.425,0.25375,0.0643403417777592,0.363918807977737,0.389772727272727,0.438636363636364,0.260625,0.06759566123374,80
49,51707269859400000,2.83701e+14,411.89,382,77.1723631643067,16.56,12,8.04949336507233,395.33,370,82.4831853081939,0.388779383116883,0.369318181818182,0.442602040816327,0.331875,0.0428719027135899,0.407410551948052,0.390909090909091,0.480867346938776,0.336875,0.0521236151732085,81
56,288247559545875,2.98916e+14,301.37,296,26.8928494870914,4.28,6,1.99027940782497,297.09,290,25.5414477967784,0.328113589981447,0.369897959183673,0.379545454545455,0.161875,0.0756697608241972,0.333055705009276,0.377551020408163,0.386363636363636,0.163125,0.0777953168575759,82
177,3479618712499300,3.1429e+14,359.95,365,23.0008234371702,17.4,15,16.9919767162997,342.55,326,27.4569911613848,0.355436050556586,0.370454545454545,0.414540816326531,0.246875,0.0584045262743942,0.375208777829314,0.414540816326531,0.414772727272727,0.246875,0.0668721593276993,83
123,9.433888964e+15,3.48178e+14,441.62,389,106.505159926217,44.18,39,10.2172166049035,397.44,331,109.425341921081,0.379930241187384,0.371590909090909,0.424744897959184,0.3575,0.0248016330899157,0.425805797773655,0.414772727272727,0.477040816326531,0.381875,0.0350010961142288,84
145,2.9360281838e+17,3.48178e+14,387.04,332,79.965386451283,1.35,0,2.23098021669237,385.69,327,80.9292863797735,0.386377203153989,0.371590909090909,0.465909090909091,0.32125,0.0486365632891,0.38791129406308,0.377272727272727,0.465909090909091,0.32125,0.0482298378640511,85
96,486602560306501,4.21985e+14,323.95,346,29.932035809092,15.06,8,13.0684445296387,308.89,324,27.6467233706151,0.343044874768089,0.373724489795918,0.384090909090909,0.16125,0.0769920408426148,0.358010783858998,0.393181818181818,0.402272727272727,0.17875,0.0765011810579041,86
117,153307546977400000,4.73383e+14,390.42,356,62.2554496417865,10.12,0,11.6734006539775,380.3,356,69.1342567367687,0.377108951762523,0.375,0.454081632653061,0.3075,0.0536732848255534,0.388608951762523,0.393181818181818,0.454081632653061,0.3075,0.0547052217247504,87
19,5527099741398400,5.80969e+14,335.8,332,6.57820091459111,7.6,8,0.80403025220737,328.2,324,7.22229992188196,0.354411873840445,0.377272727272727,0.413265306122449,0.2125,0.0739424357139214,0.3628353432282,0.386363636363636,0.423469387755102,0.21625,0.0763356497422705,88
192,1.704244463133e+19,5.80969e+14,421.09,355,96.9741291127263,9.74,13,6.88523526442377,411.35,351,101.594497484814,0.414755890538033,0.377272727272727,0.506377551020408,0.3725,0.0554224980835003,0.426181887755102,0.397727272727273,0.522959183673469,0.373125,0.0586765486086891,89
52,417833136800000,5.95722e+14,355.03,308,101.573126864393,7.47,7,2.87607687341945,347.56,296,103.291909585691,0.354117810760668,0.377551020408163,0.381818181818182,0.304545454545455,0.0322841735653416,0.362672402597403,0.388636363636364,0.392857142857143,0.3125,0.0337949345522879,90
76,7598176256850000,6.43611e+14,362.52,340,43.5872467679261,14.77,13,11.2428248723847,347.75,333,33.3325378692964,0.359178107606679,0.378409090909091,0.42219387755102,0.25625,0.0581775166300967,0.372535157699443,0.381818181818182,0.438775510204082,0.2775,0.0552935528938014,91
86,999781062560000,7.49678e+14,390.13,371,71.1292258335262,33.63,19,28.8512923576583,356.5,298,76.8885458624917,0.353602203153989,0.380102040816327,0.397727272727273,0.300625,0.0376154573397451,0.389918135435993,0.399234693877551,0.436363636363636,0.3125,0.0481074564348469,92
18,676121931933621,7.62196e+14,330.76,341,33.7471644899407,21.33,11,16.9783314072301,309.43,300,24.7411875955129,0.32193887987013,0.379962894248609,0.386363636363636,0.174375,0.094831184565186,0.347626623376623,0.398863636363636,0.434948979591837,0.175,0.111616746269374,93
163,6.298426678e+15,7.89885e+14,450.71,399,96.0039240570063,71.04,64,18.5782103279594,379.67,335,91.7154200929608,0.37601491187384,0.380681818181818,0.418181818181818,0.33625,0.0299158179721541,0.449299025974026,0.453409090909091,0.482142857142857,0.39,0.0342148232706741,94
185,1.684757671e+16,9.650285e+14,440.59,410,113.455824625332,26.36,26,11.6762038939776,414.23,376,121.344060048652,0.394754684601113,0.382602040816327,0.427272727272727,0.376136363636364,0.0221025765018573,0.424051171150278,0.418320964749536,0.465909090909091,0.388125,0.0335403720098456,95
2,5.359940689635e+19,9.69404e+14,512.02,487,45.5529395651949,61.13,78,48.8786696160436,450.89,408,93.7403349900159,0.422878536641929,0.382954545454545,0.520408163265306,0.358125,0.0657589171066982,0.494872738868275,0.529545454545455,0.621173469387755,0.358125,0.105866576773694,96
166,1.16848942e+16,1.07393e+15,454.83,400,142.759531868783,47.93,62,33.8213533051819,406.9,338,114.599830768292,0.396291048237477,0.384090909090909,0.424744897959184,0.3775,0.0182133058542943,0.439346764842301,0.45280612244898,0.454545454545455,0.411363636363636,0.017271094544548,97
135,2.9100891317e+17,1.18972e+15,518.46,506.5,41.7518934428201,103.86,133.5,64.7873007883053,414.6,373,105.441064969101,0.400898967996289,0.385227272727273,0.4625,0.361875,0.0370001576042179,0.52381965445269,0.55,0.608418367346939,0.361875,0.101615199765298,98
194,2.8241775087859e+23,1.18972e+15,542.16,551,47.4932679971647,90.6,71,62.804008107313,451.56,480,110.067042930179,0.455730577458256,0.385227272727273,0.612244897959184,0.381875,0.105476562796616,0.561492057050093,0.565909090909091,0.70280612244898,0.383125,0.119555345463426,99
65,1507686745402000,1.318e+15,359.46,335,49.8171241500938,13.19,14,8.32508076218902,346.27,312,56.9053538160452,0.356434392393321,0.386363636363636,0.397959183673469,0.280625,0.04613413149046,0.372415143784787,0.4,0.427295918367347,0.280625,0.0556048663902872,100
110,9422333400004186,1.43288e+15,347.66,406,104.018279279377,48.93,67,25.4571356907205,298.73,339,78.7978945265556,0.324661270871985,0.387128942486085,0.420454545454545,0.1075,0.130165549440453,0.380760505565863,0.461363636363636,0.496590909090909,0.111875,0.160953916481419,101
