"seed","merit_mean","merit_median","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","task_quality_mean","task_quality_median","task_quality_max","task_quality_min","task_quality_sd","coverage_mean","coverage_median","coverage_max","coverage_min","coverage_sd","seed_order"
83,1122.66835,1693.83,102.28,107,5.86046504170535,13.37,7,7.83369438239504,88.91,100,13.6767110169962,0.0733580858085809,0.0825082508250825,0.0841584158415842,0.0585808580858086,0.0112844150305249,0.0843894389438944,0.0882838283828383,0.0891089108910891,0.0783828382838284,0.00483536719612652,18
166,1485.91914,1693.83,244.17,186,82.0770831338296,147.11,86,81.474653057924,97.06,100,5.99464407415132,0.0800825082508251,0.0825082508250825,0.0858085808580858,0.0717821782178218,0.00494607596877172,0.201460396039604,0.153465346534653,0.312706270627063,0.138613861386139,0.0677203656219716,19
127,6001.938,1824.56,134.94,132,7.85451038151541,25.37,31,7.16847052703502,109.57,101,14.6909269051797,0.0904042904290429,0.0833333333333333,0.107260726072607,0.0767326732673267,0.0121212268194552,0.111336633663366,0.108910891089109,0.121287128712871,0.103135313531353,0.00648061912666288,20
82,1684.03734,1965.38,118.41,116,12.2434026761725,21.58,20,5.70518105839691,96.83,102,10.2415819090607,0.0798927392739274,0.0841584158415842,0.0882838283828383,0.0668316831683168,0.0084501500899841,0.0976980198019802,0.0957095709570957,0.108910891089109,0.0833333333333333,0.0101018173895813,21
93,162403.7109,2280.47,129.48,108,33.6342418113181,8.05,5,4.34002979089529,121.43,104,32.7393301301926,0.100189768976898,0.0858085808580858,0.149339933993399,0.0841584158415842,0.0270126486222711,0.106831683168317,0.0891089108910891,0.156765676567657,0.0882838283828383,0.0277510245967972,22
25,2914.91512,2324.588,239.68,197.5,86.4700426901033,142.16,105,78.8619456052567,97.52,98,18.3349751330978,0.0804620462046205,0.0808580858085809,0.0973597359735974,0.0618811881188119,0.0151278672715328,0.197755775577558,0.162953795379538,0.330858085808581,0.153465346534653,0.0713449197113063,23
99,4210.855,2456.48,103.42,129,53.5560086321419,454.32,24,774.708584898316,-350.9,105,828.070319807113,0.0702805280528053,0.0866336633663366,0.104785478547855,0,0.0402951138229269,0.0853300330033003,0.106435643564356,0.117161716171617,0.00742574257425743,0.0441881259341105,24
130,5442.83109,2646.07,193.16,180,24.7988758298485,82.34,74,17.2288341820544,110.82,106,12.4303148501045,0.0914356435643564,0.0874587458745875,0.103960396039604,0.0759075907590759,0.0102560353548717,0.159372937293729,0.148514851485149,0.197194719471947,0.143564356435644,0.0204611186714921,25
153,6497.7939,2646.07,131.89,124,20.0044919198088,20.48,26,10.340154151597,111.41,106,12.8472730274726,0.0919224422442244,0.0874587458745875,0.108910891089109,0.0808580858085809,0.0106000602536902,0.108820132013201,0.102310231023102,0.136963696369637,0.0957095709570957,0.0165053563694792,26
94,3772.34456,2850.3,122.72,130,16.796512384505,17.2,18,4.36005745490825,105.52,107,14.2888527577029,0.0870627062706271,0.0882838283828383,0.099009900990099,0.0668316831683168,0.0117894824733522,0.101254125412541,0.107260726072607,0.113861386138614,0.0767326732673267,0.0138585085680734,27
152,2683.7325,2850.3,122.97,113,15.6324287390932,18.01,14,14.2272288378321,104.96,107,6.08677984560711,0.0866006600660066,0.0882838283828383,0.0924092409240924,0.0792079207920792,0.00502209558218408,0.101460396039604,0.0932343234323432,0.122937293729373,0.0907590759075908,0.0128980435141033,28
199,3164.34338,3562.51,114.49,118,9.2250153978684,9.49,8,5.7515830056348,105,110,10.0804841955216,0.0866336633663366,0.0907590759075908,0.0973597359735974,0.0742574257425743,0.0083172311844238,0.094463696369637,0.0973597359735974,0.104785478547855,0.0841584158415842,0.00761139884312574,29
96,6939.62394,3837.47,217.65,230,19.1645585138375,103.97,126,30.8323767255373,113.68,111,13.6091769394661,0.0937953795379538,0.0915841584158416,0.107260726072607,0.0750825082508251,0.011228693844444,0.179579207920792,0.18976897689769,0.195544554455446,0.153465346534653,0.0158123420081168,30
139,4318.45947,3837.47,118.04,123,11.930709039358,14.56,12,6.2673113788284,103.48,111,18.0013916409288,0.0853795379537954,0.0915841584158416,0.103960396039604,0.0643564356435644,0.014852633367103,0.0973927392739274,0.101485148514851,0.110561056105611,0.0841584158415842,0.00984381933940427,31
46,4665.4633,4452.69,164.99,174,37.3469929015427,54.05,61,27.7770252423317,110.94,113,9.94105861891209,0.0915346534653465,0.0932343234323432,0.0998349834983498,0.0759075907590759,0.00820219357996047,0.136130363036304,0.143564356435644,0.157590759075908,0.0759075907590759,0.0308143505788306,32
74,4569.70035,4796.36,126.94,135,13.9021254097743,19.9,20,4.25096542807714,107.04,114,17.6279850971646,0.0883168316831683,0.0940594059405941,0.0998349834983498,0.0561056105610561,0.0145445421593768,0.10473597359736,0.111386138613861,0.112211221122112,0.0792079207920792,0.0114704005031141,33
121,9165.668,4796.36,152.63,151,2.50516637887758,32.59,36,6.28143810336969,120.04,114,8.35079382907742,0.099042904290429,0.0940594059405941,0.108910891089109,0.0924092409240924,0.00689009391838071,0.125932343234323,0.124587458745875,0.128712871287129,0.123762376237624,0.00206696895946995,34
187,4911.8305,4796.36,131.78,131.5,3.90694796794665,17.73,19,3.15221583119948,114.05,114,2.68318746074421,0.0941006600660066,0.0940594059405941,0.0973597359735974,0.0915841584158416,0.00221385104021799,0.108729372937294,0.108498349834983,0.113036303630363,0.103135313531353,0.00322355442899888,35
81,11609.9235,5166.54,170.07,156,15.3664037313993,50.34,46,22.0335923516614,119.73,115,11.6565800553103,0.0987871287128713,0.0948844884488449,0.116336633663366,0.0907590759075908,0.00961764030966199,0.140321782178218,0.128712871287129,0.157590759075908,0.127887788778878,0.0126785509334978,36
58,18057.4084,5565.3,131.88,137,23.6422323716512,14.99,16,5.54776322202712,116.89,116,20.3370066229974,0.0964438943894389,0.0957095709570957,0.122112211221122,0.0767326732673267,0.0167797084348163,0.108811881188119,0.113036303630363,0.135313531353135,0.0816831683168317,0.0195067923858508,37
162,5280.0618,5565.3,103.85,134,51.9726763877818,19.3,18,3.11885759971063,84.55,116,55.0201753629493,0.07,0.0957095709570957,0.102310231023102,0,0.0450203870127857,0.0856848184818482,0.110561056105611,0.115511551155116,0.018976897689769,0.0428817461945394,38
14,53586.66719,5994.84,134.17,137,33.9337009565131,19.39,19,2.18763744156969,114.78,117,35.7532452436775,0.0947029702970297,0.0965346534653465,0.132838283828383,0.0602310231023102,0.0294993772637603,0.110701320132013,0.113036303630363,0.146864686468647,0.0792079207920792,0.0279981030994333,39
34,5304.73384,6955.92,121.92,127,12.2033941296194,11.16,12,2.32561493985674,110.76,119,13.317505757309,0.0913861386138614,0.0981848184818482,0.099009900990099,0.0750825082508251,0.0109880410538853,0.100594059405941,0.104785478547855,0.108910891089109,0.0858085808580858,0.0100688070376397,40
50,8841.8484,7492.79,151.36,155,6.24017611769075,29.8,37,8.11035004039763,121.56,120,4.10055428625759,0.10029702970297,0.099009900990099,0.105610561056106,0.0973597359735974,0.00338329561572408,0.124884488448845,0.127887788778878,0.13036303630363,0.116336633663366,0.00514866016311117,41
185,8029.11621,7492.79,127.3,135,20.8188434458844,16.95,19,3.58553491212408,110.35,120,22.9652240387834,0.0910478547854786,0.099009900990099,0.107260726072607,0.0618811881188119,0.0189482046524616,0.10503300330033,0.111386138613861,0.122937293729373,0.0792079207920792,0.0171772635692115,42
2,219583.3446,8071.09,158.54,135,31.2682819250667,20.22,14,16.025598209733,138.32,121,27.9005738328447,0.114125412541254,0.0998349834983498,0.150990099009901,0.0915841584158416,0.0230202754396409,0.130808580858086,0.111386138613861,0.16006600660066,0.100660066006601,0.025798912479428,43
36,6602.5061,8071.09,120.55,133,21.3756091531134,159.39,15,206.034757046259,-38.84,121,227.35669123759,0.0672607260726073,0.0998349834983498,0.105610561056106,0,0.0485636130381381,0.099463696369637,0.10973597359736,0.113861386138614,0.0750825082508251,0.0176366412154401,44
191,7461.8844,8071.09,145.99,138,11.3542543088083,29.58,35,8.33052073747949,116.41,121,10.9194433202541,0.0960478547854785,0.0998349834983498,0.105610561056106,0.0825082508250825,0.00900944168337799,0.120453795379538,0.113861386138614,0.134488448844884,0.112211221122112,0.00936819662442925,45
108,16567.8058,8694.03,150.04,160,19.6802315827715,27.9,28.5,15.4948671853265,122.14,122,14.8718566834179,0.100775577557756,0.100660066006601,0.11963696369637,0.0874587458745875,0.0122705088147012,0.123795379537954,0.132013201320132,0.136963696369637,0.0957095709570957,0.0162378148372702,46
112,10573.4895,8694.03,141.31,143,3.66444836478587,17.36,17,2.05735929597318,123.95,122,4.28616519994413,0.10226897689769,0.100660066006601,0.107260726072607,0.0981848184818482,0.0035364399339473,0.116592409240924,0.117986798679868,0.11963696369637,0.112211221122112,0.00302347224817316,47
137,6629.99259,8694.03,144.88,151,9.23353571597478,29.93,32,9.29021968621743,114.95,122,11.9573104303298,0.0948432343234323,0.100660066006601,0.100660066006601,0.0759075907590759,0.00986576768179022,0.11953795379538,0.124587458745875,0.128712871287129,0.10973597359736,0.00761842880856005,48
69,20011.2253,9365.04,166.21,156,14.7991912145921,39.29,33,8.32459541893111,126.92,123,14.7625515847678,0.104719471947195,0.101485148514851,0.118811881188119,0.0858085808580858,0.0121803230897424,0.13713696369637,0.128712871287129,0.157590759075908,0.126237623762376,0.0122105538074192,49
183,13524.38012,9365.04,151.86,152,9.72554690628052,32.46,29,8.76450601326542,119.4,123,18.2961054530049,0.0985148514851485,0.101485148514851,0.114686468646865,0.0759075907590759,0.0150957965783869,0.12529702970297,0.125412541254125,0.134488448844884,0.113861386138614,0.00802437863554498,50
7,12224.6363,10087.8,137.13,138,22.5476622004826,25.63,24,9.00690531949478,111.5,124,29.5496500517657,0.091996699669967,0.102310231023102,0.110561056105611,0.0552805280528053,0.024380899382645,0.113143564356436,0.113861386138614,0.13036303630363,0.0866336633663366,0.0186036816835665,51
132,33387.9727,10866.4,172.82,140,41.6059873313707,46.27,26,28.1990955510809,126.55,125,19.2082552749351,0.104414191419142,0.103135313531353,0.128712871287129,0.0858085808580858,0.0158483954413656,0.142590759075908,0.115511551155116,0.188943894389439,0.107260726072607,0.0343283723856194,52
173,14372.1292,10866.4,159.12,188,53.9287371154627,115.22,63,85.1013157324488,43.9,125,138.683601821345,0.0771122112211221,0.103135313531353,0.117161716171617,0,0.0487852616222389,0.131287128712871,0.155115511551155,0.168316831683168,0.0610561056105611,0.0444956576860253,53
184,13426.5333,11705.1,135.51,134,23.7591003298704,13.15,8,12.1658364183305,122.36,126,12.3087551988597,0.100957095709571,0.103960396039604,0.115511551155116,0.0899339933993399,0.0101557386129205,0.111806930693069,0.110561056105611,0.143564356435644,0.0940594059405941,0.0196032180939525,54
8,13079.567,12608.5,121.24,143,45.2213679714814,47.04,16,64.2521736455804,74.2,127,109.471457467232,0.0849587458745875,0.104785478547855,0.10973597359736,0,0.0440784790945052,0.10003300330033,0.117986798679868,0.12046204620462,0.0280528052805281,0.0373113597124434,55
70,15265.4679,13581.7,151.1,143,18.489145054558,25.14,20,17.8087596196905,125.96,128,10.9599085744178,0.103927392739274,0.105610561056106,0.113861386138614,0.0874587458745875,0.00904282885678033,0.1246699669967,0.117986798679868,0.146039603960396,0.106435643564356,0.015255070177028,56
72,16394.6021,15759.1,142.93,151,8.83891190341683,13.59,11,5.77541812732676,129.34,130,5.42575228689883,0.106716171617162,0.107260726072607,0.115511551155116,0.100660066006601,0.00447669330602214,0.11792904290429,0.124587458745875,0.124587458745875,0.107260726072607,0.00729283160347923,57
57,47852.536,16975.4,186.48,174,32.1249077348044,56.86,46,13.8680797648282,129.62,131,22.8874188014712,0.106947194719472,0.108085808580858,0.133663366336634,0.0808580858085809,0.018884008912105,0.153861386138614,0.143564356435644,0.184818481848185,0.118811881188119,0.0265056994511588,58
114,10147.535,16975.4,145.86,162,20.8549681603616,28.07,31,8.1973819422466,117.79,131,14.3028534272577,0.0971864686468647,0.108085808580858,0.108910891089109,0.0841584158415842,0.0118010341809057,0.120346534653465,0.133663366336634,0.138613861386139,0.0957095709570957,0.0172070694392423,59
133,20398.36,16975.4,120.6,149,57.3150076420661,165.44,21,250.557693914591,-44.84,131,307.527077562844,0.0833498349834983,0.108085808580858,0.117986798679868,0,0.0497909557858073,0.0995049504950495,0.122937293729373,0.135313531353135,0.0206270627062706,0.0472896102657311,60
151,14828.6888,16975.4,159.99,164,19.2938442059229,31.99,29,15.2815297504913,128,131,5.83614650780856,0.105610561056106,0.108085808580858,0.111386138613861,0.0981848184818482,0.00481530239918198,0.13200495049505,0.135313531353135,0.150990099009901,0.113861386138614,0.0159190133712235,61
160,59600.537,16975.4,186.28,179,15.5323578832752,48.49,48,2.53658085308599,137.79,131,14.540292328908,0.113688118811881,0.108085808580858,0.136963696369637,0.103960396039604,0.0119969408654356,0.153696369636964,0.147689768976898,0.177392739273927,0.141089108910891,0.0128154768013822,62
167,47734.9258,16975.4,167.34,162,12.7993213203914,30.96,31,5.89456178064651,136.38,131,14.2727967572136,0.112524752475248,0.108085808580858,0.132838283828383,0.099009900990099,0.011776234948196,0.138069306930693,0.133663366336634,0.151815181518152,0.122937293729373,0.0105604961389368,63
138,43965.004,18285.5,169.99,159,23.2141958484219,31.89,27,12.1629467123421,138.1,132,11.4534631523316,0.113943894389439,0.108910891089109,0.131188118811881,0.103960396039604,0.00945005210588418,0.140255775577558,0.131188118811881,0.177392739273927,0.123762376237624,0.0191536269376418,64
175,13019.636,18285.5,105.84,132,47.3531157977759,105.6,0,186.611247184508,0.24,132,233.958690992468,0.0821782178217822,0.108910891089109,0.108910891089109,0,0.0464237655910275,0.0873267326732673,0.108910891089109,0.10973597359736,0.0181518151815182,0.0390702275559207,65
6,22899.30298,19696.8,160.97,169,34.8913045229486,38.16,36,9.60504917722807,122.81,133,26.4100130230712,0.101328382838284,0.10973597359736,0.118811881188119,0.0651815181518152,0.0217904397880125,0.132813531353135,0.139438943894389,0.161716171617162,0.0866336633663366,0.0287882050519378,66
47,17905.4038,19696.8,152.61,158,14.5407091375291,24.9,30,8.73573873883207,127.71,133,10.9029650308825,0.105371287128713,0.10973597359736,0.117161716171617,0.0932343234323432,0.00899584573505156,0.125915841584158,0.13036303630363,0.137788778877888,0.104785478547855,0.0119972847669382,67
180,30201.816,19696.8,141.9,162,53.0411504057334,31.25,29,5.7583930839333,110.65,133,58.6360758743233,0.0916419141914191,0.10973597359736,0.121287128712871,0,0.0477071659001654,0.117079207920792,0.133663366336634,0.143564356435644,0.033003300330033,0.0437633254172718,68
35,20702.0863,21217.1,150.8,158,18.1925725770078,23.25,23,2.52412601135762,127.55,134,15.9502857705314,0.105239273927393,0.110561056105611,0.116336633663366,0.084983498349835,0.0131603017908675,0.124422442244224,0.13036303630363,0.138613861386139,0.101485148514851,0.0150103734133728,69
125,23902.5,21217.1,212.48,212,3.99363129358369,77.93,77,4.39755441677358,134.55,134,5.27501256640755,0.111014851485149,0.110561056105611,0.117986798679868,0.106435643564356,0.00435232059934617,0.175313531353135,0.174917491749175,0.17986798679868,0.16996699669967,0.00329507532473902,70
30,128347.934,22854.6,141.79,163,53.6651223192061,325.04,28,535.606894894554,-183.25,135,588.983362681113,0.0959158415841584,0.111386138613861,0.141089108910891,0,0.0568369924669497,0.116988448844884,0.134488448844884,0.148514851485149,0.0412541254125413,0.0442781537287179,71
60,29633.706,22854.6,314.1,227,94.9007455985016,176.75,97,91.7681944638311,137.35,135,5.61630922340724,0.113325082508251,0.111386138613861,0.11963696369637,0.107260726072607,0.0046339185011611,0.259158415841584,0.187293729372937,0.364686468646865,0.183168316831683,0.0783009452132851,72
87,44607.152,22854.6,147.56,165,48.0236305469411,64.02,36,49.4182275291335,83.54,135,96.6901141886707,0.0845214521452145,0.111386138613861,0.127887788778878,0,0.0559338009322757,0.121749174917492,0.136138613861386,0.157590759075908,0.0627062706270627,0.0396234575469811,73
113,25561.808,22854.6,154.37,153,3.21817753808995,20.33,18,6.24912923227038,134.04,135,9.17167356372848,0.110594059405941,0.111386138613861,0.117161716171617,0.0981848184818482,0.00756738742881888,0.12736798679868,0.126237623762376,0.13036303630363,0.123762376237624,0.00265526199512372,74
61,39854.46,24618.6,158.77,157,9.23853917351689,17.5,12,11.0439891782678,141.27,136,5.74870209330556,0.116559405940594,0.112211221122112,0.122112211221122,0.112211221122112,0.00474315354233132,0.130998349834984,0.12953795379538,0.142739273927393,0.122112211221122,0.00762255707385882,75
155,25850.7976,24618.6,142.29,147,15.9995549180519,14.28,19,6.28944923798354,128.01,136,20.1030150007707,0.105618811881188,0.112211221122112,0.121287128712871,0.0783828382838284,0.0165866460402399,0.11740099009901,0.121287128712871,0.128712871287129,0.0957095709570957,0.0132009529026831,76
163,32013.527,24618.6,162.4,164,3.42008328801649,26.43,28,13.0036941138301,135.97,136,9.71872606691002,0.112186468646865,0.112211221122112,0.124587458745875,0.102310231023102,0.00801875088028879,0.133993399339934,0.135313531353135,0.136963696369637,0.12953795379538,0.00282185089770337,77
194,40461.7368,24618.6,209.19,195,19.0955571542258,73.16,59,28.2738127044883,136.03,136,13.8312010039664,0.11223597359736,0.112211221122112,0.13036303630363,0.0965346534653465,0.0114118820164739,0.17259900990099,0.160891089108911,0.194719471947195,0.157590759075908,0.0157554101932556,78
89,37107.49247,30191.75,157.44,166.5,27.1484210899413,29.8,31,1.74077655955698,127.64,137,28.1053285863997,0.105313531353135,0.113036303630363,0.127887788778878,0.0627062706270627,0.0231892150052803,0.12990099009901,0.137376237623762,0.150990099009901,0.0891089108910891,0.0223996873679383,79
33,30610.273,30770.1,183.78,195,27.8130773688794,45.23,56,24.9524213921882,138.55,139,3.3314388555825,0.114315181518152,0.114686468646865,0.117161716171617,0.10973597359736,0.00274871192704827,0.151633663366337,0.160891089108911,0.180693069306931,0.11963696369637,0.0229480836376893,80
56,101532.7867,30770.1,164.15,164,31.9944360693221,28.84,27,3.02087016696457,135.31,139,29.9527220057803,0.111641914191419,0.114686468646865,0.14026402640264,0.0775577557755776,0.0247134670014689,0.135437293729373,0.135313531353135,0.166666666666667,0.0998349834983498,0.026398049562147,81
106,54678.904,30770.1,186.28,182,7.15778872235968,42.39,43,9.71086551708493,143.89,139,8.51011875429017,0.118721122112211,0.114686468646865,0.12953795379538,0.111386138613861,0.00702155012730212,0.153696369636964,0.15016501650165,0.165016501650165,0.15016501650165,0.00590576627257399,82
117,58071.019,30770.1,162.95,154,20.1736777194262,18.65,7,16.1228710128491,144.3,139,9.23705755764423,0.119059405940594,0.114686468646865,0.13036303630363,0.111386138613861,0.00762133461851834,0.134447194719472,0.127062706270627,0.166666666666667,0.12046204620462,0.0166449486133879,83
3,165451.22,33145,190.44,199,30.2756094117447,40.6,41,15.6527985041047,149.84,140,21.6728289605099,0.123630363036304,0.115511551155116,0.141089108910891,0.0957095709570957,0.0178818720796286,0.157128712871287,0.164191419141914,0.174917491749175,0.108085808580858,0.0249798757522646,84
45,165173.98,33145,115.61,151,77.4463509322891,107.55,11,148.996873060538,8.06,140,225.595768819122,0.0893234323432343,0.115511551155116,0.146864686468647,0,0.0601552966974443,0.0953877887788779,0.124587458745875,0.154290429042904,0,0.0638996294820867,85
181,453886.002,33145,199.97,207,41.2975052441905,56.1,67,14.664944802508,143.87,140,29.4143698133268,0.118704620462046,0.115511551155116,0.16006600660066,0.0981848184818482,0.024269282024197,0.164991749174917,0.170792079207921,0.217821782178218,0.125412541254125,0.0340738492113783,86
105,123021.5961,35032,156.39,152.5,25.2005671733512,13.91,14,6.32949644541533,142.48,139,20.1872446977008,0.117557755775578,0.114686468646865,0.144389438943894,0.0998349834983498,0.0166561424898521,0.129034653465347,0.125825082508251,0.16006600660066,0.107260726072607,0.020792547172732,87
12,34237.1443,35703.1,147.71,161,18.1621734782637,20.82,20,4.4955196551341,126.89,141,22.5105564461466,0.104694719471947,0.116336633663366,0.125412541254125,0.0816831683168317,0.0185730663747084,0.121872937293729,0.132838283828383,0.137788778877888,0.103135313531353,0.0149852916487324,88
88,82235.819,35703.1,171.78,163,13.1029952624766,26.12,26.5,6.12542309402445,145.66,141,13.6679378566236,0.120181518151815,0.116336633663366,0.137788778877888,0.105610561056106,0.0112771764493594,0.141732673267327,0.134488448844884,0.159240924092409,0.132013201320132,0.0108110521967629,89
17,29850526.33,38458.7,372.24,387,68.6462340885897,210.73,231,63.4833717192816,161.51,142,40.770729993985,0.133259075907591,0.117161716171617,0.212046204620462,0.115511551155116,0.0336392161666543,0.307128712871287,0.319306930693069,0.362211221122112,0.223597359735974,0.0566388070037869,90
66,84841.312,38458.7,212.02,208,25.5133080741971,63.84,66,17.199201296936,148.18,142,10.2488038227873,0.122260726072607,0.117161716171617,0.136138613861386,0.115511551155116,0.008456108764676,0.17493399339934,0.171617161716172,0.202145214521452,0.148514851485149,0.0210505842196345,91
109,28802535.962,38458.7,424.23,271,230.21653640945,259.19,129,189.618047504434,165.04,142,45.0844146512345,0.136171617161716,0.117161716171617,0.207920792079208,0.115511551155116,0.0371983619234608,0.350024752475248,0.223597359735974,0.682343234323432,0.181518151815182,0.189947637301526,92
1,230197.778,41427,162.85,154,34.3829811671326,14.97,11,12.9602773071716,147.88,143,21.5295333920828,0.122013201320132,0.117986798679868,0.150990099009901,0.107260726072607,0.0177636414126096,0.134364686468647,0.127062706270627,0.180693069306931,0.108910891089109,0.0283687963425186,93
49,35923.4036,41427,169.56,172,16.2966935978505,33.84,31.5,11.7453794912697,135.72,143,13.5154830778734,0.111980198019802,0.117986798679868,0.124587458745875,0.0948844884488449,0.0111513886781134,0.13990099009901,0.141914191419142,0.16006600660066,0.125412541254125,0.0134461168299097,94
76,53078.71,41427,134.82,166,62.3657151345387,57.88,23,58.1412908092837,76.94,143,120.446125263161,0.0902145214521452,0.117986798679868,0.127062706270627,0,0.0552470220117419,0.111237623762376,0.136963696369637,0.146039603960396,0.0272277227722772,0.0514568606720616,95
23,52959.197,45464.3,151.07,186,75.3704996813888,232.19,44,344.903198101447,-81.12,142,419.130516062657,0.0932343234323432,0.117161716171617,0.12953795379538,0,0.0517053035089033,0.124645214521452,0.153465346534653,0.168316831683168,0.0132013201320132,0.0621868809252382,96
107,107543.195,48068.5,384.84,503,133.380803670839,234.84,349,124.664537333946,150,145,11.963749961083,0.123762376237624,0.11963696369637,0.138613861386139,0.115511551155116,0.00987108082597607,0.317524752475248,0.415016501650165,0.426567656765677,0.182343234323432,0.110050168045246,97
