genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[103]pcccckctccQccJCcAndccczBcvffcuccbccncpgHjkcccpBHHwccccmgcFMcccHHsMccBMcOcOQctegAcslcpcgccdvaHgccJlccPcG",1.22946e+06,8192.6,120,154,32,0, 157
"[99]eRcscuctcBcccabsrlcMaFHcJDcHuyccxlHcHvHwccbFicccDvKycAnocbQaEcnccKLnhccoLbcccfcccBcMsGcOQacHjcfccMG",8.60812e+08,153195,275,179,0,0, 158
"[98]BwcncccvwbIcbQcccaccxlcebcceccccAccGcccmcccpNJHoexccccKscKBIcpeccccdQcgdcooccPoQdHpJHcOcLHkRzcNccL",1.35795e+10,1.96397e+07,162,206,3,0, 159
"[87]gDmctFwHbcLcexsDfKplJzoHsKcxdooFcjzHrKHdMjkhkFnwpccAKOccHtHcyocEOhNBifQccnCcALnmcLFFRiy",1.52487e+13,5.7786e+10,348,823,284,3, 16
"[97]jydQOcHscBccQceyBenKbcnNcIOGbwbFCccvceLcFdgtQardHcAHIzBccdAeazcHotOMbucdhIPfHriHHeHHucblydxHLhBkm",2.56432e+15,2.43128e+08,464,634,4,3, 160
"[101]acKcgbvdcMcmcnaaPeOcppcGcvxfcvpLzzJmCcjccHPHunHMcLcmBmfscEHccwgcickcccccHxmcdLHgjxacEHHBcccOczBezbzcl",5.2022e+08,1.5472e+06,218,226,30,2, 161
"[55]JvycgzKotBtHKcRPMojdwRnIOaiImoyKuEDbilBIDLdJEuHaFAsBQKH",1.56043e+34,1.56043e+34,3148,1398,0,3, 162
"[102]wckcJOcczBcHAMjkcaLMhfliHPcctccKcccjOcsOHMcEicHucgmtizcccENclcdnccEcuPcjfFDcccHpcHfbMqcQpscccclLyjkcNd",1.38167e+12,4432.43,172,273,0,1, 163
"[95]yyvtyymKcCdNeLRacdroccHQctaKjJwcPaqclwweqcfcgtPbjOtFcQCHfcHNcLqobDulfQyHcQHccnHHccKNOeAuBdHoffG",5.49756e+11,6.38451e+08,267,417,153,1, 164
"[103]cxFcgvIcgcPxccQcRlccAcQcfcjEcOFmdccRccccRAicRcpcpMBccwHeEccQbElQcJmcKlczccJQclHHcANqJHkcglohcOccxcwjAcv",2.44289e+17,1.37427e+08,155,460,69,2, 165
"[81]HemcNcqhpyojbHbhjBbuJfHwOnjQwdizFfHJKOwptAvHyMLFFHfMAkryKMKxQxOlJceLfEOoudHQflPbq",1.07073e+12,7.0729e+08,1227,241,0,0, 166
"[101]sHtjacQcHuecccIcHHDcMsccahHccIydFcHjoacycGBRctcecpbbNHhcHNAnOccccHywacncHAubldkHccugecpKzFfHDcHhckxHw",8.57476e+09,700853,388,223,24,0, 167
"[97]AIOHccPkccHKcycccfgchycEccccCclccxcdOcscavccmcnoLjfcnxgcALicccHcHmaDcaDcmKccceoHcMcGcADcczcKFaMcG",4.46749e+09,2.28696e+06,167,226,9,1, 168
"[102]wBsncBwcHFrhlEbhkFcOkrpFyfdHJLtzwjbgzKeucQQBplHKcpcybvHnPGxjMbedvjyvzPwdpAncHHcOvspgkHHaBcmeHEjAOQwcaO",2.97804e+12,8.23608e+07,520,520,10,3, 169
"[101]cmccNhBOaRHccMPBcckccMvIkcMHccMAmccMIqsllFNpevauFKQdoLHOHMLHHnDcEIdMMHkcMfbaMcdAzAHzotdrtQbizHrBcNkKP",2.29927e+10,1.24051e+08,371,241,8,1, 17
"[101]tccchcJcKczCBcigccDtcccsnccckscqcticcPcccwnscdgEnMcbcHbcgcchJcdaicccPcaccecmcMIfcccohcnDcoICcHwccccGG",1565.32,112.08,108,64,0,0, 170
"[102]ccwccHccxBccjcwHccctccRcccgcOcbccaKccHgcHtccscccJccccbccccccclcMtcccclccccMcJFrcccHcckccchcRcKcccFcccG",16775.8,2398.21,53,95,0,1, 171
"[98]cchcncAcccuHhgcccHucHpccccwKccxcckMcvccccsceccecccccuPdocccccHcrcavccccJccHcclGncHcucpyvccBzycHcnG",669290,1895.37,88,131,0,1, 172
"[94]HizcyHapIogzisEHDNLOvKhbEDmvsPyoeaKJcQMGLyHncKKPOHBcDshCvbKaJzmuxKNeycQcwldJOBenjzQwyHybnmHEHi",1.46011e+15,4.93593e+07,482,419,78,1, 173
"[100]usJHeHQhNNcpNKglPcCoANpEbmnrHbHluzJEHueDLNlkPMhcAHncQKejIDixhQcAFAHOuQuQjyHbjxHKHHcgAikHrayeaanKQHMj",1.69568e+12,9.61917e+09,621,245,0,0, 174
"[94]myHMCptcccaLbHdEfMfricdKFmahHHLHaccmcgescycvcycqccpRBfcwMcHicxPsOBcakecsLcQccFcttxcccJpeckOcGA",7.45445e+09,669291,247,259,37,2, 175
"[95]cPgvcucfDhdRLcMrHMFupcsParncoocHwlJAFcihLmfuxiGtliBPiqabccbHkccNcDcHHAcJKcjHcHRHccRcxcncLccdaGn",1.6866e+08,2.45024e+06,297,185,0,1, 176
"[97]NzhoccxccQHoHAncKNhcuFcvcnqcccuguycJzcNOGuvctgPcMvEHMqctdcvmcQcHnivapcHuvctcHMrMeCEKyccQwuMOcLicb",2.18744e+11,2.41033e+07,223,255,0,1, 177
"[92]JlccLJsHricerccceHycyHmNDttHcHMjchccjtcHcccLrveHKOxFccpnaocwkcJDcHNPHehzHHcLcAfrickwxcqGcdHG",1.08763e+13,5.31041e+14,230,533,0,3, 178
"[101]sCfOCcdycnbcccEfLcModMcDcNaytcHfzKdRcrwLIdckFacydAOcccfcKvuczbcvczgicpFvjIfcHkfjcNQrmcnhIMyAuqccOcRQG",9.19786e+13,3.84591e+08,219,326,12,1, 179
"[90]sbholcEoQPBLCtgAcacOmmANaLpGflcuLfvytjEttbdyPOvuIGHKNHNHqcRPxPoMifHzcAceFkMjvKhMkiPbFAugiv",1.32154e+17,8.72708e+12,425,385,0,2, 18
"[103]gcQcrccNHcGccDccAcPcccQFfcccxccnPcJdIHKpcNcocwcceHqcjlcEjcMxmNcccxcazccdDrcccLcccsodccKcNcccBcccxcpKccG",1108.81,58.19,74,79,18,0, 180
"[96]cccqccwcHmLHjcniaLtOnpGlcmapwJHPlseacotHtjcazEHQJyuhBHlmcwAHHpkchdcyvycMyMQccnApksKcHmcsFcKbbcbD",1.89785e+12,2.28696e+06,212,1102,600,3, 181
"[92]xicoOvcwkcccmutnjHCccNfgfHHPecFxxcsbactxczgricccntHhcxcJHHocPcqglclcJcLicRHcJcjHHBmcLcrlccQG",4.82662e+09,928796,307,216,22,0, 182
"[95]iHJrpaMHeHaMwghgOacHetHHuoLLtFDdcEQprsBPccymcfKJFENyHIOlrABHxpwcmFOzHeHcJkfOcKOxgNiORaLmocHMFtB",2.56777e+16,8.23608e+07,495,369,0,1, 183
"[102]ccPccAcgmDccKcicccRbcKgAEjzcLccysiccarMLiccecPccMkjccchKMcFytcBcxqccEccMvcnldHJcHHtoHcxcNcqcmHjccbHhHG",6.41886e+12,2.41681e+09,156,288,0,1, 184
"[98]HmcHuecccccccccashljcBccctqeccccLHDcJOscccccfHcbBcHkNccocJHwpcsrecKjcgeoBfNxccQzhcjcHcccEcncMtfcOG",3.26333e+21,6.40166e+10,158,434,3,0, 185
"[95]cxcccxzcPccdccccecbccdlHOGtccaHjcdHHbcKcRGmgczcLEvcJQcOafcsJcmcnKPucwnHxrocccdyJLBQrrGcwBeHsHct",3.80574e+11,9.40875e+07,219,237,5,0, 186
"[102]cJcjccccNccEccgbHcocbyjcRvhcvcmjccNfcccncceciccfcHcxiqcccDccmHdHHcPccAbcyHcccHccnccxcccccoccccPcLLccrb",1.69113e+10,34354.4,129,264,34,1, 187
"[103]HycGcKGchcoJgcaccmhnAchcMRADcorCbczccccQcbcBaccCplcnskciFcuBJvDddcHicJcHcHHcNNKcncHccOciccBcQKqNfHcQqdL",7.45445e+09,6.68281e+14,179,222,0,2, 188
"[96]CGnOAKcKomcBcMvAAvpkNaaovomQczFcuHHnHuobrLtscdcpclHHHPbxjNrMaLugJOjHEbxcCIaGiQOJvOdFnLQqDzCHsQHF",1.05833e+15,1.86345e+06,510,381,80,0, 189
"[95]nhoGNaiJNkHcdfucJEPEgmcHcdcNutHKeccwcdLFENwOuzecKBHFHarHHOcpwfceOtMcLtaoexcdiRcvctfHbiyMmKoFfHH",4.96249e+11,5.32279e+06,371,267,4,2, 19
"[99]HELabMcMIfRcNCHHcMmHOFzCccycqOHsnnsosDfMOHmfzRxgcBcccPNzfLuIwdALmcOHBcdCcpIcsHhcAhtbcfkeHwiccHQLFjG",6.84033e+08,7.05395e+06,389,187,10,0, 190
"[96]xcJDHmvGuRfwJrHkkvvHshnHFGHpcQGPpEeBGigeyJiFHLyFswhHHHHKJAFiKHmjjKHsKRiBHEHcnugcgnHxnhalKcjGlhxD",1.21051e+10,3.1177e+08,562,202,0,0, 191
"[99]iccccoaOxdcyccQceccpEnccIpnNcKccpstrccJAyLfNcvpqjeHnccQKccMGtcuLkQHBOkcHsHwecPHpaiHucczccHcccCxBzAo",9.17321e+11,7.64375e+09,178,698,429,1, 192
"[100]cHcsKcLycwtcJccccFhgcldcccHccccHcccjoCRcscKpbccAwqcacJcLscccgMpHccHcwccMcPtcsccccHxOCvcccLAccbkDcDjG",2.09788e+18,2.67739e+09,126,501,89,2, 193
"[101]tcBcygccOfcudcjvKzcEccDcQHJLbccKaccoPpPcacOviccHxcagcPDacHRcAqcceHHBQFlcfbdccRfcyknNfmccKfcucccccFccb",2.95455e+17,1.89484e+13,144,378,28,0, 194
"[106]mKaoLzGHhDNcmDgyaesQcccccHlaNniHQrMGNbwmbHwgcmqcccKJHDcHnrebecgNczQctFzyMroHQhxsqcbdoHpBhgDjciDiylqcfcGtcG",7.58462e+11,7.46262e+06,350,259,21,0, 195
"[98]ccccKcoCccvccaOpctcbtfceccccMQvznjJcntOJcQcALcpcwccDHAFccgbdHALeccExEccHkuHHNOKtcKvpcccccccLopcccx",1.68256e+14,1.68256e+14,155,285,0,0, 196
"[99]HmxccscpRsNHxcaHMyccrdFAcAcycJcpbBHcpccqQcacncnhehczcesLcccccHnyucNcCcHycFCcdklcccioDEEpccIcmnRccKy",1.66308e+17,117387,166,345,0,0, 197
"[98]cccsQiHccHQcHsisNcHDcclJmbcBmccccBchcPbccHcccFccocHsHccciccbEcccMqcpccccccbcacMcwnfpdccPHcmucecPcG",6.05772e+07,1.11678e+06,98,204,29,1, 198
"[104]ccqccHcxcEcQQcvCccKcwcAoctcNdOGcQpcdcccccIbwQnexccOcROAmycilbcMeccDeIeqmePcceNHfccFucDrgcccHccmlcIDBwNdG",5.41451e+09,6.074e+09,144,207,12,0, 199
"[95]zJcQcnbHNLicHHczcRcBccwclBqcuwaccctlubsGPbcHtcJMxfcGIbcFncubxscHlckccclcCccoqHczdHRPfcRkgcMCcrG",3.80574e+11,559490,220,233,1,0, 2
"[84]pCHHtmcxtgHjoQHmalkPBHnjjriHQFOsbJhyJoBKNAczLHwJwBHHHHoPhPpNGicHmciocIzQHyubAoDbwHab",1.33011e+18,2.66461e+14,1016,1093,352,3, 20
"[95]cnzQMkhEwkiDvNIwPcrycKycgcLQcHcccKpDAuMytcxedwvFLFKHscccPvIOGcHDxcccmDBoQcIctOGuLcvkdrccuityQQl",4.2859e+10,4.93593e+07,243,216,3,0, 200
"[95]EPzcyssjHJcFhKcocHKcMGcDczcrEwfJjQmnkcLcsdrwhcHjQbwcRzicgKHcMcOfsPdcccPcAscQcccqHjHKAFBdpJHFyHc",1.90221e+12,1.05305e+08,229,246,0,0, 21
"[103]uwuKcicccsiccccocjlLcavPubcgxygcirdbIHlcifaNNHvFdoFRDeKcywgncpecAMjePctFctywccccOqcRcHofzmflHnhcNcHjtoN",6.84033e+08,2.1673e+08,343,182,5,0, 22
"[99]cOcGcogccabiuycccKHcicelaacHLHnFMccHcciccsmEcCcMpzJmcKcFdocJvcccccLcHRcucPccccccLkccHNNRKgzrcboHgcB",1.34741e+20,4.67901e+17,177,1010,187,3, 23
"[100]zcKlcccOtspaCcsPmcwqcccgccJctDndHEcatcflvucHcLKQccnBHgcfHcgfMnHQcFcbcpcqjHcHlcgmjPpDccovegcccOtuQccG",2.95455e+17,389545,192,401,51,0, 24
"[101]ymebrAszoHpNHpiPtoqecEdvEmOcKoPqeaxclAucpPfOvMsrfQwHgHKcQmcBcDcjHLeQfdGeecaRcMdHJqyNAyKjHtBqiquFywcrG",5.20831e+19,1.3891e+16,344,487,92,0, 25
"[88]qnhxrPrLxlFQmAahHagpJQrsHygKLHKpdJKbKpREcPGNzLHBJqKOGMMqeRxCGKBNcLfBEtsxvcyHboxaMQCBbhRG",4.93593e+07,5.43557e+08,410,173,0,1, 26
"[98]fEccucMcBrRFcadRircroHqccLMLHncHycJMqccAPcfPPcGHcspcnvcQGbcHcHcBcHHytccLxHrciBcFoCPpovMcpkDccJljcc",1.20582e+11,604150,268,229,7,0, 27
"[88]QBFHHEFxDBCMbmJNymkmfppDuKqmFpDrEJHxMDLzFmbHmbkMIHhHHyEdKcHHHqikaoPzhxJGELORxBKcwcuFsynk",1.02199e+24,2.99808e+17,973,481,0,0, 28
"[97]cccccbHjzcHccbNccoccccccmcccQcGccckccDccccgctlrcccccccccncicttctcvLcpHccHgcccbnlccycwcuccJccHeHog",4.88317e+06,2973.58,88,134,0,0, 29
