"","seed","merit_mean","merit_median","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","task_quality_mean","task_quality_median","task_quality_max","task_quality_min","task_quality_sd","coverage_mean","coverage_median","coverage_max","coverage_min","coverage_sd","seed_order"
"119",113,353360.04,518919,138.8,184,76.8685090057539,59.36,9,94.1328869420268,79.44,177,170.851954343608,0.10970297029703,0.146039603960396,0.146864686468647,0,0.0620317334008198,0.114521452145215,0.151815181518152,0.153465346534653,0.00247524752475248,0.0634228622159686,119
"120",112,433360.4,558969,181.76,182,3.99018999066663,9.19,8,6.7160218503925,172.57,178,8.32333339401221,0.142384488448845,0.146864686468647,0.147689768976898,0.13036303630363,0.00686743679373945,0.14996699669967,0.15016501650165,0.154290429042904,0.146039603960396,0.00329223596589656,120
"121",135,752089.15,558969,192.84,198,12.5253036818766,14,18,8.28775414010748,178.84,178,8.83258430214767,0.147557755775578,0.146864686468647,0.159240924092409,0.139438943894389,0.00728761081035287,0.159108910891089,0.163366336633663,0.172442244224422,0.144389438943894,0.0103344089784461,121
"122",160,758526.135,558969,214.3,205,24.5301298962576,44.34,54,17.6853646050095,169.96,178,23.3064433801106,0.14023102310231,0.146864686468647,0.157590759075908,0.114686468646865,0.0192297387624675,0.176815181518152,0.169141914191419,0.213696369636964,0.159240924092409,0.0202393811025228,122
"123",33,880612.358,698641,202.53,186,29.6506442943607,29.01,22,16.9339149267815,173.52,181,18.3614000038399,0.143168316831683,0.149339933993399,0.162541254125413,0.125412541254125,0.0151496699701649,0.16710396039604,0.153465346534653,0.203795379537954,0.143564356435644,0.0244642279656442,123
"124",19,796614.96,752563,162.31,191,65.7232789347838,281.15,11,562.137809319625,-118.84,182,627.548198800843,0.122673267326733,0.15016501650165,0.16006600660066,0,0.0599558671462101,0.133919141914191,0.157590759075908,0.169141914191419,0.0231023102310231,0.05422712783398,124
"125",45,946218.59,752563,191.48,192,4.87931109560323,8.79,10,6.97368067968574,182.69,182,7.65769567365425,0.150734323432343,0.15016501650165,0.162541254125413,0.143564356435644,0.00631823075384014,0.157986798679868,0.158415841584158,0.163366336633663,0.151815181518152,0.00402583423729639,125
"126",48,1285861.2,752563,222.51,227,12.7354551619413,39.35,39,4.64578662158878,183.16,182,11.2175187663194,0.151122112211221,0.15016501650165,0.16996699669967,0.143564356435644,0.00925537852006549,0.183589108910891,0.187293729372937,0.202145214521452,0.173267326732673,0.0105078012887305,126
"127",52,1072403.48,752563,152.56,196,84.3676801538685,176.49,13,293.980673280789,-23.93,182,377.960803242716,0.117483498349835,0.15016501650165,0.164191419141914,0,0.066668958007418,0.125874587458746,0.161716171617162,0.174917491749175,0.0033003300330033,0.0696102971566572,127
"128",58,3013883.945,752563,201.18,198,38.067292888762,16.38,16,10.6740315483396,184.8,182,27.545371203661,0.152475247524752,0.15016501650165,0.174917491749175,0.117161716171617,0.0227272039634166,0.165990099009901,0.163366336633663,0.198844884488449,0.117161716171617,0.0314086574989785,128
"129",181,3037184.28,752563,264.61,240,31.71269223016,79.34,58,28.3385806192751,185.27,182,17.8415330908054,0.15286303630363,0.15016501650165,0.182343234323432,0.141914191419142,0.0147207368736018,0.218325082508251,0.198019801980198,0.250825082508251,0.185643564356436,0.0261655876486468,129
"130",109,5038732.76,940608,145.4,194,99.4006280085033,117.8,12,161.818891157224,27.6,185,260.225038585972,0.114339933993399,0.152640264026403,0.184818481848185,0,0.078082467868203,0.11996699669967,0.16006600660066,0.194719471947195,0,0.0820137194789631,130
"131",18,5718567.03,1013210,203.66,221,38.2002221158067,21.53,17,9.16014092785596,182.13,186,35.2169767945157,0.150272277227723,0.153465346534653,0.183993399339934,0.111386138613861,0.0290569115466301,0.168036303630363,0.182343234323432,0.198019801980198,0.122937293729373,0.0315183350790485,131
"132",31,1911306.4,1013210,158.66,192,60.6968323271112,595.32,6,888.34033063365,-436.66,186,948.771573875366,0.111625412541254,0.153465346534653,0.172442244224422,0,0.0754864798556411,0.130907590759076,0.158415841584158,0.172442244224422,0.0569306930693069,0.0500798946593327,132
"133",65,3869759.81826,1013210,172.1,190,58.0717946453641,8.05,6,5.53295909650852,164.05,186,63.4431862282143,0.135354785478548,0.153465346534653,0.181518151815182,0.0511551155115512,0.0523458632245992,0.141996699669967,0.156765676567657,0.184818481848185,0.0651815181518152,0.0479140219846238,133
"134",68,1616468.1,1013210,133.28,192,94.2404060974598,26.12,6,30.9679795526889,107.16,186,125.190821621163,0.107475247524752,0.153465346534653,0.16996699669967,0,0.0760670967487226,0.10996699669967,0.158415841584158,0.172442244224422,0,0.0777561106414685,134
"135",167,1001966.8,1013210,217.93,217,19.8541423813009,37.33,31,7.07400276728212,180.6,186,14.3737977099325,0.149009900990099,0.153465346534653,0.158415841584158,0.131188118811881,0.0118595690676011,0.179810231023102,0.179042904290429,0.197194719471947,0.156765676567657,0.0163813055951328,135
"136",177,851705.1,1013210,136.26,186,85.4391649601686,47.97,2,75.2363890841675,88.29,186,160.637699828093,0.111658415841584,0.153465346534653,0.156765676567657,0,0.0699939768024089,0.112425742574257,0.153465346534653,0.158415841584158,0,0.070494360528192,136
"137",183,1544111.56,1013210,196.87,193,6.99156056913757,7.34,5,6.81385990967578,189.53,186,7.04309246816706,0.156377887788779,0.153465346534653,0.167491749174917,0.150990099009901,0.00581113239947777,0.16243399339934,0.159240924092409,0.168316831683168,0.155115511551155,0.00576861433097159,137
"138",44,3050454.2,1091410,172.19,200,67.1396396484313,28.66,13,32.6846641825684,143.53,187,99.7018236360982,0.124760726072607,0.154290429042904,0.178217821782178,0,0.0710038190120604,0.14207095709571,0.165016501650165,0.180693069306931,0.0445544554455446,0.0553957422841843,138
"139",133,1359937.14,1091410,202.88,206,4.83522429049511,14.22,10,5.06239852124255,188.66,187,5.73527099040083,0.155660066006601,0.154290429042904,0.162541254125413,0.151815181518152,0.00473207177425811,0.167392739273927,0.16996699669967,0.170792079207921,0.16006600660066,0.00398945898555703,139
"140",3,1772295.4,1175640,138.78,192,91.4942819872566,300.27,4,457.100012374897,-161.49,188,548.45118002306,0.113044554455446,0.155115511551155,0.171617161716172,0,0.0745876961401802,0.11450495049505,0.158415841584158,0.172442244224422,0,0.075490331672654,140
