"","seed","merit_mean","merit_median","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","task_quality_mean","task_quality_median","task_quality_max","task_quality_min","task_quality_sd","coverage_mean","coverage_median","coverage_max","coverage_min","coverage_sd","seed_order"
"1",10,5530481.34,4142250,244.11,246,5.96944238804953,11.99,8,4.63298450834292,232.12,238,10.3740936077239,0.167893140855615,0.169092169092169,0.178104575163399,0.147368421052632,0.0121255527567423,0.176679635337527,0.174636174636175,0.193627450980392,0.157236842105263,0.0128180095331259,1
"2",88,7464570.1,7355590,264.68,262,14.5406987174592,25.43,28,7.72802194822991,239.25,236,13.6028628894023,0.174690874703323,0.17546468401487,0.180555555555556,0.167763157894737,0.00470364638995072,0.193377084243232,0.194795539033457,0.20343137254902,0.180873180873181,0.00783929654732298,2
"3",192,11273107.6,12571400,249.27,250,2.48979736305807,8.98,8,6.98191024770948,240.29,244,9.22260617431237,0.17731904290285,0.181412639405204,0.186274509803922,0.1625,0.00882333501629597,0.184385176336561,0.187360594795539,0.200980392156863,0.164473684210526,0.0141765474983382,3
"4",147,53909983,28088900,273.3,276,12.0533326629123,11.56,8,7.91663636357837,261.74,256,10.2105313032648,0.19284627135586,0.190334572490706,0.206699346405229,0.182952182952183,0.010173049108722,0.201271515745541,0.20817843866171,0.209967320261438,0.188815789473684,0.00959021040371543,4
"5",44,54316436,68104300,279.1,280,19.9263796526265,11.98,8,7.84055759715745,267.12,264.5,20.0299170182399,0.194668984963232,0.20016339869281,0.203742203742204,0.180921052631579,0.00901547953903934,0.203502765510402,0.206699346405229,0.211365211365211,0.184210526315789,0.0104509377138301,5
"6",34,409766419,106529000,308.66,316,26.1770274797726,26.17,30.5,13.7921475243464,282.49,286,12.409262588075,0.205185948341981,0.205128205128205,0.233660130718954,0.173026315789474,0.0218776721506715,0.224538034535517,0.232848232848233,0.258169934640523,0.175657894736842,0.0307519786540245,6
"7",140,406039276.4,128821000,312.21,337,54.2248023686504,29.31,24,23.8665037238386,282.9,313,33.7936399491103,0.20450252698725,0.207236842105263,0.23271375464684,0.165627165627166,0.0241737174590626,0.225197788744858,0.25,0.250557620817844,0.165627165627166,0.0346612351991913,7
"8",107,186022801,136756000,303.26,300,7.74286246758388,17.03,5,21.5131883440664,286.23,297,27.8491082134209,0.20663478358273,0.207900207900208,0.220817843866171,0.19281045751634,0.0104588144504781,0.220031904078459,0.223048327137546,0.238562091503268,0.205263157894737,0.0121425790950735,8
"9",36,297405611,233048000,338.27,352,22.6085953977372,41.77,32,18.1708252121055,296.5,322,30.2639900031224,0.212484494431188,0.213815789473684,0.223146223146223,0.192565055762082,0.0114828746388812,0.242888566147374,0.245098039215686,0.249480249480249,0.231578947368421,0.00742193685125607,9
"10",47,382823742,271809000,324.66,324,6.37739061929808,31.3,34.5,13.4678817333625,293.36,295,17.2243191945915,0.213678367855129,0.215523215523216,0.229575163398693,0.201486988847584,0.0113775512506379,0.237161244375117,0.22973823122522,0.264705882352941,0.220394736842105,0.0179792972675512,10
"11",179,474524143.2,383064000,306.75,304,40.516706867088,19.46,11,9.56996564383814,287.29,272,41.1015728765858,0.207992351411056,0.219330855018587,0.230921052631579,0.166320166320166,0.0264499804843675,0.222687785280613,0.2375,0.248366013071895,0.173943173943174,0.0308380896418595,11
"12",21,833358600,397337000,325.92,335,16.0533705828623,14.21,12,9.80547672157625,311.71,320,18.0533972291963,0.222388861756258,0.219736842105263,0.244281045751634,0.214869888475836,0.00929014691869702,0.233000533158647,0.223791821561338,0.273692810457516,0.222368421052632,0.0169974770275858,12
