genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[102]cmcIcccccclFNcpHcccrccBcvKcclAyBccAjcczcccNccHccBcuccyccDccnrBcEccKpAcccBcIcccecfEccccccccdcRHmHOcKMcG",153194,55207.5,82,212,0,3, 117
"[95]tLRcMEbHLbrleccvePBccFoHtHDbcccHsLarzQCmfpcfncMccLcwwxecHFPjPgurwcocccdcccyBcKccJcyPcFHBccccrHp",1.86564e+17,1.8729e+16,249,419,73,0, 118
"[96]tjiHqcccKcxccFciccccOgccRKJecEcDcGAzkJIccRcoBxNcgcjxccjcKNjdcHcclcFccKyccJyJctcsdcccccJkAEucHvbM",4.99412e+31,5.91984e+28,131,1296,0,3, 119
"[98]cprjccctcBcccwjccDebctHwEcELcCcmAHABJOccKccgeccjHbfcccqccLcpGQcqcccHcHKRxEnQfcsPdccrMcGBcnmleEobdo",4.80792e+10,1.24385e+10,118,214,0,0, 12
"[99]ukehwHcncpHxuxcocJKcHvMmcHxnwbgdHbtacsJxQrHigQccBBctcccFdKHFcBccpccMPgPcOHzldAQHHczMfHJLybKchcNcIaF",9.72008e+16,2.15174e+14,319,670,288,1, 120
"[99]ccccccQccczccccNccscKlcwccccucQcPbacONBccccocJucsccIcuqcccCccuccccKcccccAccuxccccxcxDccHIctwvcccOcG",1.07105e+13,2.30179e+07,62,293,0,1, 121
"[102]uKLczcHccNefOcrdHcknnFcodckOclMxlcxccdcObccJcxOpGcumFHoJccckcHgcxlwcgccRceccHHRcJcacDIwBcccbKcjHjcCcHc",1.53064e+12,4.45552e+07,156,280,6,2, 122
"[97]vEccccewHcEcJcccqcccPDadcPcccBOldccHccDccKcHHDHyBcCphAccHccchwGGcccceOvccOcccwcDcccEAQccccwciocPG",3.83655e+10,7.64375e+09,88,238,0,1, 123
"[105]vxxDdxfARccNcOJcxdxLNccHcOegucvabHcKcMcQcHzcRFmjOccLxuccvOugdcsNgKcecKhgccccJFcmlKJFHcdcNGmpcGQccgKrKfLyO",4.26929e+11,1.24385e+10,191,284,51,0, 124
"[100]ihOxDKnxopcPucvfDcnHCRvoytoJvmzFlcCMfhHsJcHesMsHobodAcgcHwtcaccdLADeNmPpccdHudmcPDFqCpukaiEvxcFRmQze",8.44261e+13,1.30743e+09,384,279,0,0, 125
"[93]xOHPmOnOwDatbzQLcxkBJmcMmpuHHMGKcnccxpyBcKhphaxubnFrFezcpaaFOkrHiuLOcamtecOOborMnQfzFjAHcoczq",1.19186e+14,3.1177e+08,367,282,0,0, 126
"[96]LtcekcQJcdcLcuvpBcKfMcctccOGKQccrrsAPHccyrczyccwJmcgcEcHyhuHqccuPcEpcMDcyxccHrcHgHtpacDchaojcNcG",2.54718e+10,2.43514e+07,201,235,1,2, 127
"[93]ccDccsoQJzcmcocsLqcccPsAolfyvcecFbEcLOcbogHnyyxlbcHcKHwcEccaJpcdCPxBcysJHsLfBcQccccPrMPocGFRM",3.05962e+08,1.00808e+06,229,183,13,0, 128
"[95]cccccpaiyctODcHcxuccncvcJcnccekccicccrccKcgcCccDFhcPLHccHccoocQABcqwccckccccrcFccjccmccccnccccB",1.35269e+11,49667.6,94,223,0,0, 129
"[101]fHMcIzibdKxhchcLPcFewtecFcCFxxRgDnLlqcJRoAOtwacgElhlPcbRqCkQLohpvwpzgInkPswcqCccKcNnpdHHyJosHxQfPcPaG",3.34025e+15,3.04776e+09,359,311,0,0, 13
"[107]acLhCccvHpzyvpqcKLHMBccvcxzcwEycbkuNcIcveclFnOkDcaNyIacPjIaMqcLckNefcJNPvQkHwcNOIENrdEugwkhcBKcKBFRmcHglqtG",6.10668e+13,1.77282e+07,268,316,6,2, 130
"[98]FoksHJbnscwckbdDcPBHDcGBccHHxcwydsfmnccmFcyQbtkLdMNjhcAqCNdfceabItuvJcAycycwzhpvcGtjRxfcqguwOjcBcH",9.61917e+09,591903,249,200,0,0, 131
"[91]vbQbGEArcjcHzNQhoapcapcduycHFdzcOhzefuuLcFcJJcdHhOcKcAAcmncJtnchcDbHcbzocutdIHcdkcnHDcnccdM",3.35324e+14,2.81426e+08,297,315,24,0, 132
"[93]FccdccLcpceHcocaOtycicLDHccHhcncalsiOOcpGczFEfHylxMcFKtejcccFusmAccrrtJccFmcxcoGfccjcccOcPMcH",1.91704e+10,5.2022e+08,173,206,0,0, 133
"[103]ccApccKccccccQcqaccwccccecchHccckccccscLrjHJccHLcMAycocHcfcDcccccccCcnccccicccHLoDyccPfPcFgccbccbKHcccG",1.9245e+09,130044,65,186,0,0, 134
"[94]kLtDacgKvHahJnrsLdbdxrLooHhHuNcCcxcicdhfmJfHLIQyKmHcwbfFQGRbIejdHylnhafzBsMPpDJncJPAdOpudJJKEl",1.78236e+11,2.54035e+08,486,517,57,3, 135
"[96]wtecuIhCcPcrlkHMlvpcvcHpncHfBccOdhxcvfFcHMgeeKcNcHfcRcgHecEdcOgPNfxPccKAkcdcLbMIKHuOKfrEccEnccBo",1.32154e+17,2.80672e+06,314,876,176,3, 136
"[80]vKcQguuHoHvMCHbJHvaeQHHnHoJQxHEvetwceqRrjNNMFfNReRDKkPBpNbdJbsmJeJFncerHHxBcHHJL",2.22294e+23,3.86756e+16,1260,614,89,2, 137
"[103]ctccGsnvcNccolonsKccMcJHLcbryNMpoHgQPrKlcbcdDcDcIplczPcGyFatuaccrzJcghDcHccFejkoccklHJLyDcrqIlcJocccmjl",3.69926e+21,1.44452e+07,200,485,0,1, 138
"[99]LcctcccoHcccJcJHccccnncxccKDmcpcccLocrcHIGrtDcctcccncchccccJccucgFcwcAGHGulcccclcHcIsemhcchHcccHeHf",6.09763e+08,97628.5,110,176,0,0, 139
"[102]lccfccccvocctDcNkcvcucGccqrcccQccmoNjccxjcccFccaccachcwvcctKcccPccceicMdRcDcOGncIcHqpcNdcMcccAOHgmcjIF",1.84942e+08,2.31164e+14,105,354,16,3, 14
"[94]jcErcaHKcQGrPMjnyNcHNccoHCLckcwbFnvvccxfpJzEJkcccjyPpkczKROQOcLqjojKcEgvpjcIEaeraoEFLbOaGfJHzH",2.63146e+19,1.97454e+11,342,874,80,3, 140
"[98]wccccJcccHsclMccHggccbcccDorccwcsocccfcLDjlrQcOQoccJHDcOrxyucccxcuNcNccAPmHwdcHGtQHHycGOcqPfeuMciG",8.54153e+10,1.77282e+07,143,234,15,0, 141
"[97]JoMcctcccczcFHoGcBcgNcMmAcvrJccKHccfcocGLcGQHcccFzcucsccictApccPtNcBcccHcKHcxccHcGpcsccHjccdnqHnG",1.12279e+10,377208,121,226,0,1, 142
"[100]aeNceHcAHwfsweFOtscluMBzPcsbrFrKucLwcwdcccctcqczDsGNHDDbKycarcjQMJiKcEgAFcoKccFmiLvkMcfcPqcdcucHbsNG",2.68538e+12,3.83541e+09,256,267,18,0, 143
"[101]HlcOjcBHJtccccnHcakcHbcOcJaFFhscccgnGLnHHogclcOHcdlhCcNGuDccjpccbcrMccccrPFvDctBcoceccrHlHchccscxvCct",8.50843e+11,982605,183,239,0,0, 144
"[105]ycOPDcfcCdlEqccOKcDBcsPRccOciHwclaMcjPccBzaoyHweIKcccJHDHBvgkcBcJccHdaJQGccHHDcgcpAiLmcOcJjKHckcxkccsvzcs",6.05772e+07,73669,207,176,1,2, 145
"[99]cHzyxaeeLptucdajHmfkJAHQEhccJcFxojQbzEBjenAhKseGzmrdfxPKyKcrHHodlPRfHcpNcHcodcbbHOsQeQsvLLHxocHHOus",6.05046e+10,3.64018e+09,448,216,0,0, 146
"[103]JisccAcwKcpHccpccccqczbHccucJclchnocJrcwctHtDceccccBicecvcczIcHcFcaHocccKcHDcBctcHcccnedccBNcscGNczAycv",4.31931e+08,20171.8,126,177,4,0, 147
"[109]HLJBcccocoCcuqccIhlcavcHHcPcdAjQocMvicbcKJLtHcokFiJtHwdcejHdcJeIcccKcHHwatHsoGncRcecBcdoccvddHcnFFRsNacvdecpG",2.71685e+09,7.43447e+07,226,203,14,0, 148
"[91]jcLiQclwccccnccAHppHLccCbwbcsMxKcyctNHcngOccBcfDeeacoMvNcwlPccRdQHHcMAbeJAKLoJdHuMmHjcmciEv",1.81562e+24,1.72222e+08,280,615,129,0, 149
"[98]cIcmKcaccqccicecLchcRcApcPaHcPOcbtyrcOciHmHcxcpnxsPHDxdwoAFcecHHioKBpcdcckcDkQMjcccMcRnovcyvHHBcpG",4.45394e+22,5.2022e+08,310,1227,301,3, 15
"[106]czIccojcPccExGhEtecJccxIpdDArcFQcOjAcckcccImbMgKecnjiavPhQcjvcwOsHwHyHbKcscnLGcqczrdmHtHsMoHdBbPaoFtHaOgBb",1.09172e+07,3.44461e+06,333,147,6,0, 150
"[106]duvcNjcgKevzDcxdfmuaggHccjicchcfRHocqAcRcjhitcrHnohcpOQoctcoGcrocckJKcNxONMbmcehcwzpLOcJDczboecuLczscMdhcL",1.79392e+12,1.37386e+07,220,508,7,3, 151
"[100]LcdJdcoHHPdccLdfccLwccHMvucccccnflrdqbacBzcHlBeKvcAcaNcglKDcocdHcQnHzMccNcccHnjccKpolcAboPcEzgMcGaPd",1.66308e+17,1.72892e+07,184,399,54,0, 152
"[102]KQHRcHrIichpucEQyacmORRcxiJfiqrctNHHQJcMGcMxcsFkkFpaQvcmcbccccNcRdcpccLcQKJpytBdOksEcHHHwcbcHDacctcNcn",1.51157e+12,7.83552e+08,346,298,54,0, 153
"[96]HbnajdccbaGjcwLEHhNcsLEcpzdcNcnynHDfxBcKoccqlBEcQccdwHCczJLcccDcjiLwjRcpcxHrLfgjcccgoctcmHcaHcnO",6.78741e+10,1.23087e+06,268,227,10,0, 154
"[102]cRccccJccMGchcrcqacccAncfzdAgcHzcHcBCccnciccDchEcNoRnOedcscbcccccPCcqccLrcxccciacqccHcHcccHccAccpacfnn",1.08328e+09,3.44461e+06,167,188,7,0, 155
"[96]nycwzHtcczpbmmkcccehqcclcxIfxjaNeuccaQcRccaxhcOcFgyNcHoMQHcHcHscbPsrHbcaHoEIemcxQcttcFuGccucHcBb",3.41898e+09,55589.2,312,206,15,0, 156
"[97]pJitalpcccsmRfclclcORHsAcCcHwsPGfzKFcgbHJusHLcctcxccckkcHcqxccojcyNecgOeJRccndlpfAcEceHcAaccRcaxc",8.4099e+14,5.39202e+08,186,306,7,0, 157
"[90]MHfPclccqcciDctnQcccccxccgccBFccKchhcBcccyccwctBPcBcccBcgjcecciHcrocCtFofcvHMcwJHgdvKHlusp",6.8198e+19,1.94705e+06,130,573,127,2, 158
"[110]lpHcAkHcpGHcOCrcOpafxPyvcrueHcssKOcmbcMxvcBqccOfKqafcdpwMccQcJHriumrnHicccdGocxNHGHofbdnekhLcbqccHxaCcJcyncczH",9.61917e+09,7.05395e+06,306,236,36,0, 159
"[99]gcccssNnKvbcxcLCccBcJickcRccfwvccOdjlcaHccuhcOxbujcHcMwcPHscswexccPleocNcKcJfpsbHHHDcotcHecLcHcHieA",4.70334e+13,7.09191e+10,206,565,6,3, 16
"[91]DHMKcOlHQcwHocJKCcjugrfFjKchdkxPNuccccjOokEHMvcKcAlfpdBHovFLcaHhlpweOeMxcJFmNMiauDffbNcocaG",2.64367e+11,5.7044e+08,363,467,0,3, 160
"[101]cfcEtNfzLbJvccOcocGbzLcvecHmBcbhcAmehcHzqvaccbwcccRfkcccMMpzckoohCcycfAlxdcfucKtaJPHacxeucHwcbCdcccyC",3.02418e+11,1.54187e+06,205,230,0,0, 161
"[103]clcoAwfNPrHcgRPutHzycORaccqJNcyHLomeHwjdngAtccbgakccsoGQfcPHpEFyHiHlNcJKcsvPbccccCbecscbPLfOeRuaopFKcgC",9.43423e+14,1.52335e+10,327,355,55,0, 162
"[101]QHQfeclHGjbccepcKnxofnPROcqDcccxcaHasddcPcNzcHPIODccBcicccAGDOFGFdcndccmcdtcccNshFyqaccsFHNcgcNfoJcpG",2.71685e+09,144806,290,194,5,0, 163
"[100]ufcxmrJHcyQcccIcFMyccijlQFngcmocbbMscvcmaAjcjcccecHcLHgKwjolcccHcfoccywjFcctccPcxdccbcFfHicoscQchwDG",1.06532e+09,444359,149,226,23,1, 164
"[99]cAlsclcQfrccicbcHcMccmcccbrccycHcLccbAhHcRdcrcRtLCcFpDcxcHBccrcxcnvFNDcLJcacHncvHHPLcjzcCffGPdccncG",6.05046e+10,4.68329e+06,166,225,9,0, 165
"[93]cHgcrcfhcJPAcutHPpLgFpKziHOHHvlcocFcHBJthhrHNhNcjzbkrfaDcHdHLcOcxNGcsJctQccIhcLdIdcxcclHLHDcO",3.36629e+13,1.52245e+08,331,271,0,0, 166
"[103]JAkcccehjqccwmfBtcDcctCcQccNwccFHNcAAczcccMfHcHPccFwHohfpeacncNmcjcdHaoNHPcixacjyclcjcntzyHhHgcsQGFocze",8.57476e+09,909968,209,214,15,0, 167
"[93]tcjfKcocHDccFcccuodmwcccbccgcuccBncIcHlHfccHwnxegHBcccsccHsaplHqccocoInOGOHucvcHNcnahcaMfJRPn",4.15598e+20,6.40166e+10,338,1047,204,3, 168
"[92]cnHCEiFpmcCNRuzOcMCBcHccicdpNszaKPcLbaoudccDEbfcfMoccnmczqddcHsxecMcrJHcxcwcocciwxccNdccccMG",3.03595e+10,9.59055e+06,195,217,7,0, 169
"[94]cuysHMocckxccBtcjLcPyNcpLcdBncHccsiFnccIJvHcgLdLcvvhBcscFKcHOGcxccwmcbtcvHuccPPcdxzcccejHlfvcn",4.02187e+07,6.73491e+12,185,178,7,2, 17
"[105]ckRfcNcHhmIvLKccKHcnqoOmsrcrQbfMfNtIzccscHgcQdcceHcxHlaQOnchkHorIJshnscqccNHzHHcHlHRcwnokkCccchccfzbchBHK",5.01604e+19,1.12279e+10,306,660,217,2, 170
"[100]zcLmHBeKQttbzucieaJQiHuNBccLcBgcoemuumDccdNvEcicEEkxnxeaHiqccFKcgcuwoxomacqccFgcRcGHzkRdCcccHccQLlHB",3.43228e+08,669291,233,171,0,0, 171
"[97]wFLQgdcnOHsdcFaPacxlcccqbacsgDcFHpIMztEcNpFwMcQHMpQcHcANOcJcDccEcoGPxaGopHdlBjcHdoHtFEccrcobdbJcn",1.91704e+10,337027,301,216,10,0, 172
"[101]crczlqccccccDcdcHpEgcbsvQccccfAcodccHcacfcvDcDFpiJLccccFcHcHotsccybcFLcxcJccochqcccccgccFFHyccccHxKOG",1.67604e+15,2.31671e+08,132,318,13,0, 173
"[100]oxJzcvsxeAtLNNzdsHycMDockNNkccKcRpcmOcfsMcAFJLqREOJPuKtxsDIFRGMLKdogEIvGwIsRqIevjcGJojgLzjtCbRusGLyz",2.72085e+21,9.72008e+16,447,595,113,1, 174
"[101]ArDccLcKKccdIcHmccLcccPkOFocIckEdHucwaMwucLbPdLKcAcOcybNcHNcJcFqEcBccFcchONcqcNfMCcaLrjKztccGcccEeaEw",1.89369e+18,5.79412e+12,219,411,0,2, 175
"[92]ylcccccxcccMzccccgBxQcoccBHcjclJqccfHHchehHcaMcajfcyHcdcRbpNcNiDckcRacBccdAcvHoEcHEcGccEnJEG",2.40313e+11,928795,145,244,16,0, 176
"[88]ccCLKPIPcnoLFFilCdAlNHfsHmzvfuxccJHQtOmOctcQAiuHaPgocgczcRcNoezHEFxBccpAHpfCrulxQQHruKcw",4.09079e+22,3.64018e+09,415,464,11,0, 177
"[93]BcleQccfFckeLItchcHmcnLczHeAsfccbmHAcHtfebHhczczwMcPccccbcceHFzdmcgHpqjcQccfiwrgckAfCcKcocIpO",7.77186e+21,6.05046e+10,285,1154,259,3, 178
"[98]OPzvcccccccpcgOfEPecBccAQeccOaecLyBHcJPwcLbyvcHrcvcfbeRcccrjDccKccnxHrBHEcoROcmQcccJccBcucogccbgcG",3.04776e+09,69634.8,157,190,0,0, 179
"[97]ODcdHsswswNPFFldPmHfpzHpiOIJkHOKmcJfPHouacyEMvHJEHuacHFcolcaHuHMvbeczHhmgnyKHGHgdHHGOoANddpiHkpcm",1.03798e+20,3.1429e+14,588,401,0,0, 18
"[100]yccccccDcvudecNBcBccgccJcacdQOcccHlcGcABcccKccHccPccccccccclGHCccccHcDcqqcscckccccHEDcGcrcccrbRcekcG",1.36854e+08,9700.87,79,163,0,0, 180
"[90]gcJBbHarvccpacQmHCxIutqHiMaDbkajflyIvcMiDDvtmogjJOezDOAHLoccKzPHswdKwvhOcGgHbcHffNxdQcJtat",1.61755e+15,5.48283e+09,470,342,0,1, 181
"[99]PccccfGccyuccLcxNJAccQcDFctHgjccRMcNccHfgccqcccmctcKccHOccPcwoMccHccccsHccqccNclcLotdcqcccnAccLcpcG",3.30357e+13,1.07073e+12,110,310,6,1, 182
"[97]cfpsofnhFwchOfkyaiCzBLtmILFmPOCxcaohsEoGtscBcOccIcicNoPhhjcnccBQHHccOcwHCcMBQHoOnMEpHLKceqcHcECcG",1.21995e+08,97628.1,313,162,0,0, 183
"[100]HxcycHwcvscctiacsbcccCbdAHccAeyeyHFcjbbhcKsCccgxkccbrxcFqcclcqcctQQccOcJzvPcvivOHnoHBvcwAxmwvpwFbyPv",1.8729e+16,2.70632e+10,282,333,7,0, 184
"[90]HgcleGKcDqDcjcHQiHsuuOxoztjHcupgFQnrBcaJDdhchOntmaHAKfOtPEuxncEsycamfmbiPDtMtuHLJHgoLmcCfe",1.9245e+09,3.45386e+08,676,186,0,0, 185
"[95]HxccFfgpcaCvnaBcNcHidbJifyMcqbKEcsHEHHcvRcccgcvDcHgccBccMccsGQpHscprxcAeDNpcicHMMcbdbmcNcctvccG",2.14221e+11,591903,240,234,7,0, 186
"[93]czcmccDcHccKcccPpcDcccccocccxccCcRjcoccccmvccccIIccxcKcccccdmccfccAmhccPPcRCcfccEIckcqKcccecG",6.43611e+14,496.631,65,341,8,1, 187
"[89]xKHrHMztJcMGHaKcoHncHcjbPKucpcDKQvOepCcPLvHnoKLkMQzdjHpxmQOoDdasHNjyxcoowetspcKkxaoccbalH",3.37939e+12,6.40166e+10,542,284,33,0, 188
"[93]aHBczvccHlBNmcdPcccceeDjcQPcxcFanPnscQfcdHnBlcHcfhbhcjHwccMuEGCcdycOcFtbaubMicLJppHhcocoPcccL",5.48283e+09,528851,263,219,0,1, 189
"[99]KxfctuHpHntCdHccLhMcEcOKcOEcJdfkqdccgccDcdPrRctcbccxpcccQNcPcDcxsbcKkcHhfHOoyPcKKcqKcdbeHccnwRMqvOG",9.50777e+12,492271,154,283,23,0, 19
"[92]curPCcccfsdMFrloMqcaecgwfBcmmAcRLDccyalocPlbvRwFccAOAnjPtHQEcnfcLqcccvJtHmtcEHaKccdhcHRccaHC",2.98916e+14,1.09172e+07,220,290,0,0, 190
"[89]rsQcHOovnkFAEccINfDcdoNlyLddfIkRcrHOinnaHoHxAHLdaxMtKcneHichBuQPcIHwuPbunzHOaFaPcLwNehwNy",1.46011e+15,1.06246e+07,592,441,100,2, 191
"[104]udnORgcccHcccycyccczcdcoccccERccawccatccxQccccgccBJccBcMccOkccHcecfGHcKHicccpccccclchcRFcacccRcwcckcccEG",1.09172e+07,3145.79,67,141,0,0, 192
"[94]FLNwcjcdcIHcsDPFcGpccycAcaKcEQLDDgcvwCAkcstLpEzKyMcyccccbRcocedcIcaBccuccccHHKcfRpcccgcdCcEccx",6.54056e+26,6.78741e+10,290,821,218,1, 193
"[98]NcdccblclaHccHdcelccNccicclzncOmJhfcHsbcFxlczcOccdHcucccccccQclAHhcjfkccccGcRFlQaoGcOrcxHncncvcQNx",6.074e+09,1.86345e+06,260,214,18,0, 194
"[103]pHxcFlicNHcncccEsfncpfmcHkccNlHhcofccfkcNQcCccycvsccecPclaAcwccccnccsxMzJflGjHPckFanHococcElHcOQHccpfOj",1.0749e+11,4.24917e+06,224,243,22,0, 195
"[101]ccbNPcBHxeccccguccJPccemcwfGvaccbncQxJHcGwyacucFczcDAccHHcBcKQRccMDvbLcMetcHcckcIBcccgEvnHycPcchDcgcq",4.8454e+08,33486.2,151,175,1,0, 196
"[102]ooCCceeanGPBdcHaQrpJNbHbezQLMLfkcHHNfvCIIKMAiCIuKQpjtBBiFwmaoKxKcInhcjHzoNcRNweanyLlffOaknmDccrOKHodyQ",2.09788e+18,4.73383e+14,609,486,74,1, 197
"[100]DcyhcxaqccJcjngcHccfccHpnccBcpNccucciHspccllcbcceucczccFcsccccvcmrcccccecBDcccckcccOrMclKHCccNcJccOG",1.20582e+11,2.06437e+06,96,222,0,0, 198
"[77]PfHFyDNDIdcKHGHrzcfxPcfspcbcexPcbtcEcPJgCcobccFaOOHvficsebeCcvQbbGjMpNtHKycJD",4.82662e+09,269048,484,206,12,0, 199
"[89]rccHcKHcscKcspRcpLhMbAcjfcigJzbMcJycfscgyMyzcscacuwcnJHEpwhmcLaaowgKcPGFAhecoOHctfcacQHtK",1.1258e+12,5.45672e+07,324,279,8,2, 2
"[99]cuncageulcKpcpcEcrcKQccnwcIvfcdrvcKcccjfcCcvmcccsgNoFcccKHccfycMcccKFgcvccqcccucucNHcRxcxccccHMycoG",3.63249e+23,27992.6,134,492,20,0, 20
"[98]cOnaLmHgKcscckBcKcececcKHcFcPcDLKcBcgRcOccJvmcMcPcccccccHsccnccccciHpccomcnccncKccOlpBcchccxcuccHP",4.69721e+16,2.80672e+06,119,385,51,0, 200
"[92]cDccpcccciOcQcHnJcQcxcHdkccKcEcfCcccHhccLHcCuyqOccRRcdewclccRccrcscwccscccccccaKcMcccmdccecG",1.44841e+09,377209,147,214,8,1, 21
"[103]QccccIfcHctwPcccccacIOEccqccCcccJtcccEckpccqwHHvctHDcdcsOcfbciMGefvcccccxbfQccrPccemcolcEzcccNHNcHjOHzG",1.21051e+10,362071,117,202,0,0, 22
"[97]BjJFBccexKcocHcHcHRcccthcdKycOLijcpnLkkcnciwMycmFcuzcccyNcmccqhHftNvHsbsycKoccsecOwcwcFaaocHfOccl",2.68538e+12,7.81453e+06,183,249,0,0, 23
"[101]CckpecLENjnrNzNcFMcOscgccCcHcccJPocFqccojcHscccefHncHHBcKcaRJsrlcKcPCnxdwmzmuPycnGrGvccyoFdRJoItcRKuG",3.40573e+10,6.79817e+09,355,236,25,0, 24
"[99]acvcMcxocIcHccDccKcqsccHcfejivfEHLfwccGycrccccvmNcPzchcccNcfdmcxcccvccPcjLcrcccccGgctjcncdrGycczMjs",2.08106e+12,6.05772e+07,167,299,22,2, 25
"[100]cHnwbcxJQKHyuDsehfgrKLDcsEjfbAhcOkLvtsnPnOqccHaMcGbKpvOogdnKsnrcwdHcHpBnscaQHNLMPcMLLccQhzbfnxOKvgcu",4.78929e+11,1.45744e+06,338,248,14,0, 26
"[100]cFcGapecxjcgclBhPJlfDdcjBcFOckFcJlcclgjcHHDcugncccHwHgsbdubzlchQiaHbococQcJcccccHlcpcchaHpchwcnRCsJf",8.54153e+10,700853,275,227,8,0, 27
"[95]HakdFQocppQAilbcHjHccKjcchMzctQHjcFcviiFAoecGCccpQwicjsJekbHyPHcaxccojzpQtlqccHBwDccLOPcctcocaH",9.50777e+12,3.03076e+06,168,397,137,0, 28
"[93]iccKcMIcccBecnxjtFfivccMcHcBccCccHocHcBBcccKLicJEcDclnLHucMGMgfljfcxccwmcccuccpcwhczHNdHccNcG",4.24917e+06,4.68329e+06,133,271,0,3, 29
