genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[93]tsFxwtrEDMvkcMBrcsvfotsFaBaceIEclcfodcJKcwHHwkfdccNcprnBcOisQcnQRohcoIwsdceHcgcOeoscqfkmrIKMG",385429,136115,560,249,76,0, 119
"[96]iIFruiNpAAFsKsMJotALzchLzeLABcukcQHlxHPJLnKcCcMHpaDclbcaizcQIBRbcyhOpNttNlGHBPnMNmPpDbBzczHyOegg",602111,1007.58,481,186,7,2, 12
"[78]EsMQhPedeANskcMwaiLIBPfgCfmKgRLAwmLufnQcLynzuwNlPtpHCdQHKHbpzeMGHEsQIHrbgudgfN",87130.6,8694.67,1527,334,181,1, 120
"[80]bKxIpvrpsgxodbGOcHatHheHinojIAKRaKylMfyNNIlIxzocEPcsMhhkiAgFPhsHlQCxwPmMKKckHuyM",4.17909e+08,19697.8,1274,347,80,1, 121
"[98]wictetLFtAknvLnxQBcmpstpyoNLGsaGFPPwCddKPBkbcbIMIOaQmFzfnQcalsHcocQexdhKcRhLjrwOjFcwfmjhPqOiFhOhij",6457.53,1356.2,847,130,12,3, 122
"[100]EGiGzfRecFAJyQfjLEcewcbbbIQAPfsIArDcrxpiewHHQuHKcRrOuaveoRFPaQRtoskddPzFcqnNKnLvLLqiRneHuFeJHnyoqpko",2.29548e+06,60080.3,1272,285,88,0, 123
"[91]mlcPIpdmdaOcaKccMQPjArjOdfAlbAoucgcvkcLmOHocKoIimRFcwcAIxcHHcIqONNaAfvsyAwRPvktHKcHKJgBJkcB",1.17821e+07,11705.8,509,252,33,3, 124
"[79]yIHPaeutmcnHpcKPncHANcIQccflEEKcvafzNcHgNnfRBdfBmvKzQMligBvoBtmhdKHKcIrCebDernG",1.70498e+06,810647,783,239,46,1, 125
"[101]vKcnamdqccfRJcicmcqcccMGnmJaBCcBtOLNvherRccPfkPQyQFcaAxcHlEwjdnKDccmgacPcoxxpfetIcmctHteccucccvtxJpcu",2.48348e+08,3838.14,220,265,5,1, 126
"[76]dQxoaKOuzimIFfKcIpockncIMHixQANPMvgofRfhclbKIHnfJPGgckOvelHOgHHtmmwFebybncJF",1.58281e+06,21217.7,1071,210,18,1, 127
"[80]OhmoGfNrccuHgcPeadfyDKCLFzOgHDwdOEJOAJtKcucHNmKdJHodQQHRvcygnRBRQetdixFHMBoeIojC",1.8527e+10,518919,1021,518,200,1, 128
"[102]tbcuHdfxBcMsIFueazwwNocncMcHpCtdOaHlMHNBBEkcMiMvnxcaeFcjaQcIgcRMMMaEIofcJwcConDGmhnKzOQbdlmbMyrMyFcKov",1.58281e+06,183256,882,269,77,0, 129
"[65]KPguneQIlOHfIvOGPsmIooHrMPbAdLJOeKKEmluoFkaahwfHREccnevGrkoaggeMx",2117.07,1168.38,1992,126,23,2, 13
"[101]tvcIMvtOHdHrocQiocatncOcHdtbylsKccFqQJaetvtaIzjkykepnroNJzmjzGcxacotjxPGzNdmPrRncxchMOmdnIRnMiCMBfiyO",602111,28565.8,1543,258,79,1, 130
"[92]BdcBydcxHKQazxQcxKbiMcNbIPfcirsKiEHcynKcicccNdpDsMGOLanNdIbAbnayPwmcIOkOjHNcHdhcPeArchHpcNav",1.17821e+07,30770.8,574,504,285,2, 131
"[97]IcNNKLckpCMPoIgpsndxamembIFHcsHKcLxczRcspclptJmQvEdHyMsMLLllyhcKchEcQcIPfFBcvcsbFFoNcLIqpohvPRweG",1.70498e+06,87131.3,632,232,39,3, 132
"[99]CtugCPmFoGLboxMMlqGLRfqNkpdgAaexEfaiIzEpkrENNOAgEooKsQJQzlnMJhlvBEIigjkyoPFKcHOHNcIhQhiKmHAeencJjIa",44624.4,16976.1,1714,196,52,2, 133
"[74]OFKcftIjcIkgcPHrkwOcHnPjuddHKRHcrNKJcyflOwrQNdxMfDwcQHmLLCCsxtRhpIcaiAwMAF",1.01542e+07,7.0017e+06,1025,243,26,1, 134
"[93]yNMdigPMPBtLcIjKBbwcHKCmsIwtdfzgBnzKvRCKBFRDyvgmODbNDhOMLrPHMQBPPOFCaoAymGQNICxfiAjaCkfghcNpG",1693.83,598.394,1627,103,3,2, 135
"[100]xwalDcerjlNcIPxnKFccPtHwaOrbycLyOiczficrRcNLgMHneeyFsEbNoHpeMwoPbENhIMGrQBcLrQQkaHNkdHBdHlhHphbmpQBI",108902,10088.6,1531,157,1,0, 136
"[103]wQojNQwPPdxGPtdQrhcMJcHkRccbKcPRcHDczyeIOAAQjcHddRcPyIzRjlhiAoorNEpbvpoIREdqCmbvlCxDkaPDzauCgdDepNdqHCf",3.09049e+06,4797.36,1476,594,393,3, 137
"[91]uEQRfhEungkpcedlfyAaObwPeccIOIePmxDcHkceHelcLicMcrKeNIefrhARmRAgwbgOrAQniHNIAMtKNgaQRCHOpNB",1.98699e+08,26519.3,1190,483,226,3, 138
"[72]qmENKuErEnEMcjKIAnhEjkMzHusIIpKxtpqgyiFwKlCbHyHhIhbejcoHLnKafHdoNFRjljqM",1.10099e+10,415177,1232,748,437,0, 139
"[99]upxtxKoNsrFcgKMIpuHtPvvcHNudIxfcccdmjcpbfymcOdgOfAPcuMHpbLaucFHcPIilRxdHrhNtReQvyJePvBxgDlCqfCrhCGE",33145,3563,1441,336,196,0, 14
"[88]xyEczLQmGxIaKcHfnLqOFGcpEOustmvyugMjDJgQQjPKRtrpFosxNNppDDhAdiflbyGoatRoQxPhaAKjnuucoKNx",1572.46,806.066,1597,102,3,2, 140
"[98]JDkIlNAtlvmcKtuceHDFocHFsBcOcmIgwEcleRbyPEitQoucccmcysIkcFlMcwPecceHwcuKcycciHRcInLHyfMGxefdMDlccA",1.97832e+06,11706.1,437,269,74,3, 141
"[97]NParbpbgQczmeAArRcDJczNPPPeBPHLciROQinHQefcNwkwFPPEEHNcPGJydDciccKDqOltIbfzcLvnNHOytxOaaKnsxBIdPx",48068.5,1694.5,1004,149,4,1, 142
"[103]wzcLApfANrKcycJHbbAHMobnccGqcJyFPbcBFMHDFvAlCCvqApiFGtLRxLDmnlEdHNPooHMCLHwzhBufobQLgsCqBwOJhjyfDRPliGP",10866.4,2117.43,1346,171,46,3, 143
"[80]jcBMyKsKIOtcHQadabetMJMFHcPhlcyceQPQINqNnBIzHnJhzCENpsbBtDHGRgGCrcmsnyyHKyxMOnAf",5.26922e+12,8.12421e+06,1179,679,285,0, 144
"[94]vMRkywlNPkatmlsvnffmtcQLrDMhNfMGrcdQMprkuEKjIlbeNNLMpLdgEkbEKzelrNHKahsKHwOscBHHRcnDOKIIqcHKef",4.82792e+06,13582.4,1101,280,73,3, 145
"[97]tHnIvcocHMccnHQGqdGbfOqdJndfbeHyrBdzbAHhmtzuoNpNLvJhefKfqDEqhEMNfAOljGzKKkibFEmycejRCduwKIcBIgKRH",93855.4,19697.8,2080,201,47,0, 146
"[75]lOutuNncOJvkKcbatclimcIFjOccFLprLkAfFsnLlHHlNdzaeljeuobtlbznaOnwcNcIHKcNmda",9365.04,1007.21,1337,165,42,0, 147
"[80]OcbIOcIlcydycNcHaqccxgjLcIPcghceybuKcMczupfygciNHdicbuJMocdyccoPdaMKcPtonxcmqrQG",1.58281e+06,28566,595,234,42,2, 148
"[94]qLhMIQbNQyoEhtOHzyEcQekHyxQIKADcbIvpcHHpdeFavcHvdPcdFrOFrcccdaIfigcybLJeOGeaxMjjlicfqcflyNInQd",1.10099e+10,1.98265e+07,502,638,327,1, 149
"[60]cludKcQeilcPctfQccIlbuiciccczjBgenPKOcHefxQchutIHHNHHIoHgiao",4.83849e+07,33145.4,1900,425,187,2, 15
"[102]MGCfCBRfikFLKlnROPsgMlxqfnjvjpmcBhPmBheBjgdtMMuGlaoJkzLjQmxBQchKKQExHIHiylcycHQIkKcIMRcczcjeQHKcRBJcAr",1.7162e+09,265767,933,453,167,1, 150
"[87]ngyceeNrOAemjfPcKPNHBIsccnxhDcPHzHmNcPrscNqEJAeCdzJuLFKcPcwvJNADecovaocHtbjKcHMRcjaEQeg",1.09141e+06,69712.2,467,238,51,1, 151
"[72]HyecLPcHilgcncPcIKofDEfMKQjQliKeItyOGdmzMxoeHcbwcgKciHPOkIlflcfhHvQFngca",246724,21218.1,1330,171,4,1, 152
"[73]qJMFHcIpOMMOOPvboduFItuRfLojawnHKzgOrfpfyIjFcHHJHCkrNLCnCKQOPocNniRsqLjNf",447221,332175,1539,181,6,2, 153
"[92]xlMGHfaseaclxxIgcrrFohPdHHNKckccciONFabdyxbpwFcedaNoHMcIbiAoBofoiJKIMcIfhuzKgkebMHicnesPfbDi",2.66932e+07,5566.3,690,376,146,1, 154
"[72]jetlccKHBcgbfnImkfQicodzLswcIdqNbiRuFefsxwHNcKlioiKeHEbQcHOGrdQcIFqKBOdG",1.01321e+06,8071.68,1314,190,4,1, 155
"[64]ivpCIQHCdsgcNvHmmcMcJBKcRvoCusnBgbObEsKwcMJLLkCGQHEFpkMkcIFowzaH",558969,229047,2058,220,42,0, 156
"[79]oNHaDllokDxtwojfvAhBagLItvnttpeIEnxmcHrQIjwivfMyIxbHKDnEGwqMvkleLDyGxfmODHHOGMq",3.32902e+06,183256,1426,543,341,1, 157
"[89]kwajDcoiPGflreLcIARcHvvjPQzCmdlcINhiLxlJJmfKrpkerLCPfNajaKcmcHpgiKCecvuCvPRrjtcvNughzzHxM",1572.46,868.504,1470,102,3,2, 158
"[96]KEKtoGIcIKcxjQmbQbvvuwcNwmOHQoHwccjjLczBccncHLOJHxcPccGLbIccRyQQcoiHHvfkRODbdcmANQbglKHPrnpINpjf",8.14199e+07,602112,506,294,49,0, 159
"[99]HLcIRdqGoACqikOrjcPEHiccpccmQcfGgRpeddfaddJjPceIKcFahjcqQtLMvdDdjFshbvMePRtFkdlLljkCPvQvAeAKAetzLPv",5565.3,2117.3,1278,135,19,0, 16
"[82]kpiuQcBpcCKsPovolrcfMlaHMhAFmIguecvHMcfHFiHOQpGcNcIoteulNiLIlsDacFJMRcKcHdtfpOttlf",1.01321e+06,9365.68,761,226,40,0, 160
"[91]BPkvHLNGzzQIbFygxpEFpcCvQmgtHPHesHRjaBFmHtbiiIttQFwAmAtnyaHIniMzEgPuGKwOuOOLgNlmKcKtdwGwahm",10866.4,4797.17,2566,125,0,0, 161
"[74]pshohodKmcHwuLbPHjjPnEAIDDqcjGOvxpNMOwNNGOCMgIfxcEKzBGHRyHnsiHocJQqieeOfQe",101099,15760.1,1708,186,31,0, 162
"[74]McKLLoNAcDgEdfcJEBIuEgzzBcCcOJcaIdKAaHfIHEdnHxoQImypeCOHrQhEzbyklBcwrIEcdL",308374,1965.99,1713,199,29,2, 163
"[75]HJlopObFAwnKNgdQydoIgPbMfvmlcsBbvncIKxccOtnfzoDcIcbmKciAdBwICcjHtOJskHgFOdG",80887.6,55775.5,1078,170,18,1, 164
"[101]KomQGxQyvoHHjzFoBgbiPHHKIPqygAMPhswiayIbyynzAIQKxarlKpnxflHmeAxhwEHlcQwaezaexQDiFjEMkokHcohJafpFLxHmx",5.61419e+07,126362,985,438,198,3, 165
"[50]MAvKcoPIscjRhkmcgaIoqPHHJHknvPoAiBruRGfLrcIzcyHFJH",1.70498e+06,28565.8,1784,212,19,3, 166
"[75]KinMKuPHaHEamPjcIicpkFKcHHoIChQLRbrEEcgJfdenDiCoOzDxpkpGaKktHHEyabiMcNubFvy",752563,265767,2446,196,14,2, 167
"[97]DquvDnNhFMvKvaBuzumxrwOhvIcfcvvvikzLjOHKczcPcGNcocIRoaLImfHEKlczIPmqsbukthdOtDhwvwrbIrKudKbPlaiuL",4.83849e+07,558970,539,265,27,1, 168
"[102]bLcINcCzvwtIfrbOtFicPcqcHQvcLckOtIgcdDcocpphErtJQobBIgHHLBNGdrzjBjccawfsdcPHKLPbccQlcEccJoccgbHLPNrKcO",3.60167e+08,26519.2,295,578,313,1, 169
"[79]oKjeiNlfHNNvPGkhIwNmPJHsyHIMcKQIaHrIKgpNgucPfmzrNhPtKeydQPANLfHPxHCcatJbofHzerF",481738,28566,2048,215,39,0, 17
"[87]KwJivuDDKvznekmaanuIHsKhObxzjPFjiyewiMhnKQobIPhzbQHKIHHdJoftyIHPcooRIRcGRmLFgRfexqCuCnF",3.09049e+06,75092.5,1416,273,72,0, 170
"[101]oANRsdfqDEDKmNODGjvIbGaPAnozfMzIDePFNORJNEzEcaxHoIwcRwpddAHoitwFxIFncHQIicbHHfKcmcLhcQboPaKwOnicxcaqs",48068.5,1966.38,1377,188,43,1, 171
"[95]PMPkbwcmQdLRQeifCeLcApceQJHOeHIzaKchcRNcEbFbnoqPKLmNEjjwaBckOcqccKIIKmujHiNGcKleRxPHsgmfvaKdKKf",1.2775e+10,1.01321e+06,775,325,12,0, 172
"[87]tyABFePrlajbItLljhnQKsEKFEIApxhmPyNqcFMLGQBfhHizhKiFRnedlzfkzucmwzhPRnxkxJHKIQdkPcfiQql",5.21193e+07,810647,1084,243,4,2, 173
"[83]qQHEDnpKgybDdBvPMbBLostezdQpqsuBgbKzMFQAEjzMtLvBzQfHAPpMiGreuIHOAKcpoNMQRcAJhlcdOFC",4133.65,2646.72,1416,134,22,2, 174
"[75]fDLkzAcBIEngKsADJzEPQeILoGQEfnNoEKtfKIHOiHohBcoHIpdRiEdHJRMCOpgcweMcmIRHCCw",518919,447222,1932,232,55,3, 175
"[95]EzEIlLLshwEbKmlcIeaAiHfbQtpEyqQbvLQlKenGFcLsMxkKQgFGHuirLiLLLwiOOnFoFGyvPHKDacMKDdQPRepEGdNJvtc",1693.83,1573.2,1375,103,3,2, 176
"[78]KvccQRJlFOMocJloeJEwOdHDaNyRlmPintdwBJxpBCpyhHBHvEyvlhfOfzsrykdgoccMcHzoJHoMGb",8.12421e+06,146620,1975,262,48,3, 177
"[101]KcbyKapmkRgPmcMnvwfnAxAovmxtIoJFxvQyGCcebLxQHkFOcEqOGRcsjKPHrDwwxfAdwtKuwBENgkipEfABFxQfFBxEImjAwubhH",698641,157.903,1083,197,16,0, 178
"[103]qcoGcBloRNpjxkAiMsNKjArbiicpLwdFpcbHAxeadOnbzAufchAGsIhcHKGOqHqJwjkBOFajNdziHPkFHjuENzbAFsEbvbGJodMsjwf",93855.4,22855.1,2021,234,80,0, 179
"[101]DcBBcficbKcLcRacwMPicBNKyagmIDbFjkhcBCjRAdJrBqqnzwIDamPDaqtGRbcGcnzRILRltNjarvHInbKozmckgPGKlQtHQOajL",8.12421e+06,648583,915,262,48,1, 18
"[111]FxOkFMujzptDIhjnhfPdPAQjhhohcojmwccPplMtQQLcIcNzBdKcFpKQPoFzkLapQwxcHnChKJfHHCNlgdrFENiQqqBinlKyBhkbBqevfLpwRHf",2456.48,1460.29,1713,261,156,3, 180
"[85]PKtcyIKcKcogcFMHHHrMzfjHLewxcvzcaQcrgeOIocHIxcBKkgjPsmKqcmLHLAxBxoebyPuBMKFPqnMGHCmup",1.47584e+08,146620,841,411,158,3, 181
"[58]epKIOfqQqPctboGwpObpbfuzojOIINBHHQyrJBkcdOIfiepgHjtJHHQcHM",2.89426e+10,1.70871e+07,1579,479,155,2, 182
"[107]fRqethBbcxBoQFsuICfImrzcnofcnHkEellHPzcRcPBQeznlfMGoEeKcQcCOcIrwPDupccmoaeLxieyfPacgOmPQjcwhfcIylcxHFNJxtxw",6.50002e+06,447221,867,236,25,1, 183
"[81]vkOdNhfLQIDvnjupeLOMgGfycskAGzGNbNEFbcucktMzKcQPryGImGakHGBGPJNLcqpDJfnAnOljwbnzN",1572.46,1572.97,1948,101,2,0, 184
"[76]ncHovgokEDrBzAxcKlQmbwHIEDeRwEJPAKrvcmhAJhlrpcgeuRHNFuHiBMEDdPGiekKceIHHocoG",126361,22855,2095,166,8,1, 185
"[93]KpacHhNOsxtbIIpeGoDcHNvfMOAesnHmodKcvIMOucbemHcFlgaHonqcruAbceQjzdjcHMJNadkaNbjrgcwOvNkEriIii",447221,16976.4,1189,200,25,0, 186
"[93]qEABgQdGnKwKLhycPcoBPEyakKfJKccvccOcJhLzHzcNHcHQlcJRcNPFNHaOykhqKgocINRuPwIetjjCzvnGydItxBIjJ",1.26915e+07,41428,800,304,84,3, 187
"[92]xfARdEJNghydKNxQfpqfDjobzRwxKgjHsacrovkcmsrsJnpiPPfNDctKcOuIoGMozCcbedlQyHnPcoeQAddqHEJCEzlA",1572.46,748.642,1505,101,2,0, 188
"[94]cfNQcHngzMbdOeyscQKcaMcAOcINOnwwpcxzCbncHIyczcPGzKcndDcbujqfdflczFBcvpcLBEcmBfPBCbpeBorfHhslEc",2.3005e+07,1084.91,686,325,97,2, 189
"[77]LJDArzNeDJImKDHrsHoMxLpBnlFhnRoLRQuysgIOGKcOcIjcoogMEHwcBmbHCLBpNcLNIxtEmcDbH",1.4694e+06,385430,1799,196,5,0, 19
"[88]jyLfCqLtDgbbMbpsaihGIvhjozKNuLAuKckncIQfwKcEbMIMGoHqfFFhqHmthvhKCopAafkAsCcMdReAHlIgljGO",481738,2646.38,1574,211,35,1, 190
"[71]QHzEwDncIHirtacedadscuowbBbvlHRIEdMyKsIMojchMukCcHKcAqcvfqgQzJkvrfFwcJR",41427,3307.72,1374,189,46,1, 191
"[98]AAxPFfDegHMNCcxekdQebesKcDccJgcwHnIjEcazsuiFQmeNPOQANdmEckKfEIvrcncNIpiInKcHqdbccFcAHrBccpfRHARHRG",1.7162e+09,41428,507,340,54,0, 192
"[90]padCvEcOiokccBwcoAngRjLgROqLEGKcKscDcebKlFmcOJcuBMqJhckcHHzcMeNQRHjcfncuQbcxNlFjcOOnHarNJv",1.26638e+06,5995.5,519,206,17,2, 193
"[68]AoxdBIpnwevcRKhfoNbHpNLOumcBdFudomottHoyLcQelHsQIgcHOnPJicpaNBfbQLKa",698641,126362,1460,599,418,1, 194
"[74]QftBHzMbHNNiNKdcRRhfpehmNveIbKcOcImfIndbQiHAppBHKNyxeicPoLCfaOqJHKqwPDjIdQ",4.48199e+06,558970,1486,258,52,3, 195
"[106]dNaPHlQdccvALRcMByNJoNyPxJEhHFHOcvdnjfNftMzOezDFcKLuFzqgeJuAAEmqHEFsenyxsJoAzwNbnuvbOoowncfbsehfwgLbKckJHL",8071.09,1694.44,1226,138,17,0, 196
"[98]mLHMcgHwglzdPHtpHBOdoPQMNofyfveKBCfjelIHFAsrPKuaaQctkKcxphwFIBmHqAajaMncamzaMhiuuKegvPnJipqHJGgbhs",810646,51779.5,1098,220,37,3, 197
"[85]vzLIklEuBsMIldPqnbdKbonmCbKcoHzQdBoHhQkIHCskoevtazBFLjtbgBjAdafqnedICpDksynNFcCauIJrK",126361,4796.7,1814,223,65,3, 198
"[69]gyzcgcgnKbjcIMKHmcHbFHHHuoBJLHbjcaIpzmcQIAnpNvfjeaIOyicFyzgqctebAxBPi",2.13567e+07,332176,955,332,105,0, 199
"[89]QpnwcRhBoRNojwIIhdkiiOdKcmkjMhKecIQNeHKePebrIrxzjylOwuhFMdcHkHyHiOdNpGlKEokcmcmdNHzujdORa",4.16996e+07,1.26638e+06,1069,295,59,0, 2
"[92]IMGsmcMjMfigdLIPDCdrdNpKvOcbctcfnQFdboQrfIxwmcLnHHxhycBAzbFiEHosbvwcaNPJueKfFKcQdeBdkHfictKO",1.01321e+06,415178,1153,339,153,1, 20
"[90]tndcnCKEvbDcFgLHuwIODIDeRHuazGzKpvPsOIhOdlEmaHfJmNaBNHDKngcfPQJIKNdhigxNyoLaixaRIdHagmrRvH",308374,33145.4,1600,198,28,1, 200
"[98]LbKokycQEkwPAIQbdKhcOcEHndPBokcccLdKOColBcdFqOmvLOdbvptdyeFMjeQeDrJeEevzEvvrFdMcLcHtdhFcpkoxwjmeMG",30770.1,8694.7,1415,212,73,1, 21
"[99]KczdRNzILBojDdQHIPcaHNfetFAtBfamidPeefcffcApfwIvedoCccKHHHomyLoaqobmmpfaLPabOyeHaHhdIvbeIHncpKcoHKd",1.70871e+07,2.86906e+06,2023,271,47,2, 22
"[96]oKcgHdaxvaHmQAbvccccLijckcccOdjAPAdDcOecoKccRNQzIPdmObCIsmFPwFDcrbicEckonQRdPcgOyceQccccygclIOcG",415177,10867,578,231,57,0, 23
"[100]opEzdchgxicNzcnvlRHEPsgDwbOOcwHGvhnepouikbgIRgOEcKdpcccxHrAHnEclcyfBcaNHmokaaOeLOeKgIemRcJJjAPBrFtcG",1.01542e+07,64717.2,415,229,12,0, 24
"[96]xBjOaNwuKJQOHLBMwMKNBwggQpGcigIrfcBzMLtgQDlnJLFMiQIkommdfKvgrckDjoeQdFDxnLuMovnsKcocIQxQOeHyqyJm",1.84059e+07,1.4694e+06,1203,255,30,0, 25
"[78]sPQyQggIrHKFeOIHCIMnzqsKCspEfFPdCvxRPfkrRqePwDMwqfuHQxgCazCqINxezyeitxiAAjOcOz",136114,13581.8,1867,257,98,1, 26
"[73]jHtKIwtPHwdpvHqnBjLdzPHIpEEEcjzfzvPGxQuHwBiysKPvpMkaegHoOchukbtkrNBLfxQnd",602111,22855.2,1956,188,9,2, 27
"[97]IfyhoKEPsNmzyjubEtvubxaNkKHEApjjfslAwrmxBocOcIHFcnMCRcwhKRnPcPzzHxcOGwckrqzMyggLfFlfBfREPhCcNKFMr",44624.4,30770.8,1413,145,1,0, 28
"[102]fHocadhlcDmIRclFPGBcevsrPQpbBQdRweDEcldaItorzwImcFHfaOcOtcccoJIwbHCHOtIwklJHbHzoInfNlMDgptMdNfNPKchBcz",4.48199e+06,80888.6,1469,317,111,3, 29
"[73]LBjvoOgfhggbkKIBxfMMlbFKxdEFnblHKBIusgcdHPwKIHjRcGkEDFcOKmROaQvkDsjEHphBJ",229046,229047,2596,171,5,0, 3
"[80]HgPuLocINzKBAuxsCcHObrlcFePJOqjHKcmqsgJpHJsqyyieJocfRQRvHLfDIfbGinBsIbNfsxuoAJAa",648583,117308,1985,241,61,0, 30
"[103]FHQgvnPseothbKxnIcGFNnHwDuhrfHstwsLeLMJcmjvFFCLcmCBQgMGCDnmxLtuPxtnNFeBakhMgyjLNzRyiEBuBjDlenpHOdivCzAb",934.459,307.358,3446,92,0,0, 31
"[90]IlNvIwfHRMvlCvhOHhfHOcCdvKNfPNHOGclcxKKFzdmcAObwdAICruOgzOmqojycsEQLRNFmllHyKupRapfidkizfL",1.01321e+06,873214,1192,226,40,1, 32
"[99]JpeGIoKdCbFlfcMyuAcKcewcodzbdtoHInewKKcHcPccgMPpfQFOrHMEBjQcDgbqFLycLocJcajcHdJjwjazFCtjQzkudnLCacK",2.66349e+06,8695.03,647,225,26,0, 33
"[62]sodaPHIhNImdgHzQaKcxPjtKIwBcLOGLmbQvvMdHHHHNcgOfwcFvlHNxovfuxc",1.36412e+06,265768,1240,231,41,3, 34
"[102]cmKcoRLOchMOwjcaMEuygaxpNudgcclFxsyaaONlclMdhMGcQporIIocdHsgrcfwggfNgOIELailasHptkfADbiebRcbcjcydkPRcE",1.47584e+08,75092.9,634,354,101,3, 35
"[98]yiobgQLmpPwjxIpCcewKywcPCPCqFGErlMboFLOhCwgfLuqCLRFHinwHpNakHOhqKsyPLciBtHNcIHGocoIKcIqukHlHNqbwtB",6.50002e+06,415178,5049,228,17,2, 36
"[61]IlHxzPosDDuMiNyMbevARIKlIKHHnbFGIoPHdQcIKEKHLGaQfqvdvxmcHMQsA",18285.5,867.984,1975,136,4,2, 37
